id,name,software,menu,description,shortcut,addon,difficulty,tags,intent_categories,object_types,outcomes,icon,gif,source
,Railing,Revit,Architecture,"Sketches a railing along a path or places it on a stair or ramp host so it follows the slope. Balusters, rails and posts all come from the type, so build the type once and reuse it across the project.",,,intermediate,modelling|architecture|circulation,create,solid,,,,https://www.autodesk.com/shortcuts/revit
,Ramp,Revit,Architecture,"Creates an inclined ramp between levels from run and landing sketches, with maximum slope and length governed by the type. Use it for step-free access studies where gradients must be proven, not just drawn.",,,intermediate,modelling|architecture|circulation|accessibility,create,solid,,,,https://www.autodesk.com/shortcuts/revit
,Curtain Grid,Revit,Architecture,"Adds gridlines to a curtain wall or curtain system, subdividing it into panels that mullions can then follow. Use it to override the automatic type-driven spacing where a facade needs a bespoke rhythm.",,,intermediate,modelling|architecture|facade|curtain-wall,create|edit,solid,split,,,https://www.autodesk.com/shortcuts/revit
,Mullion,Revit,Architecture,"Places mullion profiles onto curtain gridlines, either one segment at a time or across all gridlines at once. Swap the profile type to move between chunky concept framing and a specific system supplier look.",,,intermediate,modelling|architecture|facade|curtain-wall,create,solid,,,,https://www.autodesk.com/shortcuts/revit
,Curtain System,Revit,Architecture,"Applies a panelised curtain grid to selected faces of a mass or generic model, useful for glazing doubly-curved or faceted surfaces where a standard curtain wall cannot flex. Update the mass and regenerate to keep the skin in step.",,,advanced,modelling|architecture|facade|massing,create,solid|surface,,,,https://www.autodesk.com/shortcuts/revit
,Model Line,Revit,Architecture,"Draws a 3D line that lives in model space on a chosen work plane, visible in every view that can see it. Use it for setting-out geometry, railing paths or design intent lines that must exist in three dimensions, unlike detail lines.",LI,,beginner,modelling|sketch|setting-out,create,curve,,,,https://www.autodesk.com/shortcuts/revit
,Model Text,Revit,Architecture,"Creates extruded 3D text placed on a work plane, for signage, engraving or building names that must appear in renders and elevations. It is real geometry, so use annotation text for anything that is purely drawing content.",,,beginner,modelling|signage,create,solid,,,,https://www.autodesk.com/shortcuts/revit
,Component,Revit,Architecture,"Places a loadable family instance — furniture, sanitaryware, equipment, entourage — from the families already in the project. Pair it with Load Family when the piece you need is not yet available in the type selector.",CM,,beginner,modelling|families|placement,create,solid,,,,https://www.autodesk.com/shortcuts/revit
,In-Place Component,Revit,Architecture,"Starts a family modelled directly in the project context using extrusions, blends and sweeps, for one-off geometry tied to its surroundings. Use it sparingly — in-place families do not repeat efficiently, so promote anything reused to a loadable family.",,,advanced,modelling|families,create,solid,,,,https://www.autodesk.com/shortcuts/revit
,Grid,Revit,Architecture,"Draws a numbered grid datum that appears in every plan, section and elevation it crosses, giving the project its structural setting-out. Place columns At Grids and dimension to gridlines so coordination survives design churn.",GR,,beginner,datum|setting-out|coordination,create|organise,annotation,,,,https://www.autodesk.com/shortcuts/revit
,Level,Revit,Architecture,"Creates a horizontal datum that hosts floors, walls and views, drawn in a section or elevation. Every storey-driven element measures itself from a level, so name and order levels carefully before modelling begins in earnest.",LL,,beginner,datum|setting-out|coordination,create|organise,annotation,,,,https://www.autodesk.com/shortcuts/revit
,Reference Plane,Revit,Architecture,"Draws an infinite construction plane you can name, work-plane onto and dimension against. The backbone of disciplined family building and a quick way to hold key setting-out lines in the project.",RP,,beginner,datum|setting-out|construction-geometry,create|organise,annotation,,,,https://www.autodesk.com/shortcuts/revit
,Set Work Plane,Revit,Architecture,"Chooses the plane that subsequent sketching and placement will land on — a level, a named reference plane or a picked face. Essential when modelling on sloped or vertical surfaces where the default level plane is wrong.",,,intermediate,modelling|work-plane,edit|organise,,,,,https://www.autodesk.com/shortcuts/revit
,Room,Revit,Architecture,"Places a room element that fills the space bounded by walls and room separation lines, carrying name, number, area and finishes data. Rooms drive schedules and colour fills, so place them as soon as plans are stable enough to name.",RM,,beginner,space-planning|data|rooms,create|document|analyse,annotation,annotate,,,https://www.autodesk.com/shortcuts/revit
,Room Separator,Revit,Architecture,"Draws a room separation line that bounds rooms where no wall exists, such as splitting an open-plan floor into named zones. Keep them tidy — stray separators are a classic cause of mysterious room boundaries.",,,beginner,space-planning|rooms,create|organise,curve,split,,,https://www.autodesk.com/shortcuts/revit
,Area,Revit,Architecture,"Places an area element in an area plan for measurement schemes independent of rooms — gross internal, lettable, planning use classes. Use it when the measurement rules differ from how rooms are actually bounded.",,,intermediate,space-planning|measurement,create|analyse|document,annotation,measure,,,https://www.autodesk.com/shortcuts/revit
,Area Boundary,Revit,Architecture,"Sketches the lines that bound areas in an area plan, either picked from walls or drawn freely. Because they are independent of walls, you can measure to whatever convention the brief demands.",,,intermediate,space-planning|measurement,create,curve,measure,,,https://www.autodesk.com/shortcuts/revit
,Shaft Opening,Revit,Architecture,"Cuts a vertical shaft through multiple floors, roofs and ceilings between a base and top level in one element. The right tool for lift shafts, risers and atria, because the cut follows the sketch through every storey it spans.",,,intermediate,modelling|openings,create|edit,solid,cut,,,https://www.autodesk.com/shortcuts/revit
,Wall Opening,Revit,Architecture,"Cuts a rectangular opening in a straight or curved wall without placing a door or window family. Useful for pass-throughs, service penetrations and openings that should not appear in door or window schedules.",,,beginner,modelling|openings,create|edit,solid,cut,,,https://www.autodesk.com/shortcuts/revit
,Duct,Revit,Systems,"Draws rigid ductwork with automatic fittings between points, sized and system-typed as you go. Architects mostly meet it when checking ceiling void clearances against MEP models, but it is handy for quick in-house coordination studies.",DT,,intermediate,mep|coordination,create,solid,,,,https://www.autodesk.com/shortcuts/revit
,Pipe,Revit,Systems,Routes piping with fittings and slope control between connectors or free points. Useful for sanity-checking drainage falls and riser space before the engineer's model arrives.,PI,,intermediate,mep|coordination,create,solid,,,,https://www.autodesk.com/shortcuts/revit
,Toposolid,Revit,Massing & Site,"Models the site terrain as a solid with real thickness and layers, created from a sketch, imported CAD contours or a points file. It replaced the old toposurface, so cut-and-fill, sub-bases and excavations behave like proper geometry.",,,intermediate,site|terrain|landscape,create,solid,,,,https://www.autodesk.com/shortcuts/revit
,Site Component,Revit,Massing & Site,"Places site families — trees, benches, bollards — that host themselves onto the toposolid at the correct elevation. Use it for entourage that should follow the terrain rather than sit at a fixed level.",,,beginner,site|landscape|entourage,create,solid,,,,https://www.autodesk.com/shortcuts/revit
,Place Mass,Revit,Massing & Site,"Inserts a loadable conceptual mass family for early volumetric studies, with floor area schedules driven by mass floors. Later, walls, roofs and curtain systems can be generated from its faces so the concept flows into the detailed model.",,,intermediate,massing|concept|early-design,create|analyse,solid,,,,https://www.autodesk.com/shortcuts/revit
,In-Place Mass,Revit,Massing & Site,"Sketches a conceptual mass directly in the project using profiles, forms and voids, ideal for site-specific volume studies against neighbouring context. Convert faces to walls, floors and roofs once a scheme is chosen.",,,advanced,massing|concept|early-design,create,solid|surface,,,,https://www.autodesk.com/shortcuts/revit
,Modify,Revit,Modify,"Returns the cursor to the default selection arrow, ending whatever placement or sketch tool is active. Tapping Escape twice does the same job, but the shortcut is a reliable way to bail out of a mode cleanly.",MD,,beginner,selection|workflow,edit,,,,,https://www.autodesk.com/shortcuts/revit
,Move,Revit,Modify,"Relocates the selection by picking two points or typing a distance, with constrain and disjoin options on the ribbon. Prefer it over dragging for anything that must land precisely, and remember hosted elements move with their host.",MV,,beginner,editing|transform,transform,,move,,,https://www.autodesk.com/shortcuts/revit
,Copy,Revit,Modify,"Duplicates the selection from one picked point to another, with a Multiple option for repeated placement. This is the in-view copy — use Copy to Clipboard instead when the target is another level or another view.",CO,,beginner,editing|transform,transform,,copy|move,,,https://www.autodesk.com/shortcuts/revit
,Rotate,Revit,Modify,"Spins the selection about a centre point, which you can drag to a new position before picking or typing the angle. Tick Copy on the options bar to leave the original in place.",RO,,beginner,editing|transform,transform,,rotate,,,https://www.autodesk.com/shortcuts/revit
,Mirror - Pick Axis,Revit,Modify,"Reflects the selection about an existing line, wall face or reference plane you pick. The fastest mirror when the axis already exists in the model, such as a party wall between handed flats.",MM,,beginner,editing|transform,transform,,mirror|copy,,,https://www.autodesk.com/shortcuts/revit
,Mirror - Draw Axis,Revit,Modify,Reflects the selection about a temporary axis you sketch on the fly. Reach for it when no convenient line exists to mirror about — the drawn axis vanishes once the command completes.,DM,,beginner,editing|transform,transform,,mirror|copy,,,https://www.autodesk.com/shortcuts/revit
,Array,Revit,Modify,"Creates a linear or radial array of the selection, optionally grouped and associated so changing the count later updates every member. Ideal for repetitive bays, balusters or hotel rooms where the repeat may still change.",AR,,intermediate,editing|transform|repetition,transform|create,,array|copy,,,https://www.autodesk.com/shortcuts/revit
,Align,Revit,Modify,"Snaps an element flush to a reference you pick first — face to gridline, window to window, edge to edge — with an optional padlock to keep them constrained. One of the most powerful precision tools in Revit; many users reach for it before Move.",AL,,beginner,editing|precision|constraints,transform|edit,,move,,,https://www.autodesk.com/shortcuts/revit
,Trim/Extend to Corner,Revit,Modify,"Joins two walls or lines into a clean corner, trimming or extending each as needed — click the portions you want to keep. The everyday clean-up tool while sketching plans and profiles.",TR,,beginner,editing|clean-up,edit,curve|solid,cut|join,,,https://www.autodesk.com/shortcuts/revit
,Trim/Extend Single Element,Revit,Modify,Extends or trims one element to meet a boundary reference you pick first. Use it to run a partition to the underside of a corridor wall line without disturbing anything else.,,,beginner,editing|clean-up,edit,curve|solid,cut,,,https://www.autodesk.com/shortcuts/revit
,Trim/Extend Multiple Elements,Revit,Modify,"Trims or extends a whole series of elements to a single boundary, picked one after another or fenced with a crossing selection. A big time-saver when squaring up many partitions to one datum wall.",,,beginner,editing|clean-up,edit,curve|solid,cut,,,https://www.autodesk.com/shortcuts/revit
,Split Element,Revit,Modify,"Cuts a wall, line or pipe into two independent pieces at the point you click, with an option to delete the inner segment between two clicks. Split walls where the type, phase or height changes along a run.",SL,,beginner,editing,edit,curve|solid,split,,,https://www.autodesk.com/shortcuts/revit
,Split with Gap,Revit,Modify,"Splits a wall and leaves a defined joint gap between the two halves, keeping them dimensionally related. Made for movement joints and panelised construction where a real break is required.",,,intermediate,editing|joints,edit,solid,split,,,https://www.autodesk.com/shortcuts/revit
,Offset,Revit,Modify,"Creates a copy of a line or wall at a set distance to one side, or moves it there if Copy is unticked. Set the distance on the options bar first, then hover to preview which side the offset will fall.",OF,,beginner,editing|transform,transform,curve|solid,offset|copy,,,https://www.autodesk.com/shortcuts/revit
,Scale,Revit,Modify,"Resizes lines, imported CAD or reference planes graphically or by a numeric factor. Most building elements refuse to scale by design — sizes belong to types — so its main use is correcting imported drawings at the wrong units.",RE,,intermediate,editing|transform|cad-import,transform,curve,scale,,,https://www.autodesk.com/shortcuts/revit
,Pin,Revit,Modify,"Locks the selection so it cannot be moved or deleted without deliberately unpinning first. Pin grids, levels, links and setting-out geometry the moment they are agreed — it is cheap insurance against accidental nudges.",PN,,beginner,editing|protection|constraints,edit|organise,,,,,https://www.autodesk.com/shortcuts/revit
,Unpin,Revit,Modify,"Releases a pinned element so it can be edited or moved again. Unpin deliberately, make the change, then pin again — leaving datums unpinned invites trouble on shared models.",UP,,beginner,editing|protection,edit,,,,,https://www.autodesk.com/shortcuts/revit
,Delete,Revit,Modify,"Removes the selected elements from the model. Watch the warnings — deleting a host or boundary element can silently take tags, dimensions and hosted families with it.",DE,,beginner,editing,edit,,,,,https://www.autodesk.com/shortcuts/revit
,Match Type Properties,Revit,Modify,"Copies the type from a source element onto others of the same category — pick the donor, then click each element to convert. Quick for harmonising wall or window types across a floor after a design change.",MA,,beginner,editing|types,edit,,,,,https://www.autodesk.com/shortcuts/revit
,Paint,Revit,Modify,"Applies a material to a single face without changing the element type, ideal for a feature wall or a contrasting soffit. Painted faces override the type material only on that face, so use Remove Paint to get back to the honest build-up.",PT,,intermediate,materials|appearance,edit|visualise,surface,,,,https://www.autodesk.com/shortcuts/revit
,Split Face,Revit,Modify,"Divides a face of an element into regions with a sketched boundary, without splitting the element itself. Combine with Paint for wainscots, tiling zones and feature bands on a single wall.",SF,,intermediate,materials|appearance,edit,surface,split,,,https://www.autodesk.com/shortcuts/revit
,Linework,Revit,Modify,"Overrides the line style of individual model edges in the current view only — heavy up a profile, ghost a hidden edge, or use Invisible Lines to suppress a distracting edge. Purely graphical, so the model itself is untouched.",LW,,intermediate,graphics|presentation,visualise|document,view,,,,https://www.autodesk.com/shortcuts/revit
,Join Geometry,Revit,Modify,"Merges the geometry of two overlapping elements so they cut cleanly and share edges — walls into floors, beams into walls. Joined elements stop double-counting volume and lose the tell-tale line where they overlap.",,,intermediate,editing|clean-up|geometry,edit,solid,join,,,https://www.autodesk.com/shortcuts/revit
,Unjoin Geometry,Revit,Modify,"Breaks a previous geometry join so the two elements return to independent, overlapping solids. Use it when a join produces the wrong cutting priority or blocks an edit you need to make.",,,intermediate,editing|geometry,edit,solid,,,,https://www.autodesk.com/shortcuts/revit
,Cut Geometry,Revit,Modify,"Makes one solid cut another, such as a void family or mass carving an opening through a wall or floor. The instrument behind bespoke openings that standard hosted families cannot make.",,,advanced,editing|geometry|openings,edit,solid,cut,,,https://www.autodesk.com/shortcuts/revit
,Wall Joins,Revit,Modify,"Edits how walls meet at a junction — butt, mitre or square off — and which wall wins the joint. Reach for it when a corner cleans up the wrong way in plan and dragging ends has not fixed it.",,,intermediate,editing|clean-up|walls,edit,solid,join,,,https://www.autodesk.com/shortcuts/revit
,Create Similar,Revit,Modify,Starts the placement tool for a new element of exactly the same type as the one selected. Faster than hunting through the type selector when you can see an example of what you want on screen.,CS,,beginner,placement|productivity,create,,copy,,,https://www.autodesk.com/shortcuts/revit
,Create Group,Revit,Modify,"Bundles the selection into a named group whose instances stay synchronised — edit one and all update. The standard tool for repeated flats, hotel rooms and bathroom layouts before considering links.",GP,,intermediate,organisation|repetition,organise|create,,,,,https://www.autodesk.com/shortcuts/revit
,Edit Group,Revit,Modify,"Opens a group for editing in place, with the rest of the model greyed out; finishing pushes the change to every instance. Add or remove members here rather than ungrouping and rebuilding.",EG,,intermediate,organisation|repetition,edit|organise,,,,,https://www.autodesk.com/shortcuts/revit
,Ungroup,Revit,Modify,"Dissolves a group instance back into independent elements, leaving other instances intact. Use it when one repeat genuinely diverges from the rest and should stop updating with them.",UG,,beginner,organisation,organise|edit,,,,,https://www.autodesk.com/shortcuts/revit
,Measure Between Two References,Revit,Modify,"Reports the distance between two picked points or references as a temporary readout, with a chain option for running totals. Use it for quick checks; place a real dimension when the measurement needs to live on a drawing.",,,beginner,measurement|checking,analyse,,measure,,,https://www.autodesk.com/shortcuts/revit
,Copy to Clipboard,Revit,Modify,"Copies the selection to the clipboard for pasting into another view, level or even another open project. The first half of the standard routine for duplicating a floor layout up the building.",Ctrl+C,,beginner,editing|clipboard,transform,,copy,,,https://www.autodesk.com/shortcuts/revit
,Paste from Clipboard,Revit,Modify,"Pastes clipboard contents into the current view for manual placement, then lets you fine-tune the position before finishing. Use the Paste Aligned variants instead when the copy must land in exactly the same plan position.",Ctrl+V,,beginner,editing|clipboard,transform,,copy|move,,,https://www.autodesk.com/shortcuts/revit
,Paste Aligned to Selected Levels,Revit,Modify,Pastes copied elements onto one or more chosen levels in exactly the same plan position. The classic way to stack a typical floor through a tower in seconds.,,,intermediate,editing|clipboard|multi-storey,transform,,copy,,,https://www.autodesk.com/shortcuts/revit
,Filter,Revit,Modify,"Opens a checklist of the categories in your current selection so you can keep some and drop the rest — for example, keep only the walls from a crossing window. Indispensable for surgical edits in crowded views.",,,beginner,selection|productivity,edit|organise,,,,,https://www.autodesk.com/shortcuts/revit
,Select All Instances,Revit,Modify,"Selects every instance of the chosen type, either in the current view or across the whole project. Powerful for global swaps and equally capable of global accidents — check the scope before you edit.",SA,,intermediate,selection|productivity,edit|organise,,,,,https://www.autodesk.com/shortcuts/revit
,Aligned Dimension,Revit,Annotate,"Places a dimension parallel to the references it measures, stringing along multiple picks into a chain. The default dimension for architectural drawings, and the gateway to EQ constraints for equal spacing.",DI,,beginner,annotation|dimensions,document,annotation,annotate|measure,,,https://www.autodesk.com/shortcuts/revit
,Linear Dimension,Revit,Annotate,"Places a dimension locked to the horizontal or vertical between picked points, regardless of the angle between them. Useful for orthogonal setting-out dimensions across skewed geometry.",,,beginner,annotation|dimensions,document,annotation,annotate|measure,,,https://www.autodesk.com/shortcuts/revit
,Angular Dimension,Revit,Annotate,"Measures and annotates the angle between two references. Reach for it on splayed walls, fan-shaped plans and roof pitches shown in section.",,,beginner,annotation|dimensions,document,annotation,annotate|measure,,,https://www.autodesk.com/shortcuts/revit
,Radial Dimension,Revit,Annotate,"Annotates the radius of a curved wall, arc or filleted edge. Pair with the diameter variant depending on how your office convention notes curves.",,,beginner,annotation|dimensions,document,annotation,annotate|measure,,,https://www.autodesk.com/shortcuts/revit
,Spot Elevation,Revit,Annotate,"Places a level marker reading the real elevation of the point it touches — slab levels, ridge heights, external ground. Because it reads the model, it updates itself when the geometry moves.",EL,,beginner,annotation|levels,document,annotation,annotate|measure,,,https://www.autodesk.com/shortcuts/revit
,Spot Coordinate,Revit,Annotate,Annotates the north/east coordinates of a point relative to the shared or project coordinate system. Standard on setting-out drawings where the contractor needs survey-grade positions.,,,intermediate,annotation|coordinates|setting-out,document,annotation,annotate|measure,,,https://www.autodesk.com/shortcuts/revit
,Spot Slope,Revit,Annotate,"Places an arrow or triangle annotation reading the slope of a face or edge, such as a ramp or roof pitch. It reports the modelled gradient, so it doubles as a compliance check.",,,intermediate,annotation|slopes,document|analyse,annotation,annotate|measure,,,https://www.autodesk.com/shortcuts/revit
,Text,Revit,Annotate,"Places view-specific text with optional leaders, scaling with the view like all annotation. Use it for general notes — but prefer tags and keynotes wherever the note describes an element, so the data stays live.",TX,,beginner,annotation|notes,document,annotation,annotate,,,https://www.autodesk.com/shortcuts/revit
,Tag by Category,Revit,Annotate,"Places the appropriate tag for whatever element you click — door tag on a door, wall tag on a wall — reading its parameters live. Tags are reporters, not labels: edit the element and the tag follows.",TG,,beginner,annotation|tags|data,document,annotation,annotate,,,https://www.autodesk.com/shortcuts/revit
,Tag All Not Tagged,Revit,Annotate,Tags every untagged element of chosen categories in the current view in one pass. Run it as a drawing-issue chore to catch the doors and windows nobody tagged along the way.,,,beginner,annotation|tags|productivity,document,annotation,annotate,,,https://www.autodesk.com/shortcuts/revit
,Room Tag,Revit,Annotate,"Places a tag reading a room's name, number and area. Rooms and their tags are separate elements — delete a tag and the room survives, ready to be re-tagged in any view.",RT,,beginner,annotation|tags|rooms,document,annotation,annotate,,,https://www.autodesk.com/shortcuts/revit
,Area Tag,Revit,Annotate,Tags an area element in an area plan with its name and computed area. Use it on lettable-area and planning drawings where measurement schemes are being reported.,,,intermediate,annotation|tags|measurement,document,annotation,annotate,,,https://www.autodesk.com/shortcuts/revit
,Multi-Category Tag,Revit,Annotate,"Places a single tag family that can annotate elements of different categories, usually reading a shared parameter. Useful for uniform reference bubbles across mixed equipment and furniture.",,,advanced,annotation|tags|shared-parameters,document,annotation,annotate,,,https://www.autodesk.com/shortcuts/revit
,Material Tag,Revit,Annotate,"Tags the material of the face you click, reading its description from the material asset. Handy on details and elevations where finishes are called up directly from the model.",,,intermediate,annotation|tags|materials,document,annotation,annotate,,,https://www.autodesk.com/shortcuts/revit
,Keynote,Revit,Annotate,"Annotates an element with a code from the project keynote table, keeping specification references consistent across every sheet. Change the table entry once and every keynote referencing it updates.",,,advanced,annotation|specification,document,annotation,annotate,,,https://www.autodesk.com/shortcuts/revit
,Detail Line,Revit,Annotate,"Draws 2D linework that exists only in the current view, for embellishing details over the model. If a line should appear in other views too, use a model line instead — mixing them up is a classic drafting error.",DL,,beginner,annotation|drafting|detailing,document,curve|annotation,annotate,,,https://www.autodesk.com/shortcuts/revit
,Detail Component,Revit,Annotate,"Places a 2D detail family — DPC, blockwork coursing, flashing profiles — into the current view only. The backbone of hybrid detailing, where model geometry is dressed with drafted components.",,,intermediate,annotation|drafting|detailing,document|create,annotation,annotate,,,https://www.autodesk.com/shortcuts/revit
,Filled Region,Revit,Annotate,"Sketches a closed 2D region with a fill pattern, for hatching earth, existing fabric or poche in a single view. Boundary line styles are set per edge, so the outline can vary around the shape.",,,beginner,annotation|drafting|hatching,document,annotation,annotate,,,https://www.autodesk.com/shortcuts/revit
,Masking Region,Revit,Annotate,"Draws a white-out region that hides whatever sits behind it in the view. Use it to blank clashing linework under a detail or to tidy an area an imported drawing has cluttered — sparingly, since it hides rather than fixes.",,,intermediate,annotation|drafting,document,annotation,annotate,,,https://www.autodesk.com/shortcuts/revit
,Insulation,Revit,Annotate,"Draws the standard batt insulation squiggle along a path at a set width, as view-specific detailing. Quicker and more consistent than drawing loops by hand in wall and roof details.",,,beginner,annotation|drafting|detailing,document,annotation,annotate,,,https://www.autodesk.com/shortcuts/revit
,Revision Cloud,Revit,Annotate,"Sketches a cloud around amended content and assigns it to a revision from the project revision list, which then reports into sheet title blocks. The formal mechanism for tracking drawing issues after first publication.",,,intermediate,annotation|revisions|issue-management,document|organise,annotation,annotate,,,https://www.autodesk.com/shortcuts/revit
,Symbol,Revit,Annotate,"Places a 2D annotation symbol family — north arrows, break lines, accessibility symbols — that scales with the view. Use it for standard graphic symbols that carry no model data.",,,beginner,annotation|symbols,document,annotation,annotate,,,https://www.autodesk.com/shortcuts/revit
,Color Fill Legend,Revit,Annotate,"Applies a colour scheme to rooms or areas in the view and places the matching key. The fastest way to turn plans into departmental, tenure or use-class diagrams that stay live as rooms change.",,,intermediate,annotation|diagrams|rooms|presentation,visualise|document|analyse,annotation|view,annotate,,,https://www.autodesk.com/shortcuts/revit
,Link Revit,Revit,Insert,"References another Revit model into the project — structure, MEP, adjacent buildings — kept live and reloaded as the other team issues updates. The standard architecture for multi-discipline coordination; pin links immediately after placing.",,,intermediate,collaboration|links|coordination,organise,,,,,https://www.autodesk.com/shortcuts/revit
,Link CAD,Revit,Insert,"References a DWG or similar CAD file that reloads when the source changes, rather than embedding it. Prefer linking over importing for surveys and consultant drawings so stale geometry never gets baked into the model.",,,beginner,links|cad|coordination,organise,,,,,https://www.autodesk.com/shortcuts/revit
,Link IFC,Revit,Insert,"References an IFC model from another authoring platform into the project, translated on link and refreshed on reload. The openBIM route for coordinating with consultants who do not work in Revit.",,,intermediate,links|ifc|openbim|coordination,organise,,,,,https://www.autodesk.com/shortcuts/revit
,Import CAD,Revit,Insert,"Embeds a CAD file directly into the project with no live connection to the source. Use only when the drawing is genuinely static — imported DWGs bloat files and cannot be refreshed, so linking is usually wiser.",,,beginner,cad|import,organise,,,,,https://www.autodesk.com/shortcuts/revit
,Image,Revit,Insert,"Places a raster image into a 2D view, for scanned sketches, logos or context photos on sheets. Images are view-specific and managed from the same dialog as other raster assets.",,,beginner,import|raster|presentation,document,annotation,,,,https://www.autodesk.com/shortcuts/revit
,Point Cloud,Revit,Insert,"Links a laser-scan point cloud into the model as a snappable reference. The starting point for retrofit and heritage work, where existing fabric is modelled over the scan.",,,advanced,survey|scan-to-bim|links,organise,point,,,,https://www.autodesk.com/shortcuts/revit
,Load Family,Revit,Insert,"Brings an RFA family file from disk or the content library into the project, ready for placement. If a loaded family already exists, Revit offers to overwrite it — the standard way to push family edits into a live project.",,,beginner,families|content,organise|create,,,,,https://www.autodesk.com/shortcuts/revit
,Manage Links,Revit,Insert,"Central dialog for every linked file — reload, unload, repath or remove Revit, CAD, IFC and point cloud links. Check it whenever linked content looks stale or a link has lost its file path.",,,intermediate,links|coordination|management,organise,,,,,https://www.autodesk.com/shortcuts/revit
,Visibility/Graphics,Revit,View,"Opens the per-view control panel for what is visible and how it draws — category visibility, overrides, filters, links and worksets. The first place to look when something is missing from a view; also answers to the VV shortcut.",VG,,intermediate,graphics|views|visibility,visualise|organise,view,,,,https://www.autodesk.com/shortcuts/revit
,View Filters,Revit,View,"Creates rule-based or selection-based filters that recolour, override or hide elements matching criteria — fire-rated walls in red, new work highlighted, and so on. Applied per view or baked into view templates for consistency.",,,advanced,graphics|views|rules,visualise|organise|analyse,view,,,,https://www.autodesk.com/shortcuts/revit
,Thin Lines,Revit,View,"Toggles all lines to a uniform hairline on screen regardless of their printed weight. Turn it on for precise modelling, off to preview how the drawing will actually read when plotted.",TL,,beginner,graphics|display,visualise,view,,,,https://www.autodesk.com/shortcuts/revit
,Render,Revit,View,"Produces a photorealistic still of the current 3D view using materials, lighting and sun settings. Fine for quick in-house imagery; most practices push to Twinmotion or other visualisation tools for polished work.",RR,,intermediate,visualisation|rendering,visualise,view,,,,https://www.autodesk.com/shortcuts/revit
