id,name,software,menu,description,shortcut,addon,difficulty,tags,intent_categories,object_types,outcomes,icon,gif,source
,Align Camera to View,Blender,3D Viewport — View — Align View — Align Active Camera to View,"Snaps the active camera to match your current viewport view exactly. The natural workflow: navigate freely until the composition looks right, then commit it to the camera.",Ctrl+Alt+Numpad 0,,intermediate,camera|align|composition,visualise,view,move|navigate,,,https://docs.blender.org/manual/en/latest/
,Annotate Tool,Blender,3D Viewport — Toolbar — Annotate,"Draws lightweight annotation strokes available in almost every editor, without creating a Grease Pencil object. Use it for throwaway notes and mark-ups during design reviews; for anything you want to keep and style, use a Grease Pencil object instead.",,,beginner,annotate|notes|review,document,annotation,annotate,,,https://docs.blender.org/manual/en/latest/
,Apply Modifier,Blender,Properties — Modifier Properties — Modifier Dropdown — Apply,Bakes a modifier's result into the mesh permanently and removes it from the stack. Do this only when you are sure — applied booleans and arrays can no longer be adjusted parametrically.,Ctrl+A (over modifier panel),,intermediate,modifier|apply|bake,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Apply Transforms,Blender,3D Viewport — Object Mode — Object — Apply,"Bakes the object's location, rotation and/or scale into its mesh data, resetting the transform channels to neutral. Apply scale in particular before using bevels, booleans or exporting — unapplied scale is a classic cause of wonky modifier results.",Ctrl+A,,intermediate,apply|transform|scale,edit|organise,mesh|curve,,,,https://docs.blender.org/manual/en/latest/
,Archimesh,Blender,3D Viewport — Add — Mesh — Archimesh,"A community add-on (installed from the Extensions platform in Blender 4.2+) that generates parametric rooms, doors, windows, stairs and cabinets. Useful for fast early-stage layouts, though most practices outgrow it for detailed work.",,Archimesh,intermediate,add-on|parametric|architecture,create,mesh|solid,array,,,https://docs.blender.org/manual/en/latest/
,Archipack,Blender,3D Viewport — Add — Archipack,"A community add-on (via the Extensions platform in 4.2+) offering editable parametric walls, openings, roofs, stairs and 2D-to-3D workflows, closer to a lightweight BIM toolkit than Archimesh. Worth evaluating if you build many conventional buildings directly in Blender.",,Archipack,advanced,add-on|parametric|bim,create,mesh|solid,array,,,https://docs.blender.org/manual/en/latest/
,Array Modifier,Blender,Properties — Modifier Properties — Generate — Array,"Repeats the object along an offset, with constant, relative or object-driven spacing, and arrays can be chained for grids. The workhorse for columns, fence posts, balustrades, stair treads and facade modules.",,,intermediate,array|repeat|modifier,create,mesh,array|copy,,,https://docs.blender.org/manual/en/latest/
,Assign Material,Blender,Properties — Material Properties — Assign (Edit Mode),"Applies the selected material slot to the faces currently selected in Edit Mode. Select the faces of one finish, pick the slot, press Assign — repeat per material.",,,intermediate,material|assign|faces,edit|visualise,mesh,,,,https://docs.blender.org/manual/en/latest/
,Auto Keying,Blender,Timeline — Header — Auto Keying,"The record button in the Timeline: while enabled, any transform you make is keyframed automatically at the current frame. Powerful for blocking out camera moves, and dangerous if left on — stray edits become animation.",,,intermediate,animation|auto key|record,create|edit,view,,,,https://docs.blender.org/manual/en/latest/
,Auto Merge Vertices,Blender,3D Viewport — Edit Mode — Header — Options — Auto Merge,"When enabled, vertices moved onto other vertices weld automatically. With snapping active it gives a CAD-like drafting feel — drag a point onto a corner and the mesh joins itself.",,,advanced,merge|snap|options,edit,mesh,join,,,https://docs.blender.org/manual/en/latest/
,Average Islands Scale,Blender,UV Editor — UV — Average Islands Scale,"Rescales UV islands so texture density is consistent across the whole model. Without it, one brick texture can appear at different scales on different walls — instantly noticeable on architecture.",,,advanced,uv|scale|texel density,organise|edit,mesh,scale,,,https://docs.blender.org/manual/en/latest/
,Axis Constraint,Blender,3D Viewport — During Transform,"During a move, rotate or scale, pressing X, Y or Z locks the transform to that global axis; pressing the same key twice switches to the object's local axis. The foundation of accurate, orthogonal modelling.",X / Y / Z,,beginner,transform|axis|constraint,transform,mesh|curve,move|rotate|scale,,,https://docs.blender.org/manual/en/latest/
,Batch Rename,Blender,Topbar — Edit — Batch Rename,"Renames many objects at once with find-and-replace, prefixes, suffixes or numbering. Invaluable for cleaning up imported CAD or IFC data with hundreds of generically named parts.",Ctrl+F2,,intermediate,rename|batch|organise,organise,mesh|curve|layer,,,,https://docs.blender.org/manual/en/latest/
,Bevel,Blender,3D Viewport — Edit Mode — Edge — Bevel Edges,Rounds or chamfers the selected edges; scroll during the operation to add segments for a smoother profile. Nothing in the real world has a perfectly sharp arris — a small bevel catches highlights and makes renders read as built rather than digital.,Ctrl+B,,beginner,bevel|chamfer|edges,edit,mesh,smooth|offset,,,https://docs.blender.org/manual/en/latest/
,Bevel Modifier,Blender,Properties — Modifier Properties — Generate — Bevel,"Applies a non-destructive bevel to the whole object, filtered by angle or edge weight. Set a small width and an angle limit and every hard arris in the model picks up a realistic softened edge for rendering.",,,intermediate,bevel|chamfer|modifier,edit,mesh,smooth|offset,,,https://docs.blender.org/manual/en/latest/
,Bisect,Blender,3D Viewport — Edit Mode — Mesh — Bisect,"Slices the selected geometry along a plane you drag across the view, with options to clear either side and fill the cut. Perfect for section-style cuts through a model or trimming a massing block to a boundary.",,,advanced,bisect|section|cut,edit|analyse,mesh,cut|split,,,https://docs.blender.org/manual/en/latest/
,Bool Tool,Blender,3D Viewport — Object — Bool Tool,"An add-on (bundled historically, via Extensions in 4.2+) that wraps Boolean modifiers in fast one-key operations — select cutter and target, apply difference, union or slice instantly. Speeds up opening-heavy facade work considerably.",,Bool Tool,intermediate,add-on|boolean|workflow,edit|create,mesh|solid,cut|join,,,https://docs.blender.org/manual/en/latest/
,Boolean Modifier,Blender,Properties — Modifier Properties — Generate — Boolean,"Cuts, intersects or unions the mesh with another object non-destructively. The standard way to punch window and door openings through walls — keep the cutter object live and openings stay adjustable.",,,intermediate,boolean|difference|openings,edit|create,mesh|solid,cut|join,,,https://docs.blender.org/manual/en/latest/
,Box Mask,Blender,3D Viewport — Sculpt Mode — Toolbar — Box Mask,"Drags a rectangle to mask part of the sculpt so brushes no longer affect it. Mask what you want to protect, then work freely on the rest.",B,,intermediate,sculpt|mask|protect,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Box Select,Blender,3D Viewport — Select — Box Select,"Drag a rectangle to select everything inside it; hold Ctrl while dragging to deselect instead. In Edit Mode, enable X-Ray first if you also want the geometry hidden behind front faces.",B,,beginner,select|box,edit,mesh|curve|view,,,,https://docs.blender.org/manual/en/latest/
,Bridge Edge Loops,Blender,3D Viewport — Edit Mode — Edge — Bridge Edge Loops,"Connects two selected edge loops with a band of faces, with options for cuts and smoothing along the way. Ideal for joining floor plates, connecting duct sections or lofting between two profiles.",,,intermediate,bridge|loft|topology,create|edit,mesh,join,,,https://docs.blender.org/manual/en/latest/
,Center Cursor and Frame All,Blender,3D Viewport — View — Align View,Resets the 3D cursor to the world origin and zooms out to frame the whole scene in one stroke. A handy reset when both your cursor and your view have wandered.,Shift+C,,beginner,cursor|view|reset,visualise|transform,view|point,navigate,,,https://docs.blender.org/manual/en/latest/
,Checker Deselect,Blender,3D Viewport — Edit Mode — Select — Checker Deselect,"Deselects every other element in the selection, leaving an alternating pattern. Combined with a face selection on a grid facade it builds instant chequerboard panel patterns.",,,advanced,select|pattern|alternate,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Choose Render Engine,Blender,Properties — Render Properties — Render Engine,"Switches between EEVEE (real-time, fast, approximate) and Cycles (path-traced, physically accurate, slower). A common architectural workflow is EEVEE for design iteration and Cycles for final images where accurate bounced light matters.",,,intermediate,render|eevee|cycles|engine,visualise,view,,,,https://docs.blender.org/manual/en/latest/
,Circle Select,Blender,3D Viewport — Select — Circle Select,Paints a selection with a circular brush; scroll to resize the brush and press Escape or right-click to finish. Good for grabbing organic clusters of vertices.,C,,beginner,select|brush,edit,mesh|curve|view,,,,https://docs.blender.org/manual/en/latest/
,Clear Keyframes,Blender,3D Viewport — Object — Animation — Delete Keyframes,Deletes the keyframes on the current frame for the selected objects. Use the Dope Sheet instead when you need to prune keys across many frames at once.,Alt+I,,intermediate,animation|keyframe|delete,edit,view,cut,,,https://docs.blender.org/manual/en/latest/
,Clear Location,Blender,3D Viewport — Object Mode — Object — Clear — Location,"Resets the object's location to the world origin. Useful for returning a reference block or asset to 0,0,0 before linking or exporting.",Alt+G,,beginner,clear|transform|location,transform,mesh|curve,move,,,https://docs.blender.org/manual/en/latest/
,Clear Mask,Blender,3D Viewport — Sculpt Mode — Mask — Clear Mask,Removes all masking so every part of the surface responds to brushes again. Do this whenever a brush mysteriously stops working — a forgotten mask is usually the culprit.,Alt+M,,intermediate,sculpt|mask|clear,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Clear Parent,Blender,3D Viewport — Object Mode — Object — Parent — Clear Parent,Removes the parent relationship. Choose Clear and Keep Transformation to release the child without it jumping back to its pre-parented position.,Alt+P,,intermediate,parent|hierarchy,organise,mesh|curve|point,split,,,https://docs.blender.org/manual/en/latest/
,Clear Render Region,Blender,3D Viewport — View — View Regions — Clear Render Region,"Removes the render region so full-frame rendering resumes. If renders are mysteriously cropped, a forgotten render region is almost always why.",Ctrl+Alt+B,,advanced,render|region,visualise,view,,,,https://docs.blender.org/manual/en/latest/
,Clear Rotation,Blender,3D Viewport — Object Mode — Object — Clear — Rotation,"Zeros the object's rotation, squaring it back up to the world axes. A fast fix for an asset imported or nudged off-axis.",Alt+R,,beginner,clear|transform|rotation,transform,mesh|curve,rotate,,,https://docs.blender.org/manual/en/latest/
,Clear Scale,Blender,3D Viewport — Object Mode — Object — Clear — Scale,"Resets scale back to 1.0 on all axes, undoing any object-level scaling. Note this changes the object's size — to keep the size but normalise the values, use Apply Transforms instead.",Alt+S,,beginner,clear|transform|scale,transform,mesh|curve,scale,,,https://docs.blender.org/manual/en/latest/
,Clear Seam,Blender,3D Viewport — Edit Mode — Edge — Clear Seam,Removes the seam flag from the selected edges. Use it while iterating on an unwrap layout that is not falling flat cleanly.,,,intermediate,uv|seam,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Clear Tilt,Blender,3D Viewport — Edit Mode (Curve) — Control Points — Clear Tilt,"Resets any tilt on the selected control points to zero, untwisting the swept profile. The quick fix when a bevelled curve develops an unwanted corkscrew.",Alt+T,,advanced,curve|tilt|reset,edit,curve,rotate,,,https://docs.blender.org/manual/en/latest/
,Color Management,Blender,Properties — Render Properties — Color Management,"Controls the view transform applied to renders — AgX (the default in 4.x) handles bright highlights gracefully, while Standard is flat and literal. Try AgX with a touch of extra contrast before reaching for heavy post-production.",,,advanced,colour|tonemapping|agx,visualise,view,,,,https://docs.blender.org/manual/en/latest/
,Convert Curve to Mesh,Blender,3D Viewport — Object Mode — Object — Convert — Mesh,"Turns the curve, including any bevel or extrusion geometry, into an editable mesh. Do this when a swept element needs mesh-level detailing such as boolean cuts or bevelled ends.",,,intermediate,curve|convert|mesh,edit,curve|mesh,,,,https://docs.blender.org/manual/en/latest/
,Convert to Mesh,Blender,3D Viewport — Object Mode — Object — Convert — Mesh,"Converts curves, text or other object types into editable mesh geometry, baking any modifiers in the process. Do this when a swept profile or extruded text needs mesh-level editing — but keep a copy, as conversion is one-way.",,,intermediate,convert|curve|mesh,edit|create,curve|mesh,,,,https://docs.blender.org/manual/en/latest/
,Copy Modifiers to Selected,Blender,3D Viewport — Object — Link/Transfer Data — Copy Modifiers,"Copies the active object's whole modifier stack onto all other selected objects. Set up one wall's Solidify and Bevel once, then push the stack to every wall in the scene.",Ctrl+L,,intermediate,modifier|copy|batch,organise|edit,mesh,copy,,,https://docs.blender.org/manual/en/latest/
,Copy Objects,Blender,3D Viewport — Object Mode — Object — Copy Objects,"Copies the selected objects to Blender's buffer, including between two open Blender windows or files. Pairs with Paste Objects to move assets across projects.",Ctrl+C,,beginner,copy|clipboard,edit|organise,mesh|curve,copy,,,https://docs.blender.org/manual/en/latest/
,Create New Collection,Blender,3D Viewport — Object Mode — Object — Collection — Create New Collection,"Creates a fresh collection containing the selected objects. Combine with the Outliner to build a tidy, layer-like structure for large scenes.",Ctrl+G,,beginner,collection|layers|organise,organise,layer,,,,https://docs.blender.org/manual/en/latest/
,Curve Bevel Depth,Blender,Properties — Object Data (Curve) — Geometry — Bevel,"Gives the curve a round or custom profile swept along its length, turning a line into a tube or moulding. Set a profile object to sweep a skirting, cornice or handrail section along any path.",,,intermediate,curve|sweep|profile,create,curve|solid,thicken,,,https://docs.blender.org/manual/en/latest/
,Curve Modifier,Blender,Properties — Modifier Properties — Deform — Curve,"Bends the mesh along a curve object. Combined with an Array modifier it sweeps repeating elements — fencing, kerbs, cladding modules — along any curved path.",,,advanced,curve|deform|path,transform|create,mesh|curve,move|array,,,https://docs.blender.org/manual/en/latest/
,Curve Tilt,Blender,3D Viewport — Edit Mode (Curve) — Control Points — Tilt,Rotates the curve's cross-section around its own axis at the selected control points. Use it to bank a swept handrail around a helical stair or correct a twisted extrusion.,Ctrl+T,,advanced,curve|tilt|sweep,transform|edit,curve,rotate,,,https://docs.blender.org/manual/en/latest/
,Cut Links,Blender,Shader Editor — Node — Cut Links,Drag a line across node connections to sever them. The fastest way to disconnect several noodles at once while restructuring a material.,Ctrl+RMB drag,,intermediate,nodes|disconnect|links,edit,mesh,cut,,,https://docs.blender.org/manual/en/latest/
,Decimate Modifier,Blender,Properties — Modifier Properties — Generate — Decimate,"Reduces polygon count while approximating the original shape, by collapsing, un-subdividing or planar merging. Use it to lighten heavy survey meshes and context models that are slowing the viewport.",,,intermediate,decimate|optimise|polycount,edit|organise,mesh,join,,,https://docs.blender.org/manual/en/latest/
,Delete,Blender,3D Viewport — Object Mode — Object — Delete,Removes the selected objects from the scene after a confirmation. Pressing Delete does the same without asking.,X,,beginner,delete|remove,edit,mesh|curve,cut,,,https://docs.blender.org/manual/en/latest/
,Delete (Edit Mode),Blender,3D Viewport — Edit Mode — Mesh — Delete,"Opens the delete menu for vertices, edges, faces, or subtler options such as Only Faces and Edge Loops. Choosing the right variant matters — deleting vertices takes connected faces with them, while Only Faces leaves the wireframe intact.",X,,beginner,delete|edit mode,edit,mesh,cut,,,https://docs.blender.org/manual/en/latest/
,Delete Hierarchy,Blender,Outliner — Context Menu — Delete Hierarchy,Deletes an object together with all of its children in one action from the Outliner. Safer than hunting down every child of a parented assembly manually.,,,intermediate,outliner|delete|hierarchy,organise|edit,layer,cut,,,https://docs.blender.org/manual/en/latest/
,Depth of Field,Blender,Properties — Object Data (Camera) — Depth of Field,"Enables photographic focus blur on the camera, with a focus object or distance and an f-stop. A subtle wide-aperture blur pushes background context out of focus and draws the eye to the subject — use restraint for exterior shots.",,,advanced,camera|focus|photography,visualise,view,,,,https://docs.blender.org/manual/en/latest/
,Deselect All,Blender,3D Viewport — Select — None,Clears the current selection without touching anything else. Handy before starting a careful click-by-click selection.,Alt+A,,beginner,select,edit,mesh|curve|view,,,,https://docs.blender.org/manual/en/latest/
,Displace Modifier,Blender,Properties — Modifier Properties — Deform — Displace,"Pushes vertices along their normals by the values of a texture. Drive it with a heightmap image to generate site terrain, or with noise for subtle surface irregularity on large planes.",,,advanced,displace|terrain|heightmap,create|edit,mesh|surface,move|smooth,,,https://docs.blender.org/manual/en/latest/
,Dissolve Vertices,Blender,3D Viewport — Edit Mode — Vertex — Dissolve Vertices,"Removes the selected vertices but heals the surrounding faces rather than leaving a hole. The difference from Delete is crucial: dissolve simplifies, delete destroys.",Ctrl+X,,intermediate,dissolve|cleanup|topology,edit,mesh,join,,,https://docs.blender.org/manual/en/latest/
,Dope Sheet,Blender,Dope Sheet,"An editor showing every keyframe of every channel as blocks on a timeline, ideal for retiming — select keys and move or scale them like geometry. This is where you slide a whole camera move later or stretch it to last longer.",,,intermediate,animation|editor|timing,edit|organise,view,move|scale,,,https://docs.blender.org/manual/en/latest/
,Draw Brush,Blender,3D Viewport — Sculpt Mode — Toolbar — Draw,"The default sculpt brush, pulling the surface outward along the stroke (hold Ctrl to carve inward). Combined with a large radius and low strength it is a natural terrain-shaping tool.",,,beginner,sculpt|brush|draw,edit|create,mesh,move|smooth,,,https://docs.blender.org/manual/en/latest/
,Draw Curve,Blender,3D Viewport — Edit Mode (Curve) — Toolbar — Draw,"Freehand-draws a curve directly in the viewport, with automatic smoothing and optional projection onto surfaces. Useful for sketching paths over terrain or tracing a reference image.",,,intermediate,curve|draw|sketch,create,curve,,,,https://docs.blender.org/manual/en/latest/
,Duplicate Linked,Blender,3D Viewport — Object Mode — Object — Duplicate Linked,"Duplicates the object but shares the same mesh data, so editing one instance updates all of them. Perfect for repeated components such as windows, chairs or balustrade panels — change the master and every copy follows.",Alt+D,,intermediate,instance|linked|copy,create|organise,mesh|curve,copy,,,https://docs.blender.org/manual/en/latest/
,Duplicate Objects,Blender,3D Viewport — Object Mode — Object — Duplicate Objects,"Copies the selection and drops you straight into a move; click to place or press Escape to leave the copy on top of the original. Each duplicate has independent mesh data, so edits will not propagate.",Shift+D,,beginner,duplicate|copy,create|edit,mesh|curve,copy|move,,,https://docs.blender.org/manual/en/latest/
,Dynamic Topology,Blender,3D Viewport — Sculpt Mode — Header — Dyntopo,"Lets sculpt brushes add and remove geometry on the fly, so resolution follows your strokes instead of being fixed in advance. Powerful for freeform concept massing, but it destroys UVs and clean topology — keep it for study models.",Ctrl+D,,advanced,sculpt|dyntopo|topology,create|edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Edge Crease,Blender,3D Viewport — Edit Mode — Edge — Edge Crease,"Sets a crease weight on selected edges so the Subdivision Surface modifier holds them sharper. Drag toward 1.0 for a hard corner, 0 for fully smooth — the way to keep crisp edges on subdivided furniture and joinery.",Shift+E,,advanced,crease|subdivision|edges,edit,mesh|subd,,,,https://docs.blender.org/manual/en/latest/
,Edge Length Overlay,Blender,3D Viewport — Overlays — Measurement — Edge Length,Displays the length of selected edges (plus optional angles and face areas) live in Edit Mode. Effectively turns Blender into a dimensioned modeller — every selected wall edge reports its true length as you work.,,,intermediate,measure|overlay|dimensions,analyse|document,mesh|view,measure,,,https://docs.blender.org/manual/en/latest/
,Edge Loop Select,Blender,3D Viewport — Edit Mode — Select — Select Loops — Edge Loops,"Selects an entire loop of connected edges in one click. On a clean quad mesh this instantly grabs a storey line, a mullion run or the full perimeter of an opening.",Alt+Click,,beginner,select|loop|edges,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Edge Ring Select,Blender,3D Viewport — Edit Mode — Select — Select Loops — Edge Rings,Selects the ring of parallel edges running perpendicular to the clicked edge. Combine with Loop Cut or Bevel to work across a whole band of geometry at once.,Ctrl+Alt+Click,,intermediate,select|ring|edges,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Edge Select Mode,Blender,3D Viewport — Edit Mode — Header,"Switches Edit Mode selection to edges — the natural mode for architectural work, where most operations run along wall lines, reveals and arrises.",2,,beginner,edit mode|selection|edge,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Edge Slide,Blender,3D Viewport — Edit Mode — Edge — Edge Slide,"Pressing G twice slides the selected edge loop along the surface between its neighbours, preserving the surrounding shape. The safe way to reposition a loop without distorting curvature.","G, G",,intermediate,edge|slide|topology,transform|edit,mesh|subd,move,,,https://docs.blender.org/manual/en/latest/
,Export FBX,Blender,Topbar — File — Export — FBX (.fbx),"Exports to FBX for Unreal, Unity, Twinmotion and other real-time tools. Apply scale and check the axis settings — unapplied transforms are the top cause of models arriving at the wrong size in engines.",,,intermediate,export|fbx|real-time,document|organise,mesh,,,,https://docs.blender.org/manual/en/latest/
,Export glTF,Blender,Topbar — File — Export — glTF 2.0 (.glb/.gltf),Exports to glTF/GLB with materials and textures packed into a single portable file. The format of choice for web viewers and AR presentations of a design.,,,intermediate,export|gltf|web|ar,document|organise,mesh,,,,https://docs.blender.org/manual/en/latest/
,Export OBJ,Blender,Topbar — File — Export — Wavefront (.obj),"Exports selected or all geometry as OBJ, with options for materials, triangulation and axis conventions. A safe lowest-common-denominator format for sending models to renderers and CAD colleagues.",,,beginner,export|obj|exchange,document|organise,mesh,,,,https://docs.blender.org/manual/en/latest/
,Export STL,Blender,Topbar — File — Export — STL (.stl),Exports geometry as STL for 3D printing physical models. Check the mesh is watertight first — Voxel Remesh or the 3D Print Toolbox can close a leaky massing model before printing.,,,beginner,export|stl|3d print|model making,document|organise,mesh|solid,,,,https://docs.blender.org/manual/en/latest/
,Extrude Along Normals,Blender,3D Viewport — Edit Mode — Mesh — Extrude — Extrude Faces Along Normals,"Extrudes multiple faces along their own normals in unison, keeping consistent offset even around corners. Ideal for thickening several walls of a shell outward at once.",Alt+E,,intermediate,extrude|normals|offset,create|edit,mesh,offset|thicken,,,https://docs.blender.org/manual/en/latest/
,Extrude Curve,Blender,3D Viewport — Edit Mode (Curve) — Curve — Extrude,"Extends the curve from a selected end control point, adding a new segment that follows the mouse. The point-by-point way to build a precise path or profile.",E,,beginner,curve|extrude|path,create|edit,curve,move,,,https://docs.blender.org/manual/en/latest/
,Extrude Individual Faces,Blender,3D Viewport — Edit Mode — Mesh — Extrude — Extrude Individual Faces,Extrudes each selected face separately along its own normal instead of moving them as one region. Use it to grow separate piers or fins from a set of faces in one action.,Alt+E,,intermediate,extrude|faces,create|edit,mesh,offset,,,https://docs.blender.org/manual/en/latest/
,Extrude Region,Blender,3D Viewport — Edit Mode — Mesh — Extrude,"Pulls new geometry out of the selected vertices, edges or faces, keeping them connected to the original mesh. The fundamental way to grow a plan outline into walls or push a footprint up into a massing model.",E,,beginner,extrude|modelling|core,create|edit,mesh,move|offset,,,https://docs.blender.org/manual/en/latest/
,Extrude to Cursor,Blender,3D Viewport — Edit Mode — Mesh — Extrude,"Extrudes the selection directly to the clicked position — click, click, click to trace out a connected run of edges. Quick for sketching wall centrelines or profile outlines vertex by vertex.",Ctrl+RMB,,intermediate,extrude|draw|trace,create,mesh,move,,,https://docs.blender.org/manual/en/latest/
,Face Select Mode,Blender,3D Viewport — Edit Mode — Header,"Switches Edit Mode selection to faces, ideal for extruding, insetting or assigning materials to whole surfaces.",3,,beginner,edit mode|selection|face,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Fill,Blender,3D Viewport — Edit Mode — Face — Fill,"Fills the selected boundary with triangles. Quick for capping irregular openings, though Grid Fill gives cleaner quad topology where the boundary allows it.",Alt+F,,intermediate,fill|faces|cap,create|edit,mesh,join,,,https://docs.blender.org/manual/en/latest/
,Flip Normals,Blender,3D Viewport — Edit Mode — Mesh — Normals — Flip,"Reverses the direction of the selected face normals. Use it surgically on individual faces the recalculate options cannot resolve, such as non-manifold surfaces.",,,intermediate,normals|flip,edit,mesh,,,,https://docs.blender.org/manual/en/latest/
,Frame All,Blender,3D Viewport — View,Fits every visible object into the viewport. A quick way to recover when you have zoomed off into empty space or lost the model.,Home,,beginner,navigation|focus,visualise,view,navigate,,,https://docs.blender.org/manual/en/latest/
,Frame Selected,Blender,3D Viewport — View,"Zooms and centres the view on whatever is selected, and resets the orbit pivot to it. Reach for this whenever orbiting starts pivoting around the wrong part of the scene.",Numpad .,,beginner,navigation|focus|selection,visualise,view,navigate,,,https://docs.blender.org/manual/en/latest/
,Front View,Blender,3D Viewport — View — Viewpoint,"Snaps the viewport to look straight down the -Y axis, the equivalent of a front elevation. Pair it with orthographic projection for drawing-like views of a building.",Numpad 1,,beginner,navigation|viewpoint|elevation,visualise|document,view,navigate,,,https://docs.blender.org/manual/en/latest/
,Geometry Nodes Modifier,Blender,Properties — Modifier Properties — Generate — Geometry Nodes,"Attaches a node graph that generates or processes geometry procedurally, edited in the Geometry Nodes workspace. For architects it unlocks parametric facades, scattering of planting, and rule-driven repetition that updates when inputs change.",,,advanced,geometry nodes|procedural|parametric,create|edit,mesh|curve|point,array,,,https://docs.blender.org/manual/en/latest/
,Grab Brush,Blender,3D Viewport — Sculpt Mode — Toolbar — Grab,"Grabs the surface under the brush and drags it wholesale, like pulling on fabric. The most direct brush for repositioning landforms and adjusting massing without changing detail.",,,beginner,sculpt|brush|grab,edit|transform,mesh,move,,,https://docs.blender.org/manual/en/latest/
,Graph Editor,Blender,Graph Editor,"Shows animation as editable curves of value against time, with handles like a Bézier curve. The place to smooth a camera path's acceleration so a walkthrough glides instead of lurching.",,,advanced,animation|curves|easing,edit|analyse,view|curve,smooth,,,https://docs.blender.org/manual/en/latest/
