id,name,software,menu,description,shortcut,addon,difficulty,tags,intent_categories,object_types,outcomes,icon,gif,source
,Next / Previous Keyframe,After Effects,J and K keys,"Jumps the current-time indicator to the previous (J) or next (K) visible keyframe. Keeps you landing exactly on keyframes when adjusting values, avoiding accidental in-between keys.",J / K,,beginner,keyframe|navigate|timeline,edit,point|view,navigate,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Motion Blur,After Effects,Layer motion blur switch + comp Enable Motion Blur,Renders realistic blur on fast-moving layers when both the layer switch and the comp toggle are on. Enable it on animated labels and fast camera moves so motion feels filmed rather than pasted.,,,intermediate,motion blur|render|realism,visualise,layer,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Parent with Pick Whip,After Effects,Timeline Parent & Link column,Drags the spiral pick whip from one layer to another so the child inherits the parent's transforms. Build rigs this way — parent all annotation layers to one null and move the lot together.,,,intermediate,parent|pick whip|rig|hierarchy,organise|transform,layer,join,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Auto-Orient,After Effects,Layer > Transform > Auto-Orient,"Makes a layer rotate automatically along its motion path, or a camera face its point of interest. Useful for arrows tracing a route through a site plan.",Ctrl+Alt+O,,advanced,auto-orient|path|rotation,transform,layer,rotate,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Go to Time,After Effects,View > Go to Time,Moves the current-time indicator to an exact timecode you type. Precision matters when syncing animation hits to a music track's beats.,Alt+Shift+J,,beginner,time|navigate|timecode,edit,view,navigate,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Set Work Area,After Effects,B and N keys at the current time,"Sets the start (B) and end (N) of the work area, the range used for previews and optional render trimming. Keep the work area tight around the section you are iterating on to preview faster.",B / N,,beginner,work area|preview|range,edit|organise,view,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Trim Comp to Work Area,After Effects,Composition > Trim Comp to Work Area,Shortens the composition's duration to match the current work area. Tidy finishing move once a shot's final length is decided.,Ctrl+Shift+X,,intermediate,trim|work area|duration,edit,layout,cut,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Preview,After Effects,Preview panel / Spacebar or Numpad 0,"Plays the composition from the current time, caching frames into RAM as it goes. Watch the green cached bar — once the work area is fully cached, playback is real-time.",Space,,beginner,preview|playback|ram,visualise,view,navigate,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Step One Frame,After Effects,Page Down / Page Up (or Ctrl+Right / Ctrl+Left),Advances or rewinds the current-time indicator a single frame; add Shift to jump ten. Frame-stepping is how you check that an ease lands exactly where intended.,Page Down / Page Up,,beginner,frame|step|navigate,visualise|edit,view,navigate,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Go to Layer In / Out Point,After Effects,I and O keys with a layer selected,Jumps the current-time indicator to the selected layer's in point (I) or out point (O). Pairs naturally with the trim shortcuts when conforming layers to a beat.,I / O,,beginner,in point|out point|navigate,edit,layer|view,navigate,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Enable Time Remapping,After Effects,Layer > Time > Enable Time Remapping,"Adds a keyframeable Time Remap property so you can speed up, slow down, freeze or reverse footage over time. The tool behind elegant speed ramps in walkthrough animations.",Ctrl+Alt+T,,advanced,time remap|speed|freeze|ramp,transform|edit,layer|point,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Time Stretch,After Effects,Layer > Time > Time Stretch,"Changes a layer's overall playback speed by a percentage, lengthening or shortening it uniformly. Use it to conform a rendered flythrough to the length the music demands.",,,intermediate,stretch|speed|duration,transform,layer,scale,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Frame Blending,After Effects,Layer frame blending switch + comp toggle,"Synthesises in-between frames when footage is slowed down, using frame mix or the higher-quality pixel motion mode. Turn it on to stop retimed footage stuttering.",,,advanced,frame blending|retime|smooth,visualise|edit,layer,smooth,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,New Mask,After Effects,Layer > Mask > New Mask,"Adds a full-frame rectangular mask to the selected layer, ready to be reshaped. Masks confine a layer to a region — the basis of reveals, split screens and sky replacements.",Ctrl+Shift+N,,intermediate,mask|new|region,create|edit,curve|layer,cut,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Mask Feather,After Effects,Press F with a masked layer selected,"Reveals the Mask Feather property, which softens the mask edge by a settable amount. Feathered masks blend a graded region invisibly into the surrounding footage.",F,,intermediate,mask|feather|soften,edit,curve|layer,smooth,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Show Mask Properties,After Effects,Press M or MM with a masked layer selected,"Reveals the mask path (M) or every mask property including feather, opacity and expansion (MM). Keyframe the mask path itself to animate a wipe that follows a building edge.",M,,intermediate,mask|properties|reveal,edit|analyse,curve|layer,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Track Matte,After Effects,Timeline Track Matte column,"Uses another layer's alpha or luminance to cut the visibility of the layer below, without merging them. The standard mechanism for text-shaped reveals and map-shaped footage windows.",,,advanced,matte|alpha|luma|reveal,edit|visualise,layer,cut,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Roto Brush Tool,After Effects,Toolbar,"Paints strokes over a subject and lets After Effects propagate the selection through the shot, separating foreground from background. Use it to isolate people walking through footage so graphics can pass behind them.",Alt+W,,advanced,roto|rotoscoping|selection|matte,edit|analyse,layer|mesh,cut,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Effects & Presets Panel,After Effects,Window > Effects & Presets,Searches every effect and animation preset by name and applies them by double-click or drag. Learn to type-search here rather than trawling the Effect menu's categories.,Ctrl+5,,beginner,effects|presets|panel|search,create|edit,layer,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Effect Controls Panel,After Effects,Window > Effect Controls,"Shows and edits the parameters of every effect on the selected layer. Your main dashboard while grading, blurring or distorting a shot.",F3,,beginner,effects|parameters|panel,edit,layer,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Apply Last Effect,After Effects,Effect > (last effect at top of menu),Reapplies the most recently used effect to the current selection. Speeds up applying the same treatment across a batch of shots.,Ctrl+Alt+Shift+E,,intermediate,effects|repeat|apply,edit,layer,copy,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Remove All Effects,After Effects,Effect > Remove All,Strips every effect from the selected layers in one go. A clean reset when an experimental grading stack has gone muddy.,Ctrl+Shift+E,,beginner,effects|remove|reset,edit,layer,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Glow Effect,After Effects,Effect > Stylize > Glow,"Brightens and blooms the brightest areas of a layer, simulating light spill. A staple for making evening render windows and light fittings feel luminous.",,,beginner,glow|light|stylize,visualise,layer,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Curves Effect,After Effects,Effect > Colour Correction > Curves,"Remaps tonal values along an editable curve, per channel if needed. The precision tool for lifting shadows in a dark interior render or adding gentle contrast.",,,intermediate,curves|colour|contrast|grade,visualise|edit,layer,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Lumetri Colour Effect,After Effects,Effect > Colour Correction > Lumetri Colour,"A full grading suite — exposure, colour wheels, HSL secondaries, LUTs and vignettes — in a single effect. Apply it to an adjustment layer to give a whole sequence a coherent cinematic grade.",,,intermediate,lumetri|grade|colour|lut,visualise|edit,layer,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Fractal Noise Effect,After Effects,Effect > Noise & Grain > Fractal Noise,"Generates evolving procedural noise used for fog, clouds, water shimmer and animated textures. Animate its Evolution property on a solid to add drifting atmosphere over a static render.",,,advanced,fractal noise|procedural|fog|texture,create|visualise,layer,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Displacement Map Effect,After Effects,Effect > Distort > Displacement Map,Shifts a layer's pixels based on the luminance of another layer. Drive it with fractal noise for heat-haze or rippling water reflections in front of a facade.,,,advanced,displacement|distort|ripple,visualise|transform,layer,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Fast Box Blur Effect,After Effects,Effect > Blur & Sharpen > Fast Box Blur,An efficient blur with iterations for smoother falloff. Blur a duplicated background plate to fake shallow depth of field behind foreground titles.,,,beginner,blur|depth|soften,visualise,layer,smooth,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Gradient Ramp Effect,After Effects,Effect > Generate > Gradient Ramp,"Fills a layer with a linear or radial gradient between two colours. Applied to a solid, it makes quick skies, vignettes and background washes for diagram scenes.",,,beginner,gradient|generate|background,create|visualise,layer,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,3D Layer Switch,After Effects,Timeline 3D switch (cube icon),"Converts a 2D layer into a 3D layer with position, rotation and material properties in three axes. Flick it on to arrange plans, sections and photos in space for a parallax fly-through.",,,intermediate,3d|layer|switch|space,transform|visualise,layer,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,New Camera,After Effects,Layer > New > Camera,"Adds a camera layer that views the 3D layers in the comp, with real lens parameters like focal length and depth of field. One animated camera gliding past layered drawings instantly elevates a portfolio film.",Ctrl+Alt+Shift+C,,advanced,camera|3d|lens,create|visualise,layer|view,navigate,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Unified Camera Tool,After Effects,Toolbar,"Orbits, pans and dollies the 3D view with the three mouse buttons; pressing C cycles the individual camera tools. Use it to compose 3D shots interactively before keyframing the camera.",C,,intermediate,camera|orbit|navigate|3d,visualise,view,navigate,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,New Light,After Effects,Layer > New > Light,"Adds a point, spot, parallel or ambient light that illuminates 3D layers and can cast shadows. Combine a soft spot with layer shadows to give floating drawings physical presence.",Ctrl+Alt+Shift+L,,advanced,light|3d|shadow,create|visualise,layer,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Material Options,After Effects,Press AA with a 3D layer selected,"Reveals a 3D layer's material properties — whether it casts and accepts shadows, and how it responds to lights. Tune these when a layered 3D collage needs believable shadowing.",AA,,advanced,material|3d|shadows,edit|visualise,layer,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,3D Camera Tracker,After Effects,Effect > Perspective > 3D Camera Tracker (or Animation > Track Camera),"Analyses footage to reconstruct the original camera move, letting you pin 3D text and graphics into the scene. The key to locking project labels onto drone footage of a site.",,,advanced,tracking|camera|match move|3d,analyse|visualise,layer|view,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Track Motion,After Effects,Animation > Track Motion (Tracker panel),Follows a feature through footage and applies its movement to another layer or a stabilisation. Use it to pin a callout to a window that drifts through a handheld shot.,,,advanced,tracking|motion|pin,analyse|transform,layer|point,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Warp Stabiliser,After Effects,Effect > Distort > Warp Stabilizer,"Automatically removes camera shake from footage, with options from smooth motion to a fully locked shot. First aid for handheld site footage before it goes anywhere near a client film.",,,intermediate,stabilise|shake|footage,edit|analyse,layer,smooth,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Add Expression,After Effects,Animation > Add Expression (Alt+click a stopwatch),Attaches a small script to a property so its value is computed rather than keyframed; Alt+clicking the stopwatch does the same. The gateway to procedural animation — start by linking one property to another.,Alt+Shift+=,,advanced,expression|script|procedural,create|edit,point|layer,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Wiggle Expression,After Effects,"Expression: wiggle(frequency, amplitude)","Adds continuous random variation to a property — wiggle(2, 15) on position gives a gentle handheld drift. Sparingly applied to a camera or light, it stops digital moves feeling sterile.",,,advanced,wiggle|expression|random|handheld,create|visualise,point|layer,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Loop Expression,After Effects,"Expression: loopOut(""cycle"")","Repeats a property's keyframes indefinitely — cycle, ping-pong or continue modes — without duplicating them. Ideal for endlessly rotating sun-path diagrams or pulsing highlight markers.",,,advanced,loop|expression|cycle|repeat,create|edit,point|layer,array,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Add to Render Queue,After Effects,Composition > Add to Render Queue,"Queues the active composition for rendering inside After Effects, with render settings and output modules per item. Use it for lossless masters and image-sequence outputs.",Ctrl+M,,beginner,render|queue|output,document,layout,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Add to Media Encoder Queue,After Effects,Composition > Add to Adobe Media Encoder Queue,Sends the comp to Adobe Media Encoder for background encoding to delivery formats like H.264. Lets you keep working in After Effects while client-review MP4s render.,Ctrl+Alt+M,,beginner,media encoder|h264|export|background,document,layout,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Output Module Settings,After Effects,Render Queue > Output Module,"Sets the format, codec, channels and post-render actions for a queued render, including alpha output. Choose a format with an alpha channel when rendering overlays destined for an edit.",,,intermediate,output|codec|alpha|render,document,layout,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Pre-render,After Effects,Composition > Pre-render,"Renders a heavy comp to disk and substitutes the movie as a proxy, so downstream comps stop recalculating it. Reach for it when a nested particle or 3D comp is strangling preview speed.",,,advanced,pre-render|proxy|performance,organise|document,layout,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Create Proxy,After Effects,File > Create Proxy > Movie,Generates a low-resolution stand-in for heavy footage that After Effects uses for previews but swaps out at render time. Essential when cutting 4K render sequences on a modest workstation.,,,advanced,proxy|performance|footage,organise,layout,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Collect Files,After Effects,File > Dependencies > Collect Files,Copies the project and every asset it uses into one folder for archiving or handover. The After Effects equivalent of packaging an InDesign document — run it before archiving a finished film.,,,intermediate,collect|archive|handover|dependencies,document|organise,layout,,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Zoom Viewer In / Out,After Effects,", and . keys over the Composition panel","Zooms the composition viewer out (,) and in (.) around the view centre. Note this changes your view only — layer scale is untouched.",", / .",,beginner,zoom|viewer|navigate,visualise,view,navigate,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Fit View,After Effects,Shift+/ over the Composition panel,Fits the composition into the viewer at up to 100 percent zoom. The quick reset after working zoomed into a corner of the frame.,Shift+/,,beginner,fit|view|zoom,visualise,view,navigate,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
,Hand Tool,After Effects,Toolbar (or hold Spacebar),Pans the view within the Composition panel; holding the spacebar gives the same behaviour temporarily. Everyday navigation while inspecting details of a frame.,H,,beginner,hand|pan|navigate,visualise,view,navigate,,,https://helpx.adobe.com/uk/after-effects/using/keyboard-shortcuts-reference.html
