id,name,software,menu,description,shortcut,addon,difficulty,tags,intent_categories,object_types,outcomes,icon,gif,source
,Trim (Solid Tools),SketchUp,Tools,"Like Subtract, but keeps the cutting solid afterwards. Perfect for notching joists over a beam or letting one repeated component cut many others while remaining in the model.",,,intermediate,solid-tools|boolean|notch|joinery,edit,solid,cut,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Intersect (Solid Tools),SketchUp,Tools,Keeps only the volume shared by the selected solids and discards the rest. Useful for finding the overlap between a massing envelope and a rights-of-light or planning envelope during feasibility work.,,,intermediate,solid-tools|boolean|overlap|envelope,edit|analyse,solid,cut,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Split (Solid Tools),SketchUp,Tools,"Divides overlapping solids along their shared boundaries, keeping every resulting piece as its own solid. Good for phasing studies or splitting a building volume at a party wall while retaining both halves.",,,intermediate,solid-tools|boolean|divide|phasing,edit,solid,split,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Eraser,SketchUp,Tools,"Deletes edges (and the faces they support) by clicking or scrubbing across them. With Ctrl it softens edges instead, and with Shift it hides them — three cleanup behaviours in one tool.",E,,beginner,erase|delete|cleanup|soften,edit,curve|surface,cut|smooth,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Soften Edges,SketchUp,Default Tray,"Softens and smooths edges across a selection by angle threshold, so faceted surfaces shade as continuous curves and coplanar joins disappear. Essential after Follow Me or imported meshes to make curved forms render cleanly.",,,intermediate,soften|smooth|shading|mesh,edit|visualise,curve|surface|mesh,smooth,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Weld Edges,SketchUp,Edit,Joins a selected chain of edges or arcs into a single continuous curve entity. Do this before Follow Me or Push/Pull along a path so the result behaves as one sweep rather than many segments.,,,intermediate,weld|curve|join|path,edit,curve,join,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Flip,SketchUp,Tools,"Mirrors a selection across a chosen plane using on-screen handles, with a copy toggle for making handed pairs. The modern replacement for the old Flip Along commands — ideal for mirroring a staircase or producing left- and right-hand door components.",,,intermediate,mirror|flip|symmetry|transform,transform,surface|solid,mirror|copy,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Explode,SketchUp,Edit,"Breaks a group, component or curve back into its raw constituent geometry one level at a time. Use it deliberately — exploding imported CAD or Warehouse components floods the model with loose edges that are hard to manage.",,,beginner,explode|ungroup|component|geometry,edit|organise,solid|curve|surface,split,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Select,SketchUp,Tools,"Picks entities singly, by left-to-right window or right-to-left crossing box, with Shift and Ctrl to add or subtract. Double-click selects a face with its edges; triple-click grabs all connected geometry — the fastest way to grab a whole loose object.",Space,,beginner,select|pick|window|crossing,organise|edit,curve|surface|solid,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Select All,SketchUp,Edit,"Selects everything visible in the current editing context, respecting hidden geometry and locked objects. Typical before a whole-model move to the origin or a global tag change.",Ctrl+A,,beginner,select|all|context,organise|edit,curve|surface|solid,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Select None,SketchUp,Edit,"Clears the current selection without clicking into empty space, which matters in a crowded model where a stray click could pick something. A small habit that prevents accidental edits.",Ctrl+T,,beginner,select|deselect|clear,organise,curve|surface|solid,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Invert Selection,SketchUp,Edit,"Swaps selected and unselected entities within the current context. Often quicker to pick the few things you want to keep, invert, then delete or hide everything else.",Ctrl+Shift+I,,intermediate,select|invert|swap,organise|edit,curve|surface|solid,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Make Component,SketchUp,Edit,"Wraps the selection into a named, reusable component definition; editing one instance updates every copy. The right choice for anything repeated — windows, doors, furniture, structural bays — and the backbone of an efficient SketchUp file.",G,,beginner,component|reusable|instance|organise,organise|create,solid,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Make Group,SketchUp,Edit,Isolates the selection inside a group so its geometry stops sticking to everything around it. Use groups for one-off elements like a site plinth or a unique wall run; use components when the object repeats.,,,beginner,group|isolate|organise|container,organise,solid,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Edit Group/Component,SketchUp,Edit,"Opens a group or component for editing (double-click does the same), fading the rest of the model while you work inside its context. Edits to a component instance propagate to all copies unless it is first made unique.",,,beginner,edit|context|group|component,edit|organise,solid,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Close Group/Component,SketchUp,Edit,"Steps back out of the group or component you are editing, one nesting level at a time; clicking in empty space or pressing Esc does the same. Knowing which context you are in prevents geometry ending up in the wrong container.",Esc,,beginner,close|context|nesting,organise,solid,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Lock,SketchUp,Edit,"Locks the selected groups or components so they show a red highlight and cannot be moved or edited. Lock the surveyed site, imported CAD reference or party-wall geometry so design changes can't disturb them.",,,beginner,lock|protect|reference,organise,solid,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Unlock All,SketchUp,Edit,"Releases every locked object in the model in one action (Edit > Unlock, alongside unlocking just the selection). Useful at the end of a design stage when reference geometry finally needs adjusting.",,,beginner,unlock|release|reference,organise,solid,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Hide,SketchUp,Edit,"Hides the selected entities from view without deleting them, decluttering the scene while you work behind or inside something. Hidden objects can be revealed via View > Hidden Objects or brought back with Unhide.",,,beginner,hide|visibility|declutter,organise|visualise,curve|surface|solid,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Unhide All,SketchUp,Edit,"Restores everything hidden in the current context (Edit > Unhide offers Selected, Last and All). Run it before issuing a model so nothing is accidentally missing from exports.",,,beginner,unhide|visibility|restore,organise|visualise,curve|surface|solid,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Hide Rest of Model,SketchUp,View,"While editing a group or component, hides everything outside the editing context instead of merely fading it (View > Component Edit). An informal isolate mode that makes detailed work inside a cluttered model far easier.",,,intermediate,isolate|component-edit|visibility,visualise|organise,solid|view,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Outliner,SketchUp,Default Tray,"A tree view of every group and component in the model, showing nesting, names and lock or hidden states. Use it to navigate deep hierarchies, rename containers and restructure a model the way you'd manage layers in a drawing.",,,intermediate,outliner|hierarchy|tree|organise,organise,solid,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Tags,SketchUp,Default Tray,"SketchUp's visibility layers (renamed from Layers in 2020): assign whole groups and components to tags, then switch categories like furniture, structure or existing/proposed on and off per scene. Best practice keeps raw geometry untagged and tags only containers.",,,intermediate,tags|layers|visibility|organise,organise|visualise,layer,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Entity Info,SketchUp,Default Tray,"Shows and edits the selection's properties — tag, name, dimensions, segment count, face area, volume of solids — plus toggles for hidden, locked and shadow casting. The quickest place to check whether a group is a true solid or to read a floor plate's area.",,,beginner,properties|inspect|area|solid-check,analyse|organise,curve|surface|solid|layer,measure,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Tape Measure,SketchUp,Tools,"Measures distances and, when dragged from an edge or point, creates dashed guide lines and guide points for setting out. Typing a new value after measuring between two points can rescale the whole model — the classic fix for imported drawings at the wrong size.",T,,beginner,measure|guides|setting-out|rescale,analyse|create,point|curve,measure|scale,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Protractor,SketchUp,Tools,"Measures angles and places angled guide lines from a vertex and reference direction. Typical for setting out roof pitches, splayed walls and ramps before drawing real geometry against the guides.",,,intermediate,angle|guides|pitch|measure,analyse|create,point|curve,measure,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Dimensions,SketchUp,Tools,"Places linear, radial and diameter dimensions that stay associated with the model and update as geometry changes. Fine for quick studies and workshop drawings, though most formal dimensioning is done in LayOut.",,,beginner,dimension|annotate|drawing,document,annotation,annotate|measure,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Axes,SketchUp,Tools,"Relocates and reorients the model's red, green and blue drawing axes. Align them to an angled wing of a building so rectangles, inferences and Move directions follow that grid instead of the world axes.",,,intermediate,axes|grid|orientation|inference,organise|edit,view,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Text,SketchUp,Tools,"Places screen-facing labels, either leadered to an entity (auto-filling its name, area or length) or floating as screen notes. Useful for annotating design options and room names during early studies.",,,beginner,text|label|leader|annotate,document,annotation,annotate,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,3D Text,SketchUp,Tools,"Generates extruded or flat text as real geometry in a component. Reach for it for signage, carved lettering, entrance branding on visuals or scale-figure labels on massing models.",,,intermediate,text|signage|geometry|extrude,create,solid,thicken,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Section Plane,SketchUp,Tools,"Places a live cutting plane through the model to reveal interiors; planes can be named, reversed, moved with standard tools and saved per scene. The foundation of plan and section workflows — pair one with a scene, then reference it in LayOut.",,,intermediate,section|cut|plan|interior,document|visualise|analyse,view|surface,cut,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Section Cuts,SketchUp,View,"Toggles whether active section planes actually slice the display, independently of whether the plane widgets themselves are shown (View > Section Cuts and View > Section Planes). Scenes remember both states, so one model can hold plans, sections and full views together.",,,intermediate,section|toggle|display,visualise|document,view,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Section Fill,SketchUp,View,"Fills the cut faces of a section with a solid poché colour (set in the style) instead of leaving hollow outlines. Makes plans and sections read properly, showing walls and slabs as solid cut material.",,,intermediate,section|poche|fill|style,visualise|document,view,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Delete Guides,SketchUp,Edit,Removes every guide line and guide point in the current context in one go. Run it after setting-out is done so construction guides don't clutter exports and LayOut viewports.,,,beginner,guides|cleanup|delete,edit|organise,point,cut,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Orbit,SketchUp,Camera,Rotates the camera around the model in 3D; the middle mouse button invokes it temporarily from any tool. Holding Ctrl frees the camera from the gravity-locked horizon for unusual angles.,O,,beginner,navigate|camera|orbit|viewport,visualise,view,navigate,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Pan,SketchUp,Camera,Slides the camera parallel to the screen without changing the viewing angle; Shift with the middle mouse button does the same mid-tool. Used constantly alongside Orbit when working across a large site model.,H,,beginner,navigate|camera|pan,visualise,view,navigate,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Zoom,SketchUp,Camera,"Moves the camera towards or away from the model by dragging, though most users simply roll the scroll wheel, which zooms about the cursor. With the tool active, typing a value like 45deg sets the field of view.",Z,,beginner,navigate|camera|zoom,visualise,view,navigate,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Zoom Extents,SketchUp,Camera,"Frames the entire model in the view. Also a diagnostic: if Zoom Extents flings the camera miles away, some stray geometry is lurking far from the origin and should be hunted down.",Shift+Z,,beginner,navigate|zoom|frame|diagnostic,visualise,view,navigate,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Zoom Window,SketchUp,Camera,Zooms to fill the screen with a rectangle you drag around an area of interest. Quicker than scroll-zooming when jumping straight to one corner of a large site model.,Ctrl+Shift+W,,beginner,navigate|zoom|window,visualise,view,navigate,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Previous,SketchUp,Camera,"Steps the camera back to the previous view, like an undo for navigation only. Handy after an accidental orbit or zoom has lost a carefully composed angle that wasn't saved as a scene.",,,beginner,navigate|camera|undo-view,visualise,view,navigate,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Standard Views,SketchUp,Camera,"Snaps the camera to Top, Bottom, Front, Back, Left, Right or Iso. Combine Top with Parallel Projection for a true plan view, or Front with it for a straight elevation ready to export.",,,beginner,views|plan|elevation|iso,visualise|document,view,navigate,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Perspective,SketchUp,Camera,"The default camera mode, with converging lines and a realistic sense of depth. Use it for design views, walkthroughs and visuals — anything meant to be experienced rather than measured.",,,beginner,camera|perspective|projection,visualise,view,navigate,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Parallel Projection,SketchUp,Camera,"Switches to an orthographic camera with no perspective convergence, so parallel edges stay parallel. Essential for plans, elevations and axonometric exports where drawings must scale correctly.",,,intermediate,camera|orthographic|plan|elevation,visualise|document,view,navigate,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Two-Point Perspective,SketchUp,Camera,"Forces vertical edges to stay truly vertical, as in classic architectural photography and hand-drawn perspectives. Switch to it just before composing presentation views so towers don't appear to lean.",,,intermediate,camera|perspective|presentation|verticals,visualise,view,navigate,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Position Camera,SketchUp,Camera,"Places the camera at a clicked point at standing eye height (or a typed height), facing a chosen direction. The starting move for verified street views and interior eye-level shots, usually followed by Look Around.",,,intermediate,camera|eye-level|viewpoint,visualise,view,navigate,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Walk,SketchUp,Camera,"Moves the camera through the model at a fixed eye height with collision detection, climbing stairs and stopping at walls. Use it to test spatial sequences — approach, threshold, room-to-room flow — from a person's point of view.",,,intermediate,camera|walkthrough|first-person,visualise|analyse,view,navigate,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Look Around,SketchUp,Camera,"Pivots the camera in place, like turning your head from a fixed standing position. Pairs with Position Camera to scan a room or streetscape from a single verified viewpoint.",,,intermediate,camera|pivot|viewpoint,visualise,view,navigate,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Field of View,SketchUp,Camera,"Sets the camera's viewing angle by dragging or typing a value in degrees or as a lens focal length in millimetres. Widen it for tight interiors, narrow it towards 35–50 mm equivalents for natural-looking exterior views.",,,intermediate,camera|lens|fov|composition,visualise,view,navigate,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Match New Photo,SketchUp,Camera,"Calibrates a camera to a photograph by aligning vanishing-point bars, so you can model over the image or composite a proposal into its real context. Valued for extensions and infill work where the model must sit convincingly in a site photo.",,,advanced,photo-match|context|camera|composite,visualise|create,view,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Scenes,SketchUp,Default Tray,"Saves named snapshots of camera position, style, tag visibility, section states and shadows, shown as clickable tabs above the viewport. Scenes drive everything downstream: LayOut viewports, animations and consistent presentation views.",,,intermediate,scenes|views|tabs|presentation,visualise|document|organise,view,navigate,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Add Scene,SketchUp,View,"Captures the current view and display settings as a new scene tab (View > Animation > Add Scene). Remember to right-click and Update a scene after changing it, or the tab will snap back to its saved state.",,,beginner,scene|save-view|animation,visualise|document,view,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Paint Bucket,SketchUp,Tools,"Applies the active material to faces, or to whole groups and components in one click. Shift repaints every face sharing the old material, and Ctrl repaints connected faces only — big time-savers when swapping a facade treatment.",B,,beginner,paint|material|texture|facade,visualise|edit,surface|solid,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Sample Material (Alt),SketchUp,Tools,"Holding Alt (Cmd on Mac) with Paint Bucket turns the cursor into an eyedropper that picks up the material under it, ready to apply elsewhere. The fastest way to reuse an existing finish without hunting through the Materials tray.","B, then Alt",,intermediate,eyedropper|sample|material,visualise|edit,surface,copy,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Materials,SketchUp,Default Tray,"The library and editor for colours and textures: browse collections, import images as materials, and adjust tint, size and opacity. Its In Model tab lists every material used in the file — the place to purge duplicates and manage a palette.",,,beginner,materials|textures|library|palette,visualise|organise,surface,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Styles,SketchUp,Default Tray,"Controls how the model is drawn — edge weight and extensions, face rendering, background and sky, watermarks and section fill colour. Designers keep a crisp working style and a sketchy or presentation style, switching per scene.",,,intermediate,styles|display|linework|presentation,visualise|document,view,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Face Style,SketchUp,View,"Switches face rendering between Wireframe, Hidden Line, Shaded, Shaded with Textures and Monochrome (View > Face Style). Monochrome is the honest mode for design reviews and for spotting reversed blue back faces before export.",,,beginner,display|shading|monochrome|wireframe,visualise,view|surface,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,X-ray,SketchUp,View,Makes all faces semi-transparent so you can see and snap through walls and floors (View > Face Style > X-ray). Useful for checking alignment between storeys or picking geometry buried inside a building.,,,beginner,xray|transparent|display|snap-through,visualise,view,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Back Edges,SketchUp,View,Displays hidden edges behind faces as dashed lines without making faces transparent. A lighter-touch alternative to X-ray when you need to reference concealed structure while modelling.,K,,intermediate,display|edges|dashed|reference,visualise,view|curve,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Hidden Geometry,SketchUp,View,"Reveals softened and hidden edges as dashed hatching so curved surfaces show their real facet structure. Turn it on to select and edit individual facets of a dome, terrain or swept form.",,,intermediate,hidden|facets|display|editing,visualise|edit,view|mesh,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Shadows,SketchUp,View,"Toggles real sun shadows in the viewport, driven by the model's geolocation, date and time. Instant daylight sanity-checks: overshadowing of neighbours, depth of a brise-soleil, sun in a courtyard at the equinox.",,,beginner,shadows|sun|daylight|toggle,visualise|analyse,view,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Shadow Settings,SketchUp,Default Tray,"The panel with date and time sliders, light and dark intensity, and whether shadows fall on faces, on the ground or from edges. Scrub the time slider through a design-day to run a quick solar study, saving key moments as scenes.",,,intermediate,shadows|solar-study|date|time,analyse|visualise,view,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Fog,SketchUp,View,Fades distant geometry towards a background colour with adjustable near and far distances. A cheap atmospheric-depth effect that helps foreground proposals stand out from context in massing views.,,,intermediate,fog|atmosphere|depth|presentation,visualise,view,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Components,SketchUp,Default Tray,"Browses component definitions — those in the model, local collections and 3D Warehouse results — for dragging into the scene. The In Model tab is also where definitions are reloaded from or saved back to external files for a shared office library.",,,beginner,components|browser|library|reload,organise|create,solid,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,3D Warehouse,SketchUp,File,"Trimble's free online library of user- and manufacturer-made models, searchable from inside SketchUp (File > 3D Warehouse > Get Models). Great for entourage, furniture and sanitaryware — but check polygon counts and purge heavy downloads to keep files lean.",,,beginner,warehouse|library|download|entourage,create|organise,solid,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Interact,SketchUp,Tools,"Clicks Dynamic Components to trigger their scripted behaviours — opening a door, cycling a configuration, animating a drawer. Only affects components authored with dynamic attributes; ordinary geometry ignores it.",,,intermediate,dynamic-components|interact|animate,edit|visualise,solid,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Component Options,SketchUp,Window,"Shows the user-facing controls of a selected Dynamic Component — dropdowns and fields for size, configuration or finish defined by its author. How a designer resizes a parametric window or cabinet without touching raw geometry.",,,intermediate,dynamic-components|options|parametric,edit,solid,scale,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Component Attributes,SketchUp,Window,"The authoring panel for Dynamic Components, where attributes, formulas and behaviours are defined (Pro feature). Used to build parametric families — stairs that recalculate treads, fencing that repeats posts to suit length.",,,advanced,dynamic-components|attributes|formulas|authoring,create|edit,solid,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Sandbox: From Contours,SketchUp,Draw,Skins a triangulated TIN surface over stacked contour lines (Draw > Sandbox). The standard route from imported survey or OS contour data to a 3D site terrain ready for massing studies.,,,intermediate,terrain|contours|site|tin,create,mesh|surface,join,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Sandbox: From Scratch,SketchUp,Draw,"Creates a flat rectangular terrain grid of a set cell size, ready to be sculpted. Use it when no survey exists and you need a quick, editable ground plane for landform sketching.",,,intermediate,terrain|grid|site|sandbox,create,mesh,,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
,Sandbox: Smoove,SketchUp,Tools,"Sculpts terrain by pushing and pulling vertices within a soft circular radius, like moulding clay (Tools > Sandbox). Shape berms, valleys and building platforms on a Sandbox grid or TIN.",,,intermediate,terrain|sculpt|landform|sandbox,edit,mesh,move|smooth,,,https://help.sketchup.com/en/sketchup/quick-reference-cards
