id,name,software,menu,description,shortcut,addon,difficulty,tags,intent_categories,object_types,outcomes,icon,gif,source
,Duplicate (Alt+Drag),Unreal Engine,Level Editor Viewport,"Holding Alt while dragging a transform gizmo leaves the original in place and moves a fresh copy, effectively duplicating and positioning in one gesture. With grid snapping enabled it is the fastest way to run out rows of columns, luminaires or facade bays.",Alt+drag gizmo,,beginner,duplicate|copy|alt drag|array,create|transform,mesh,copy|move|array,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Duplicate Actor,Unreal Engine,Level Editor Viewport,"Duplicates the selected actors in place, ready to be repositioned. Unlike Alt-drag it needs no gizmo movement, which suits duplicating something you intend to move numerically in the Details panel instead.",Ctrl+D,,beginner,duplicate|copy|actor,create|edit,mesh,copy,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Snap to Floor,Unreal Engine,Level Editor Viewport,"Drops the selected actor straight down until it rests on the surface below. Indispensable when set-dressing, since furniture, people and planting placed from the library rarely land exactly on the finished floor level.",End,,beginner,snap|floor|drop|placement,transform,mesh,move,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Delete Actor,Unreal Engine,Level Editor Viewport,"Removes the selected actors from the level. Note that deleting from the level does not remove the underlying asset from the Content Browser, so the project itself is unaffected.",Delete,,beginner,delete|remove|actor,edit,mesh,cut,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Details Panel Transforms,Unreal Engine,Details,"Edits an actor's location, rotation and scale numerically, alongside every other exposed property such as mobility and materials. Typing exact coordinates is how imported survey or setting-out information is respected rather than eyeballed.",,,beginner,details|properties|numeric|transform,edit|transform,mesh,move|rotate|scale,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Open Content Browser,Unreal Engine,Content Browser,"Summons the Content Browser, the file manager for every asset in the project: meshes, materials, textures, Blueprints and levels. Ctrl+Space opens it as an overlay, keeping the viewport large until you actually need to browse.",Ctrl+Space,,beginner,content browser|assets|browse|project,organise,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Import Assets,Unreal Engine,Content Browser,"Brings external files such as FBX meshes, textures and audio into the project, with per-import options for scale, materials and collision. For architectural geometry, Datasmith import is usually preferable to raw FBX because it preserves scene structure and instancing.",,,beginner,import|fbx|textures|assets,create,mesh,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Create Folder,Unreal Engine,Content Browser,"Adds a folder to the project's content tree, the basis of a disciplined asset structure. A predictable scheme, for instance separating architecture, entourage, materials and media, pays off enormously once a project accumulates thousands of assets.",,,beginner,folder|organisation|structure|content,organise,layer,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Asset Search and Filters,Unreal Engine,Content Browser,"Finds assets by name and narrows the view with type filters such as Static Mesh, Material Instance or Level Sequence. Filtering by type is often faster than folder navigation when hunting one texture among a large imported Datasmith set.",,,beginner,search|filter|assets|find,organise|analyse,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Migrate Assets,Unreal Engine,Content Browser,"Copies selected assets and every dependency they reference into another project's Content folder in one operation. It is how a practice moves a proven furniture pack, material library or lighting rig between archviz projects without broken references.",,,intermediate,migrate|transfer|projects|dependencies,organise,,copy,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Fix Up Redirectors,Unreal Engine,Content Browser,"Cleans up the invisible redirector files Unreal leaves behind after assets are moved or renamed, repointing every reference to the new location. Running it after reorganising folders prevents the classic problem of phantom assets and confusing duplicate paths.",,,intermediate,redirectors|cleanup|references|maintenance,organise,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Reference Viewer,Unreal Engine,Content Browser,"Opens a node graph showing everything a selected asset references and everything that references it. Before deleting a material or mesh from a long-running archviz project, the Reference Viewer tells you exactly what would break.",Alt+Shift+R,,intermediate,references|dependencies|graph|audit,analyse,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Save All,Unreal Engine,Content Browser,"Saves the current level and every modified asset in one action. Unreal keeps unsaved changes in memory per asset, so regular Save All is the habit that protects hours of material tweaking from a crash.",Ctrl+Shift+S,,beginner,save|assets|level|safety,organise|document,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Fab and Quixel Megascans,Unreal Engine,Content Browser,"Browses Epic's Fab marketplace, including the Megascans library of scanned surfaces, plants and props, and drops assets straight into the project. Scanned brick, asphalt and foliage are staples of photoreal archviz because their imperfection is real rather than authored.",,Fab plugin,beginner,fab|megascans|quixel|marketplace|scans,create,mesh|surface,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Place Actors Panel,Unreal Engine,Outliner,"A palette of common actors, including lights, volumes, cameras and basic shapes, that you drag directly into the level. It is the quickest source for one-off items such as a Post Process Volume or a Player Start without hunting through menus.",,,beginner,place actors|palette|lights|volumes,create,mesh,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Group Actors,Unreal Engine,Level Editor Viewport,"Binds selected actors into a group that selects and transforms as one, with Shift+G to ungroup. Grouping a dining setting or a planted bed lets you reposition the whole arrangement repeatedly without re-selecting its parts.",Ctrl+G,,beginner,group|actors|selection|arrangement,organise|transform,mesh|layer,join|move,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Attach Actor,Unreal Engine,Outliner,"Parents one actor to another by dragging it onto the parent in the Outliner, so the child follows the parent's transforms. Attach light fittings to their pendant meshes, or door leaves to frames, and moving the parent keeps everything correctly assembled.",,,intermediate,attach|parent|hierarchy|outliner,organise,mesh,join,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Outliner Folders,Unreal Engine,Outliner,"Organises the level's actor list into named folders, such as Structure, Glazing, Landscape and Entourage, with visibility toggles per folder. A structured Outliner is what keeps thousand-actor architectural levels navigable months into a project.",,,beginner,outliner|folders|organisation|visibility,organise,layer,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Layers Panel,Unreal Engine,Outliner,"Assigns actors to named layers that can be selected or hidden en masse, independent of the Outliner hierarchy. Layers suit cross-cutting sets like design options or all-glazing, echoing the layer discipline architects already know from CAD.",,,intermediate,layers|organisation|visibility|selection sets,organise,layer,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Hide Actors,Unreal Engine,Level Editor Viewport,"Temporarily hides the selected actors in the editor viewport, with Ctrl+H restoring everything. Use it to peel away roofs and slabs while working inside a building, remembering that editor hiding does not affect what renders in game view or output.","H hide, Ctrl+H unhide all",,beginner,hide|visibility|isolate|viewport,organise|visualise,mesh,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Hierarchical LOD (HLOD),Unreal Engine,Outliner,"Merges clusters of distant actors into simplified proxy meshes that swap in beyond a set distance, cutting draw calls dramatically. Large masterplan scenes with repeated context housing benefit most, keeping frame rates presentable on modest hardware.",,,advanced,hlod|performance|lod|optimisation|proxy,organise|analyse,mesh,join,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,World Partition,Unreal Engine,Project Settings,UE5's system for dividing a large level into a grid of cells that stream in and out automatically as the camera moves. City-scale masterplans and long linear infrastructure sites become workable because only the area around the viewer is loaded at once.,,,advanced,world partition|streaming|large worlds|cells,organise,layer,split,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Datasmith Import,Unreal Engine,Datasmith,"Imports a .udatasmith export from Revit, Archicad, Rhino, SketchUp, 3ds Max or Navisworks with hierarchy, materials, metadata and instancing intact. It is the backbone of the CAD-and-BIM-to-Unreal archviz pipeline, and BIM metadata survives for later querying or Blueprint logic.",,Datasmith Importer plugin,intermediate,datasmith|import|bim|cad|revit|archviz,create,mesh,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Datasmith Direct Link,Unreal Engine,Datasmith,"Maintains a live connection between a running CAD or BIM session and the Unreal Editor, pushing model updates without exporting files. During design development this shrinks the change-review loop from an export-import cycle to a single synchronise click.",,Datasmith Importer plugin + host exporter,intermediate,datasmith|direct link|live sync|bim|iteration,create|edit,mesh,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Datasmith Reimport,Unreal Engine,Datasmith,"Refreshes a previously imported Datasmith scene from an updated source file, applying geometry changes while respecting overrides you have made in Unreal. This keeps material polish and lighting work alive across design revisions instead of restarting each time.",,Datasmith Importer plugin,intermediate,datasmith|reimport|update|revisions,edit,mesh,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Enable Plugins,Unreal Engine,Project Settings,"The Edit > Plugins window switches optional engine features on and off per project. Archviz work typically enables Datasmith importers, Movie Render Queue, Sun Position Calculator and HDRI Backdrop before anything else, each requiring an editor restart.",,,beginner,plugins|setup|configuration|features,organise,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Enter Modeling Mode,Unreal Engine,Modeling Mode,"Switches the editor into a full mesh-editing toolset for creating and modifying geometry without leaving Unreal, selected from the Modes dropdown. It is invaluable for patching gaps in imported CAD models, blocking out context massing and building simple site elements in place.",,Modeling Tools Editor Mode plugin,intermediate,modeling|mesh editing|mode|geometry,create|edit,mesh,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Create Primitive Shapes,Unreal Engine,Modeling Mode,"Generates parametric boxes, cylinders, spheres and planes directly in the level with editable dimensions before committing. Perfect for quick massing studies, plinths, and stand-in context blocks that will later be replaced with detailed geometry.",,Modeling Tools Editor Mode plugin,beginner,primitives|box|massing|blockout,create,mesh|solid,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,PolyModel Editing,Unreal Engine,Modeling Mode,"Direct polygon-level editing, extruding, insetting, cutting and offsetting faces of a mesh inside the editor. Use it to raise a parapet, punch a rooflight opening or extend a wall on imported geometry without a round trip to the modelling package.",,Modeling Tools Editor Mode plugin,advanced,polymodel|extrude|faces|mesh editing,edit|create,mesh,offset|thicken|cut,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Boolean Operation,Unreal Engine,Modeling Mode,"Combines two meshes by union, subtraction or intersection, for example subtracting a box to carve a doorway through an imported solid wall. Booleans provide CAD-like edits directly on game meshes, though results benefit from a quick normals and UV check afterwards.",,Modeling Tools Editor Mode plugin,advanced,boolean|subtract|union|cut|csg,edit|create,mesh|solid,cut|join|split,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Merge Meshes,Unreal Engine,Modeling Mode,"Combines several selected meshes into a single static mesh asset, reducing actor count and draw calls. Merging a finished piece of fixed joinery or a fully dressed balcony simplifies both the Outliner and runtime performance.",,Modeling Tools Editor Mode plugin,intermediate,merge|combine|static mesh|optimisation,edit|organise,mesh,join,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Auto UV / UV Unwrap,Unreal Engine,Modeling Mode,"Generates or repairs texture coordinates on a mesh, using automatic unwrapping or box projection. Imported CAD geometry frequently arrives with poor or missing UVs, and fixing them is the difference between stretched smears and correctly coursing brickwork.",,Modeling Tools Editor Mode plugin,advanced,uv|unwrap|texture coordinates|mapping,edit,mesh|surface,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Simplify Mesh,Unreal Engine,Modeling Mode,"Reduces a mesh's triangle count while preserving its silhouette as far as possible. Heavy survey scans and over-tessellated CAD exports, such as a chair with a million triangles, can be brought down to sensible budgets for smooth interactive walkthroughs.",,Modeling Tools Editor Mode plugin,advanced,simplify|decimate|optimisation|triangles,edit|organise,mesh,smooth,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Create Material,Unreal Engine,Content Browser,"Creates a new material asset via the Content Browser right-click menu, opening the node-based Material Editor to define its look. In archviz practice a small set of master materials, for painted plaster, timber, metal and glass, typically parents everything else via instances.",,,intermediate,material|create|shader|master material,create,surface,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Create Material Instance,Unreal Engine,Content Browser,"Derives a lightweight child material from a parent, exposing only the parent's parameters, such as colour, roughness and texture maps, for quick editing without shader recompilation. Instances are how one oak master becomes light oak flooring, dark oak doors and smoked oak panelling in seconds.",,,intermediate,material instance|parameters|variants|workflow,create|edit,surface,copy,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Material Parameters,Unreal Engine,Material Editor,"Converts constants in a material graph into named scalar, vector or texture parameters that instances can override. Well-chosen parameters, such as tint, roughness, UV scale and normal strength, are what make a master material genuinely reusable across a project.",,,advanced,material|parameters|scalar|vector|graph,edit|create,surface,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Apply Material to Actor,Unreal Engine,Level Editor Viewport,"Assigns a material by dragging it from the Content Browser onto a mesh in the viewport, or by setting the material slot in the Details panel. Slot-level assignment matters on architectural meshes, which often carry several slots, for frame, glazing and gaskets, on one object.",,,beginner,material|assign|drag and drop|slots,edit|visualise,surface|mesh,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Enable Nanite on a Mesh,Unreal Engine,Details,"Turns on Nanite virtualised geometry for a static mesh, letting the engine render extremely dense models by streaming only the detail each pixel needs. Archviz teams enable it on heavy scanned assets and ornate architectural elements so full detail survives without manual LOD authoring.",,,intermediate,nanite|virtualised geometry|performance|detail,edit|organise,mesh,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Directional Light,Unreal Engine,Level Editor Viewport,"The sun: a light whose parallel rays and rotation define the scene's primary shadows and warmth. In archviz its angle is usually set from real solar geometry or piloted by eye until shadows model the facade attractively, with intensity in physical lux-scale values.",,,beginner,light|sun|directional|shadows|daylight,create|visualise,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Sky Atmosphere,Unreal Engine,Level Editor Viewport,"A physically based sky model that computes realistic sky colour, horizon haze and aerial perspective from the directional light's angle. It gives dawn, noon and dusk their distinct characters automatically, which underpins convincing time-of-day studies.",,,intermediate,sky|atmosphere|physical sky|haze,create|visualise,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Sky Light,Unreal Engine,Level Editor Viewport,"Captures the sky and distant scene into ambient illumination, filling shadows with believable sky colour instead of flat black. Set to real-time capture alongside Lumen it keeps interiors naturally lit as the sun angle or weather mood changes.",,,intermediate,sky light|ambient|fill|image based lighting,create|visualise,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Rect Light,Unreal Engine,Level Editor Viewport,"A rectangular area light emitting soft, realistically spread illumination from a defined panel. It is the archviz workhorse for luminous ceilings, LED coves, backlit signage and the classic softbox glow placed just outside a window.",,,intermediate,light|rect|area light|soft|interior,create|visualise,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Point and Spot Lights,Unreal Engine,Level Editor Viewport,"Point lights radiate in all directions while spot lights cast a controllable cone, together covering most artificial fittings from pendants to downlights. Both accept physical intensity units and IES photometric profiles, so a lighting design's specified fittings can be previewed faithfully.",,,beginner,light|point|spot|ies|artificial lighting,create|visualise,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Environment Light Mixer,Unreal Engine,Level Editor Viewport,"A single panel, opened from Window > Env. Light Mixer, that creates and edits the sun, sky atmosphere, sky light, clouds and fog together. It is the quickest route to a complete, coherent daylight setup in a fresh archviz level.",,,beginner,environment|light mixer|sun|sky|setup,create|organise|visualise,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,HDRI Backdrop,Unreal Engine,Level Editor Viewport,"Places a dome that projects a high dynamic range panorama as both backdrop and light source, with a ground projection so the model appears to sit within the photograph. It is the fastest way to drop a building study into a believable captured environment for product-style presentation.",,HDRI Backdrop plugin,intermediate,hdri|backdrop|image based lighting|environment,create|visualise,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Sun Position Calculator,Unreal Engine,Level Editor Viewport,"Drives the directional light from real geographic and temporal data: latitude, longitude, date, time and north offset. This turns lighting from art direction into evidence, supporting accurate solar access and overshadowing studies for planning submissions.",,Sun Position Calculator plugin,intermediate,sun position|solar study|geographic|planning,analyse|visualise|document,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Lumen Global Illumination,Unreal Engine,Project Settings,"UE5's dynamic global illumination and reflection system, computing bounced light in real time with no baking step. For architects it means moving the sun or toggling a design option updates the entire light response instantly, which transforms live design review.",,,intermediate,lumen|global illumination|gi|real time|reflections,visualise,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Build Lighting,Unreal Engine,Project Settings,"Bakes static lighting into lightmaps using the CPU or GPU Lightmass solvers, launched from the main toolbar's Build menu. Although Lumen has made baking optional, baked lighting still suits locked-down scenes targeting maximum quality on weaker hardware, at the cost of long build times per iteration.",,,advanced,build lighting|lightmass|bake|lightmaps,visualise|document,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Post Process Volume,Unreal Engine,Level Editor Viewport,"A volume that applies camera and image settings, exposure, white balance, bloom, colour grading, ambient occlusion and more, either within its bounds or scene-wide via Infinite Extent. Almost every archviz level carries one as the central place where the image's final look is tuned.",,,intermediate,post process|volume|grading|exposure|look,create|visualise,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Exposure Control,Unreal Engine,Details,"Configures auto-exposure limits or locks exposure manually, usually inside a Post Process Volume or a Cine Camera. Clamping or fixing exposure stops the image pumping brighter and darker as the camera moves between a bright atrium and a dim corridor, a hallmark of uncontrolled walkthroughs.",,,advanced,exposure|auto exposure|eye adaptation|camera,edit|visualise,view,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Create Level Sequence,Unreal Engine,Sequencer,"Creates a cinematic timeline asset where cameras, transforms, visibility and properties are animated against time. Level Sequences are the foundation of every rendered archviz film, from a single slow push-in to a full multi-shot marketing edit.",,,intermediate,sequencer|level sequence|cinematic|timeline,create|visualise,view,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Add Cine Camera Actor,Unreal Engine,Sequencer,"Adds a cinematic camera with real photographic controls: sensor size, focal length, aperture and focus distance. Archviz shots benefit directly from photographic discipline, for instance a 24 mm architectural exterior or an 85 mm detail study, and Sequencer can spawn and animate it per shot.",,,intermediate,cine camera|focal length|aperture|cinematic,create|visualise,view,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Keyframe Properties,Unreal Engine,Sequencer,"Records values, such as camera transforms, focal length or an actor's visibility, at chosen frames, which Sequencer interpolates into animation. Enabling auto-key makes every viewport adjustment while scrubbing become a keyframe, a fast way to rough out a camera move.",,,intermediate,keyframes|animation|sequencer|auto key,create|edit,view,move,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Camera Cuts Track,Unreal Engine,Sequencer,"Defines which camera is live at each point in the timeline, allowing a sequence to cut between multiple framed shots. It is how a two-minute marketing film assembles exterior approach, lobby reveal and roof terrace shots into one deliverable.",,,intermediate,camera cuts|shots|editing|sequencer,organise|visualise,view,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Movie Render Queue,Unreal Engine,Sequencer,"Renders Level Sequences offline at maximum quality, with high sample counts, anti-aliasing refinement, high resolutions and image-sequence output formats. It is the standard final-frame pipeline for archviz films and stills, trading render time for quality well beyond real-time playback.",,Movie Render Queue plugin,advanced,movie render queue|render|output|high quality|mrq,document|visualise,view,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,High Resolution Screenshot,Unreal Engine,Level Editor Viewport,"Captures the current viewport at a multiple of screen resolution via the viewport options menu, producing print-ready stills without Sequencer setup. It is the quick route to a large one-off image of a bookmarked view for a report or board.",,,beginner,screenshot|high resolution|still|capture,document|visualise,view,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Open Level Blueprint,Unreal Engine,Blueprint Editor,"Opens the visual script attached to the current level, reached from the toolbar's Blueprints button. It is the natural home for level-specific interactivity in a presentation, such as key presses that toggle design options, swap seasons or teleport between flats.",,,intermediate,blueprint|level blueprint|scripting|interactivity,create|edit,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Create Blueprint Class,Unreal Engine,Content Browser,"Creates a reusable actor class combining components and visual-script logic, via the Content Browser right-click menu. Archviz staples include a door that opens on approach, a light fitting with a switchable state and a material-configurator kiosk, each built once and placed many times.",,,intermediate,blueprint|class|actor|reusable|components,create,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Add Component,Unreal Engine,Blueprint Editor,"Adds building blocks, static meshes, lights, triggers, audio and more, to a Blueprint class in its Components panel. A door Blueprint, for example, combines a frame mesh, a leaf mesh, a box trigger and a timeline into one self-contained placeable asset.",,,intermediate,blueprint|components|mesh|trigger,create|edit,mesh,join,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Compile Blueprint,Unreal Engine,Blueprint Editor,"Validates and builds the Blueprint's graph so changes take effect, with errors and warnings reported on the offending nodes. Compile early and often; a stale uncompiled Blueprint silently running old logic is a classic source of confusion in interactive presentations.",F7,,beginner,blueprint|compile|validate|errors,edit|analyse,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Event BeginPlay,Unreal Engine,Blueprint Editor,"The event node that fires once when the level or actor starts running, making it the standard entry point for setup logic. In archviz presentations it commonly initialises the starting design option, time of day and camera position before the client takes control.",,,beginner,blueprint|event|beginplay|initialisation,create,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Branch Node,Unreal Engine,Blueprint Editor,"The visual-scripting if-statement, routing execution down True or False paths based on a boolean input. Holding B and clicking in the graph places one instantly, and it underlies almost every toggle in a presentation, such as whether a design option is currently shown.",B + LMB click,,beginner,blueprint|branch|condition|if|logic,create|edit,,,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
,Timeline Node,Unreal Engine,Blueprint Editor,"Outputs a value that changes over a defined duration along editable curves, driving smooth animated transitions from Blueprint logic. It is the standard mechanism behind opening doors, fading between material options and easing a camera to a new viewpoint.",,,intermediate,blueprint|timeline|animation|interpolation|curves,create,,move|smooth,,,https://dev.epicgames.com/documentation/en-us/unreal-engine
