id,name,software,menu,description,shortcut,addon,difficulty,tags,intent_categories,object_types,outcomes,icon,gif,source
,Diamond Panels,Grasshopper,LunchBox — Panels,Panelises a surface with a diagonal grid of diamond-shaped panels. Use it for diagrid facades and lattice shells where members run at forty-five degrees to the surface directions.,,LunchBox,intermediate,lunchbox|panelling|facade|diagrid|diamond,create|edit,surface,array|split,,,https://www.grasshopper3d.com/
,Hexagon Cells,Grasshopper,LunchBox — Panels,Maps a honeycomb of hexagonal cells across a surface. Use it for cellular facades and screens; note that hexagons on curved surfaces are generally non-planar and need further rationalisation.,,LunchBox,intermediate,lunchbox|panelling|facade|hexagon|pattern,create|edit,surface,array|split,,,https://www.grasshopper3d.com/
,Quad Panels,Grasshopper,LunchBox — Panels,Divides a surface into a U by V grid of quadrilateral panels in one step. A fast route to rational facade grids without building the Isotrim workflow by hand.,,LunchBox,intermediate,lunchbox|panelling|facade|quads|grid,create|edit,surface,array|split,,,https://www.grasshopper3d.com/
,Triangle Panels A,Grasshopper,LunchBox — Panels,"Divides a surface into triangular panels in one of LunchBox's triangulation arrangements. Triangular panels guarantee planarity, which simplifies glazing and cladding fabrication.",,LunchBox,intermediate,lunchbox|panelling|facade|triangles,create|edit,surface,array|split,,,https://www.grasshopper3d.com/
,4Point Surface,Grasshopper,Surface — Freeform,Creates a surface spanning three or four corner points. Ideal for quick quads in panelling workflows where corners are already computed.,,Native,beginner,surface|freeform|corners|quad|panelling,create,surface|point,,,,https://grasshopperdocs.com/components/grasshoppersurface/4PointSurface.html
,Addition,Grasshopper,Maths — Operators,Adds two values and outputs the result; it also concatenates where the data type supports it. One of the basic operator components used throughout numeric workflows.,,Native,beginner,maths|operators|arithmetic,analyse,,,,,https://grasshopperdocs.com/components/grasshoppermaths/addition.html
,Aligned Dimension,Grasshopper,Display — Dimensions,"Previews a linear dimension between two points on a plane, with offset and text options, and bakes as a real Rhino dimension. Use it to annotate parametric drawings straight from the definition.",,Native,intermediate,display|dimensions|annotation|measurement,document|visualise,annotation|point,annotate|measure,,,https://grasshopperdocs.com/components/grasshopperdisplay/alignedDimension.html
,Amplitude,Grasshopper,Vector — Vector,Sets a vector's length to an exact value while keeping its direction. Use it to normalise mixed-length vectors before scaling moves or offsets by data.,,Native,intermediate,vector|magnitude|length,edit,,scale,,,https://grasshopperdocs.com/components/grasshoppervector/amplitude.html
,Arc,Grasshopper,Curve — Primitive,"Creates an arc on a plane from a radius and an angle domain. Use it for fan shapes, curved setting-out and partial revolutions.",,Native,beginner,curve|arc|primitive,create,curve,,,,https://grasshopperdocs.com/components/grasshoppercurve/arc.html
,Arc 3Pt,Grasshopper,Curve — Primitive,"Creates an arc passing through three points. The natural choice when an arc must hit known positions, such as a vault through survey points.",,Native,beginner,curve|arc|primitive|three points,create,curve|point,,,,https://grasshopperdocs.com/components/grasshoppercurve/arc3Pt.html
,Area,Grasshopper,Surface — Analysis,"Computes the area and centroid of surfaces, breps, meshes or planar closed curves. Essential for schedules of accommodation, facade take-offs and centring geometry.",,Native,beginner,surface|analysis|area|centroid|schedule,analyse|document,surface|solid|curve|mesh,measure,,,https://grasshopperdocs.com/components/grasshoppersurface/area.html
,Average,Grasshopper,Maths — Util,Computes the arithmetic mean of a list of numbers (or the average of points). Handy for finding centres of point clusters or summarising analysis results.,,Native,beginner,maths|util|statistics,analyse,point,measure,,,https://grasshopperdocs.com/components/grasshoppermaths/average.html
,Boolean,Grasshopper,Params — Primitive,A container for true/false values. Use it to store logical states that drive components such as Dispatch or Cull Pattern.,,Native,beginner,params|parametric|data|logic,organise,,,,,https://grasshopperdocs.com/components/geomgymifc/boolean.html
,Boolean Toggle,Grasshopper,Params — Input,A simple switch that outputs True or False when double-clicked. Typical uses include turning previews on and off and switching between two branches of a definition.,,Native,beginner,params|input|logic|interactive,create|edit,,,,,https://grasshopperdocs.com/components/grasshopperparams/booleanToggle.html
,Boundary Surfaces,Grasshopper,Surface — Freeform,"Creates planar surfaces from closed planar boundary curves, respecting holes when inner loops are supplied. The standard way to turn footprints and floor outlines into surfaces.",,Native,beginner,surface|freeform|planar|boundary,create,curve|surface,,,,https://grasshopperdocs.com/components/grasshoppersurface/boundarySurfaces.html
,Bounds,Grasshopper,Maths — Domain,"Finds the smallest domain that encloses a list of numbers, in other words its minimum-to-maximum extent. It is the usual first step before remapping analysis values into a 0–1 range.",,Native,intermediate,maths|domain|statistics,analyse,,measure,,,https://grasshopperdocs.com/components/grasshoppermaths/bounds.html
,Box Array,Grasshopper,Transform — Array,"Copies geometry through a three-dimensional grid of cells. Use it to stack modules in X, Y and Z at once, such as prefabricated units in a block.",,Native,intermediate,transform|array|3d|copies,transform|create,curve|surface|solid|mesh,array|copy,,,https://grasshopperdocs.com/components/grasshoppertransform/boxArray.html
,Box Morph,Grasshopper,Transform — Morph,Deforms geometry from a reference box into a target twisted box. Combined with Surface Box it populates freeform skins with adapted three-dimensional components — the backbone of many facade systems.,,Native,advanced,transform|morph|box|panelling|deformation,transform,curve|surface|solid|mesh,,,,https://grasshopperdocs.com/components/grasshoppertransform/boxMorph.html
,Brep,Grasshopper,Params — Geometry,A container parameter for boundary-representation solids and polysurfaces. Use it to reference Rhino polysurfaces into the canvas or to hold the output of solid operations.,,Native,beginner,params|parametric|container|data,organise,solid|surface,,,,https://grasshopperdocs.com/components/geomgymrevit/brep.html
,Brep | Brep,Grasshopper,Intersect — Physical,Computes the intersection curves and points where two breps meet. Use it to find junction lines between walls and roofs or clash lines between elements.,,Native,intermediate,intersect|intersection|curves|clash,analyse|edit,solid|surface|curve,cut,,,https://grasshopperdocs.com/components/grasshopperintersect/brepBrep.html
,Brep | Plane,Grasshopper,Intersect — Physical,"Intersects a brep with a plane, returning the section curves. Drive the plane's elevation with a slider and you have a live building section; repeat with Series for floor plans at every level.",,Native,intermediate,intersect|section|plane|slice,analyse|edit|document,solid|curve,cut,,,https://grasshopperdocs.com/components/grasshopperintersect/brepPlane.html
,Brep Join,Grasshopper,Surface — Util,"Joins adjacent breps and surfaces that share edges into fewer, larger breps. Use it to assemble faces back into a solid after editing them individually.",,Native,intermediate,surface|util|join|assembly,edit,solid|surface,join,,,https://grasshopperdocs.com/components/grasshoppersurface/brepJoin.html
,Button,Grasshopper,Params — Input,"A momentary push button that outputs True only while pressed, then reverts to False. Use it to fire one-off actions such as baking geometry or resetting a solver.",,Native,beginner,params|input|interactive|trigger,create,,,,,https://grasshopperdocs.com/components/grasshopperparams/button.html
,Cap Holes,Grasshopper,Surface — Util,"Fills planar openings in a brep to make it closed. Run it after extrusions or booleans that leave open ends, since many volume and boolean operations require watertight solids.",,Native,beginner,surface|util|cap|solid|watertight,edit,solid|surface,join,,,https://grasshopperdocs.com/components/grasshoppersurface/capHoles.html
,Catenary,Grasshopper,Curve — Spline,"Creates the natural hanging-chain curve between two points for a given length and gravity direction. Architects use it for efficient arch and shell profiles, inverted to work in pure compression.",,Native,intermediate,curve|spline|catenary|structure|form finding,create,curve,,,,https://grasshopperdocs.com/components/grasshoppercurve/catenary.html
,Center Box,Grasshopper,Surface — Primitive,"Creates a box centred on a plane with X, Y and Z half-dimensions. Useful for massing blocks and bounding volumes symmetrical about a point.",,Native,beginner,surface|primitive|box|massing,create,solid,,,,https://grasshopperdocs.com/components/grasshoppersurface/centerBox.html
,Circle,Grasshopper,Curve — Primitive,Creates a circle on a base plane with a given radius. Combine with planes along a curve to make frames for pipes and towers.,,Native,beginner,curve|circle|primitive,create,curve,,,,https://grasshopperdocs.com/components/grasshoppercurve/circle.html
,Circle CNR,Grasshopper,Curve — Primitive,"Creates a circle from a centre point, normal direction and radius. Useful when circles must sit perpendicular to a rail curve or surface normal.",,Native,beginner,curve|circle|primitive|normal,create,curve,,,,https://grasshopperdocs.com/components/grasshoppercurve/circleCNR.html
,Clean Tree,Grasshopper,Sets — Tree,"Strips null items, invalid data and empty branches out of a tree. Run it after intersections or projections that may return misses, so downstream components receive only valid geometry.",,Native,intermediate,sets|tree|data tree|cleanup|null,organise,,,,,https://grasshopperdocs.com/components/grasshoppersets/cleanTree.html
,Closest Point,Grasshopper,Vector — Point,"Finds which point in a cloud lies nearest to a test point, returning the point, its index and the distance. Use it to pair elements with their nearest neighbours or to look up positions in a reference set.",,Native,intermediate,vector|point|proximity|search,analyse,point,measure,,,https://grasshopperdocs.com/components/grasshoppervector/closestPoint.html
,Colour,Grasshopper,Params — Primitive,A container for ARGB colour values. Feed it into Custom Preview or Gradient workflows to control how geometry is displayed.,,Native,beginner,params|parametric|data|colour,organise|visualise,,,,,https://www.grasshopper3d.com/
,Colour Swatch,Grasshopper,Params — Input,Outputs a single colour chosen from a picker. Wire it into Custom Preview to give geometry a fixed display colour.,,Native,beginner,params|input|colour|visualisation,visualise,,,,,https://grasshopperdocs.com/components/grasshopperparams/colourSwatch.html
,Concatenate,Grasshopper,Sets — Text,Joins several text fragments into one string in input order. Use it to assemble labels such as panel names built from row and column numbers.,,Native,beginner,sets|text|string|label,organise|document,,annotate|join,,,https://grasshopperdocs.com/components/grasshoppersets/concatenate.html
,Cone,Grasshopper,Surface — Primitive,"Creates a cone from a base plane, radius and height. Use it for roof forms, light cones and transitional geometry.",,Native,beginner,surface|primitive|cone,create,solid|surface,,,,https://grasshopperdocs.com/components/grasshoppersurface/cone.html
,Construct Domain,Grasshopper,Maths — Domain,"Builds a numeric domain from a start and end value. Domains feed components that need an interval, such as Range, Remap Numbers or curve evaluation.",,Native,intermediate,maths|domain|interval,create,,,,,https://grasshopperdocs.com/components/grasshoppermaths/constructDomain.html
,Construct Mesh,Grasshopper,Mesh — Primitive,"Builds a mesh from a list of vertices and face definitions, with optional colours. Use it for full control of topology, for example when generating panels or importing data point-by-point.",,Native,advanced,mesh|construction|vertices|faces|topology,create,mesh|point,,,,https://grasshopperdocs.com/components/grasshoppermesh/constructMesh.html
,Construct Plane,Grasshopper,Vector — Plane,Builds a plane from an origin point and two axis vectors. Use it when geometry must follow a custom local orientation rather than the world axes.,,Native,intermediate,vector|plane|coordinate system|custom,create,,,,,https://grasshopperdocs.com/components/grasshoppervector/constructPlane.html
,Construct Point,Grasshopper,Vector — Point,"Creates a point from X, Y and Z coordinate values. It is the fundamental generator of positions, usually fed by sliders or Series components to set out grids.",,Native,beginner,vector|point|coordinates|parametric,create,point,,,,https://grasshopperdocs.com/components/grasshoppervector/constructPoint.html
,Contour,Grasshopper,Intersect — Mathematical,"Slices a brep or mesh with a series of parallel planes at a set spacing, returning the contour curves. The go-to component for site contours, sectional models and waffle structures.",,Native,intermediate,intersect|contours|sections|slices,analyse|edit|document,solid|mesh|curve,cut|array,,,https://grasshopperdocs.com/components/grasshopperintersect/contour.html
,Control Points,Grasshopper,Curve — Analysis,"Extracts a curve's control points, weights and knots. Use it to rebuild or deform curves by manipulating their control net directly.",,Native,advanced,curve|analysis|control points|nurbs,analyse|edit,curve|point,,,,https://grasshopperdocs.com/components/grasshoppercurve/controlPoints.html
,Convex Hull,Grasshopper,Mesh — Triangulation,"Finds the smallest convex polyline enclosing a set of points in a plane. Use it for site extents, bounding footprints and quick massing envelopes around scattered data.",,Native,intermediate,mesh|triangulation|hull|boundary,analyse|create,curve|point,,,,https://grasshopperdocs.com/components/grasshoppermesh/convexHull.html
,Cosine,Grasshopper,Maths — Trig,Computes the cosine of an angle given in radians. Pair it with Sine to place points on circles or to build periodic rhythms.,,Native,intermediate,maths|trig|trigonometry|wave,analyse,,,,,https://grasshopperdocs.com/components/grasshoppermaths/cosine.html
,Cross Product,Grasshopper,Vector — Vector,Computes the vector perpendicular to two input vectors. Use it to derive surface normals from edge directions or to build consistent local axes.,,Native,advanced,vector|perpendicular|normal,analyse|create,,,,,https://grasshopperdocs.com/components/grasshoppervector/crossProduct.html
,Cull Index,Grasshopper,Sets — Sequence,"Removes items at specific index positions from a list. Use it to delete known outliers, such as the first and last points of a division.",,Native,beginner,sets|sequence|filter|index,organise|edit,,,,,https://grasshopperdocs.com/components/grasshoppersets/cullIndex.html
,Cull Nth,Grasshopper,Sets — Sequence,Removes every Nth item from a list. A quick way to thin dense point sets or skip repeating structural bays.,,Native,beginner,sets|sequence|filter|pattern,organise|edit,,,,,https://grasshopperdocs.com/components/grasshoppersets/cullNth.html
,Cull Pattern,Grasshopper,Sets — Sequence,"Removes items from a list wherever a repeating Boolean pattern reads False. It is the standard way to filter geometry by rule — keep every other panel, drop items that fail a test, and so on.",,Native,beginner,sets|sequence|filter|pattern,organise|edit,,,,,https://grasshopperdocs.com/components/grasshoppersets/cullPattern.html
,Curvature,Grasshopper,Curve — Analysis,Evaluates the curvature vector and centre at a parameter on a curve. Use it to check how tightly a facade curve bends against material bending limits.,,Native,advanced,curve|analysis|curvature|fabrication,analyse,curve,measure,,,https://grasshopperdocs.com/components/grasshoppercurve/curvature.html
,Curve,Grasshopper,Params — Geometry,A container parameter for curve geometry referenced from Rhino or passed along a wire. Handy for staging referenced curves at the start of a definition and for internalising geometry so the file is self-contained.,,Native,beginner,params|parametric|container|data,organise,curve,,,,https://grasshopperdocs.com/components/geomgymifc/curve.html
,Curve | Curve,Grasshopper,Intersect — Physical,"Finds the intersection points between two curves, with the parameters on each. Combine with Shatter to cut curves precisely where they cross, as in grid and beam layouts.",,Native,beginner,intersect|intersection|points|curves,analyse,curve|point,,,,https://grasshopperdocs.com/components/grasshopperintersect/curveCurve.html
,Curve Array,Grasshopper,Transform — Array,Distributes copies of geometry along a curve. Use it to run repeating elements along a winding path where a linear array will not follow.,,Native,intermediate,transform|array|path|copies,transform|create,curve|surface|solid|mesh,array|copy,,,https://grasshopperdocs.com/components/grasshoppertransform/curveArray.html
,Curve Closest Point,Grasshopper,Curve — Analysis,"Finds the point on a curve nearest to a test point, returning the point, its parameter and the distance. Use it to snap external points onto a setting-out line or to measure clearances.",,Native,intermediate,curve|analysis|proximity|projection,analyse,curve|point,measure,,,https://grasshopperdocs.com/components/grasshoppercurve/curveClosestPoint.html
,Curve Frames,Grasshopper,Curve — Division,Places a set count of frames along a curve using its own tangent and curvature directions. A general alternative to Perp Frames when the curve's natural orientation is wanted.,,Native,intermediate,curve|division|frames|planes,create|analyse,curve,array,,,https://grasshopperdocs.com/components/grasshoppercurve/curveFrames.html
,Custom Preview,Grasshopper,Display — Preview,Overrides the default red/green preview with a chosen colour or material for the wired geometry. Combine it with Gradient to paint analysis results directly onto the model.,,Native,beginner,display|preview|colour|visualisation,visualise,curve|surface|solid|mesh|point,,,,https://grasshopperdocs.com/components/grasshopperdisplay/customPreview.html
,Cylinder,Grasshopper,Surface — Primitive,"Creates a cylinder from a base plane, radius and height. Handy for columns, cores and quick boolean subtractions.",,Native,beginner,surface|primitive|cylinder|column,create,solid|surface,,,,https://grasshopperdocs.com/components/grasshoppersurface/cylinder.html
,Data,Grasshopper,Params — Primitive,A generic container that accepts any data type without conversion. Use it as a neutral relay to tidy long wires or to internalise mixed data.,,Native,beginner,params|parametric|data|container,organise,,,,,https://www.grasshopper3d.com/
,Deconstruct,Grasshopper,Vector — Point,"Breaks a point into its X, Y and Z coordinate values. Use it to read positions for sorting, remapping or rebuilding points with one coordinate altered.",,Native,beginner,vector|point|coordinates,analyse,point,measure,,,https://grasshopperdocs.com/components/grasshoppervector/deconstruct.html
,Deconstruct Brep,Grasshopper,Surface — Analysis,"Breaks a brep into its faces, edges and vertices as separate lists. The gateway to working with individual faces of a massing model or the edge curves of a panel.",,Native,intermediate,surface|analysis|faces|edges|vertices,analyse|edit,solid|surface|curve|point,split,,,https://grasshopperdocs.com/components/grasshoppersurface/deconstructBrep.html
,Deconstruct Domain,Grasshopper,Maths — Domain,Splits a domain into its start and end values. Use it to read the extent of a curve's parameter space or the bounds returned by other components.,,Native,intermediate,maths|domain|interval,analyse,,,,,https://grasshopperdocs.com/components/grasshoppermaths/deconstructDomain.html
,Deconstruct Mesh,Grasshopper,Mesh — Analysis,"Splits a mesh into its vertices, faces, colours and normals. The starting point for per-vertex analysis, recolouring and topology edits.",,Native,intermediate,mesh|analysis|vertices|faces|normals,analyse|edit,mesh|point,split,,,https://grasshopperdocs.com/components/grasshoppermesh/deconstructMesh.html
,Deconstruct Plane,Grasshopper,Vector — Plane,"Splits a plane into its origin point and X, Y and Z axis vectors. Use it to inspect frames returned by curve or surface evaluation and reuse their parts.",,Native,intermediate,vector|plane|coordinate system,analyse,point,,,,https://grasshopperdocs.com/components/grasshoppervector/deconstructPlane.html
,Degrees,Grasshopper,Maths — Trig,"Converts angles from radians to degrees, typically for legible reporting. Use it when displaying angular results in panels or annotations.",,Native,beginner,maths|trig|angle|conversion,edit,,measure,,,https://grasshopperdocs.com/components/grasshoppermaths/degrees.html
,Delaunay Mesh,Grasshopper,Mesh — Triangulation,"Creates a triangulated mesh across a set of points using Delaunay logic, which avoids skinny triangles. The standard route from survey points to a terrain mesh.",,Native,intermediate,mesh|triangulation|delaunay|terrain,create,mesh|point,,,,https://grasshopperdocs.com/components/grasshoppermesh/delaunayMesh.html
,Dispatch,Grasshopper,Sets — List,"Routes list items into two outputs according to a Boolean pattern: True items go one way, False the other. Unlike Cull Pattern it keeps both groups, which makes it ideal for treating two populations differently and recombining later.",,Native,beginner,sets|list|filter|logic,organise,,split,,,https://grasshopperdocs.com/components/grasshoppersets/dispatch.html
,Distance,Grasshopper,Vector — Point,"Measures the straight-line distance between two points. It is the core of attractor patterns: distances to an attractor point are remapped to drive panel openings, heights or colours.",,Native,beginner,vector|point|measurement|attractor,analyse,point,measure,,,https://grasshopperdocs.com/components/grasshoppervector/distance.html
,Divide Curve,Grasshopper,Curve — Division,"Splits a curve into equal-length segments, outputting the division points, tangents and parameters. This is the default way to place repeating elements — columns, mullions, planting — along any curve.",,Native,beginner,curve|division|points|setting out,edit|create,curve|point,array|split,,,https://grasshopperdocs.com/components/grasshoppercurve/divideCurve.html
,Divide Distance,Grasshopper,Curve — Division,Places points along a curve so that each is a fixed straight-line (chord) distance from the previous one. Useful for panelising curved facades with flat elements of equal width.,,Native,intermediate,curve|division|points|chord,edit|create,curve|point,array,,,https://grasshopperdocs.com/components/grasshoppercurve/divideDistance.html
,Divide Domain²,Grasshopper,Surface — Util,Splits a surface's two-dimensional UV domain into a grid of U by V segments. Feed the resulting domains into Isotrim to panelise any surface.,,Native,intermediate,surface|util|domain|uv|panelling,edit|organise,surface,split,,,https://grasshopperdocs.com/components/grasshoppermaths/divideDomain.html
,Divide Length,Grasshopper,Curve — Division,"Places division points along a curve at a fixed length interval measured along the curve, leaving any remainder at the end. Use it when spacing must be exact, such as balustrade posts at set centres.",,Native,beginner,curve|division|points|spacing,edit|create,curve|point,array,,,https://grasshopperdocs.com/components/grasshoppercurve/divideLength.html
,Divide Surface,Grasshopper,Surface — Util,"Generates a grid of points, normals and UV coordinates across a surface at set U and V counts. Use it to set out facade nodes or sample a skin for analysis.",,Native,beginner,surface|util|division|grid|points,edit|analyse,surface|point,array,,,https://grasshopperdocs.com/components/grasshoppersurface/divideSurface.html
,Division,Grasshopper,Maths — Operators,"Divides the first input by the second. Useful for ratios, normalising values and converting totals into per-unit quantities.",,Native,beginner,maths|operators|arithmetic,analyse,,,,,https://grasshopperdocs.com/components/grasshoppermaths/division.html
,Domain,Grasshopper,Params — Primitive,"A container for one-dimensional numeric domains (an interval between two values). Domains describe curve and surface parameter spaces, so this parameter often sits beside Range or Remap Numbers.",,Native,intermediate,params|parametric|data|domain,organise,,,,,https://www.grasshopper3d.com/
,Dot Product,Grasshopper,Vector — Vector,Multiplies two vectors into a single number that reflects how aligned they are. Use it to test whether faces point towards the sun or to sort elements by orientation.,,Native,advanced,vector|alignment|angle|analysis,analyse,,measure,,,https://grasshopperdocs.com/components/grasshoppervector/dotProduct.html
