id,name,software,menu,description,shortcut,addon,difficulty,tags,intent_categories,object_types,outcomes,icon,gif,source
,Gamepad Navigation,Twinmotion,Viewport,"Lets a connected game controller drive the camera, which many clients find far more intuitive than mouse-and-keyboard during live design reviews. Analogue sticks give smooth, cinematic movement that also reads well when screen-recording an impromptu walkthrough.",,,beginner,navigation|gamepad|controller|presentation,visualise,view,navigate,,,https://twinmotionhelp.epicgames.com/
,Focus on Selection,Twinmotion,Viewport,"Snaps the camera to frame the currently selected object, saving long manual flights across a big site model. Combine it with the scene graph to jump straight to a named element such as a stair core or a specific unit.",F,,beginner,navigation|focus|frame|selection,visualise,view,navigate,,,https://twinmotionhelp.epicgames.com/
,Orbit Navigation,Twinmotion,Viewport,"Rotates the camera around a point of interest instead of turning in place, which suits object-centred inspection such as studying a facade study model from all sides. Pair it with focus-on-selection to orbit exactly around the element you are reviewing.",,,beginner,navigation|orbit|inspect|camera,visualise,view,navigate|rotate,,,https://twinmotionhelp.epicgames.com/
,Translate Gizmo,Twinmotion,Viewport,"Moves a selected object along an axis or plane using the on-screen arrows, with numeric entry available for precise offsets. Everyday use includes nudging furniture layouts, repositioning entourage and aligning imported context blocks with the site.",,,beginner,transform|move|gizmo|position,transform,mesh,move,,,https://twinmotionhelp.epicgames.com/
,Rotate Gizmo,Twinmotion,Viewport,"Spins a selected object about any axis using ring handles, with angle snapping for tidy orthogonal placement. Typical archviz work includes turning chairs towards a table, angling parked cars naturally and orienting trees so repeated assets read less obviously cloned.",,,beginner,transform|rotate|gizmo|angle,transform,mesh,rotate,,,https://twinmotionhelp.epicgames.com/
,Scale Gizmo,Twinmotion,Viewport,"Resizes a selected object uniformly or per axis, useful for varying vegetation and entourage so a scene avoids the copy-paste look. Scaling library people or doors is also a quick sanity check on the perceived proportions of a space.",,,beginner,transform|scale|gizmo|size,transform,mesh,scale,,,https://twinmotionhelp.epicgames.com/
,Duplicate Object,Twinmotion,Viewport,"Creates a copy of the selected object in place, ready to be moved into position. It is the fastest way to populate repeated elements such as balcony planters, street furniture and rows of luminaires without returning to the library each time.",Ctrl+D,,beginner,duplicate|copy|repeat,create|edit,mesh,copy,,,https://twinmotionhelp.epicgames.com/
,Undo,Twinmotion,Viewport,"Steps back through recent scene edits, from moved objects to painted vegetation strokes. Because Twinmotion encourages fast, experimental set dressing, a reliable undo history is what makes bold trial-and-error safe.",Ctrl+Z,,beginner,undo|history|revert,edit,,,,,https://twinmotionhelp.epicgames.com/
,Delete Object,Twinmotion,Viewport,Removes the selected object or container from the scene. Regularly clearing unused imports and stray assets keeps large presentation files responsive on review laptops.,Delete,,beginner,delete|remove|cleanup,edit|organise,mesh,cut,,,https://twinmotionhelp.epicgames.com/
,Scene Graph,Twinmotion,Viewport,"The hierarchical panel listing every object, container and imported model in the project, mirroring the structure that came in from the BIM tool. Selecting, renaming, hiding and re-parenting here is how large archviz scenes stay manageable as they grow.",,,beginner,hierarchy|scene graph|outliner|organisation,organise,layer,,,,https://twinmotionhelp.epicgames.com/
,Create Container,Twinmotion,Viewport,"Groups objects into a named folder in the scene graph so they can be moved, hidden or dressed as one unit. Containers are the natural home for design options, planting zones and furniture sets, and they underpin clean phasing and option comparisons.",,,beginner,container|group|organisation|options,organise,layer,join,,,https://twinmotionhelp.epicgames.com/
,Hide and Show Objects,Twinmotion,Viewport,"Toggles the visibility of objects or whole containers via the eye icon in the scene graph. It is the quickest way to compare design options live in a meeting, or to strip back a roof and slabs for a cutaway-style view.",,,beginner,visibility|hide|show|options,organise|visualise,layer|mesh,,,,https://twinmotionhelp.epicgames.com/
,Measurement Tool,Twinmotion,Library,"Places a live dimension between two points in the scene, reporting real-world distance in project units. Useful during reviews to verify clearances, ceiling heights and furniture spacing without going back to the drawing set.",,,beginner,measure|dimension|distance|tools,analyse|document,annotation,measure,,,https://twinmotionhelp.epicgames.com/
,Section Cube,Twinmotion,Library,"Drops a resizable box that hides everything outside (or inside) its bounds, producing an instant three-dimensional cutaway of the building. It is a favourite for dollhouse views of apartments and for explaining how floors stack in a section-style presentation shot.",,,intermediate,section|cutaway|box|tools,analyse|visualise,view|mesh,cut,,,https://twinmotionhelp.epicgames.com/
,Section Plane,Twinmotion,Library,"Slices the model along a single adjustable plane, revealing a clean live section that can be repositioned during a meeting. Ideal for cutting through a facade build-up or demonstrating floor-to-floor relationships in a rendered, populated scene.",,,intermediate,section|plane|cut|tools,analyse|visualise,view|mesh,cut,,,https://twinmotionhelp.epicgames.com/
,Note Tool,Twinmotion,Library,"Pins a text annotation to a location in the 3D scene, capturing review comments where they apply rather than in a separate document. Notes work well as a lightweight punch list during internal design reviews of the visualisation model.",,,beginner,note|annotation|review|comment,document,annotation,annotate,,,https://twinmotionhelp.epicgames.com/
,Library Asset Placement,Twinmotion,Library,"Drag any asset from the built-in library, from furniture and luminaires to rocks and construction equipment, straight into the viewport where it lands with sensible surface snapping. The library is the primary source of entourage that turns a bare BIM export into a lived-in scene.",,,beginner,library|assets|drag and drop|entourage|props,create,mesh,,,,https://twinmotionhelp.epicgames.com/
,Apply Material (Drag and Drop),Twinmotion,Materials,"Drop a material from the library directly onto any surface in the viewport to re-dress it instantly. Because the assignment happens per material slot, dropping onto one wall usually restyles every surface sharing that source material, which is exactly what you want when swapping a whole facade finish.",,,beginner,material|drag and drop|apply|finish,edit|visualise,surface|mesh,,,,https://twinmotionhelp.epicgames.com/
,Material Picker,Twinmotion,Materials,"An eyedropper that samples the material from any surface you click, loading it for editing or re-application elsewhere. Essential in imported BIM scenes where you need to find which of dozens of near-identical white materials a particular wall actually uses.",,,beginner,material|picker|eyedropper|sample,edit|analyse,surface,,,,https://twinmotionhelp.epicgames.com/
,Replace Material,Twinmotion,Materials,"Swaps one material for another across every surface that uses it in a single operation. This is the workhorse for turning generic import finishes into specified products, for example replacing a placeholder render with the actual brick throughout the scheme.",,,beginner,material|replace|swap|global,edit,surface|mesh,,,,https://twinmotionhelp.epicgames.com/
,X-Ray Material,Twinmotion,Materials,"Applies a translucent ghosted finish that lets viewers see through selected elements while keeping their outline legible. Architects use it to show a proposal within retained fabric, reveal structure behind cladding, or de-emphasise consented neighbouring massing.",,,beginner,material|x-ray|transparent|ghost|massing,visualise|analyse,surface|mesh,,,,https://twinmotionhelp.epicgames.com/
,Weathering Slider,Twinmotion,Materials,"Ages a material procedurally, adding wear, staining and patina as the slider increases. A touch of weathering stops timber, copper and concrete looking factory-fresh, and it can also illustrate to clients how a facade will mature over time.",,,intermediate,material|weathering|age|patina|realism,edit|visualise,surface,,,,https://twinmotionhelp.epicgames.com/
,Create Custom PBR Material,Twinmotion,Materials,"Builds a bespoke material from your own texture maps for colour, roughness, metallic and normal detail. This is how a practice brings a manufacturer's sampled finishes, or scanned site materials, into the scene at true physical scale.",,,intermediate,material|pbr|custom|texture|maps,create,surface,,,,https://twinmotionhelp.epicgames.com/
,Material Scale and UVs,Twinmotion,Materials,"Adjusts a material's texture size, rotation and offset so brick courses, board widths and tile modules read at their real dimensions. Getting scale right is one of the cheapest wins for photorealism, since oversized textures instantly betray a CG image.",,,intermediate,material|uv|scale|tiling|texture,edit,surface,scale|rotate,,,https://twinmotionhelp.epicgames.com/
,Glass Material,Twinmotion,Materials,"A family of glazing materials with control over tint, reflectivity, frosting and opacity. Fine-tuning glass is critical in archviz because curtain walling dominates many elevations, and believable reflections and transmission sell the whole image.",,,intermediate,material|glass|glazing|transparency|reflection,edit|visualise,surface,,,,https://twinmotionhelp.epicgames.com/
,Water Material,Twinmotion,Materials,"Applies animated water with adjustable wave height, colour and flow, suitable for pools, ponds and riverside sites. Drop it on a simple flat surface and it reads convincingly in both stills and animations without any simulation setup.",,,beginner,material|water|pool|animated,create|visualise,surface,,,,https://twinmotionhelp.epicgames.com/
,Grass Material,Twinmotion,Materials,"Generates three-dimensional blades of grass across any surface it is applied to, with control over height and density. It converts a flat green lawn export into a believable landscaped foreground in seconds, at far less cost than hand-scattering vegetation.",,,beginner,material|grass|lawn|landscape|procedural,create|visualise,surface,,,,https://twinmotionhelp.epicgames.com/
,Vegetation Paint,Twinmotion,Vegetation,"Scatters trees, shrubs and ground cover with an adjustable brush, mixing several species in one stroke with randomised size and rotation. It is the fastest route from an empty site plan to a credible landscape scheme, and density can be kept low on slower machines.",,,beginner,vegetation|paint|scatter|trees|landscape|brush,create,mesh|surface,array,,,https://twinmotionhelp.epicgames.com/
,Erase Vegetation,Twinmotion,Vegetation,"Removes painted vegetation within the brush radius, letting you clear paths, building footprints and sightlines after a broad planting pass. Working subtractively like this is usually quicker than placing every plant deliberately.",,,beginner,vegetation|erase|brush|clear,edit,mesh,cut,,,https://twinmotionhelp.epicgames.com/
,HQ Vegetation,Twinmotion,Vegetation,"High-detail tree and plant assets with realistic bark, foliage response to wind and full seasonal variation. Use them for hero planting near the camera while keeping standard assets in the background, balancing image quality against scene performance.",,,intermediate,vegetation|hq|trees|quality|seasons|wind,create|visualise,mesh,,,,https://twinmotionhelp.epicgames.com/
,Add Animated Character,Twinmotion,Characters,"Places ready-animated people who walk, sit, converse or work, bringing scale and life to interior and public-realm views. Populating a scheme with believable activity is often what shifts a client's reading of a space from diagram to place.",,,beginner,characters|people|animated|entourage|scale,create|visualise,mesh,,,,https://twinmotionhelp.epicgames.com/
,Character Path,Twinmotion,Characters,"Draws a route along which a stream of pedestrians walks continuously, with control over density, speed and the mix of people. Paths animate footfall through arcades, lobbies and streetscapes far more efficiently than placing individuals one by one.",,,intermediate,characters|path|crowd|pedestrians|animation,create|visualise,curve|mesh,array,,,https://twinmotionhelp.epicgames.com/
,Add Vehicle,Twinmotion,Vehicles,"Places cars, vans, bicycles and other vehicles from the library, either parked or ready to animate along a path. Parked vehicles are quiet but effective scale references in car parks, drop-offs and street scenes.",,,beginner,vehicles|cars|entourage|street,create,mesh,,,,https://twinmotionhelp.epicgames.com/
,Vehicle Path,Twinmotion,Vehicles,"Draws a carriageway route that generates continuous animated traffic with adjustable density, speed and vehicle mix. A little background traffic on surrounding roads anchors a proposal in its real urban context in videos and live walkthroughs.",,,intermediate,vehicles|path|traffic|animation|roads,create|visualise,curve|mesh,array,,,https://twinmotionhelp.epicgames.com/
,Omni Light,Twinmotion,Lights,"A point source that emits light in every direction, with intensity, colour temperature and shadow controls. Use it for pendant fittings, table lamps and general fill where the fixture itself does not need a directional beam.",,,beginner,light|omni|point light|interior,create|visualise,,,,,https://twinmotionhelp.epicgames.com/
,Spot Light,Twinmotion,Lights,"A directional cone of light with adjustable beam angle, intensity and colour, mimicking downlights, track spots and facade uplighters. Aiming a few well-placed spots is the core of any convincing dusk exterior or gallery interior.",,,beginner,light|spot|downlight|beam|accent,create|visualise,,,,,https://twinmotionhelp.epicgames.com/
,Area Light,Twinmotion,Lights,"A rectangular emitter producing soft, even illumination with gentle shadows, ideal for luminous ceilings, backlit signage and window fill. Its diffuse quality suits contemporary interiors where harsh point shadows would look wrong.",,,intermediate,light|area|soft|panel|diffuse,create|visualise,,,,,https://twinmotionhelp.epicgames.com/
,IES Light Profile,Twinmotion,Lights,"Loads a manufacturer's photometric IES file onto a light so its beam spread matches the real specified fitting. This lets lighting designers preview genuine product distributions, wall-washing patterns and scallops rather than generic cones.",,,advanced,light|ies|photometric|manufacturer|specification,edit|analyse|visualise,,,,,https://twinmotionhelp.epicgames.com/
,Time of Day,Twinmotion,Settings,"Drags the sun through a full day cycle, from pre-dawn blue through golden hour to night, updating shadows and sky in real time. Scrubbing the slider live in a meeting is a persuasive way to discuss solar access, overshadowing and evening character.",,,beginner,environment|sun|time of day|shadows|daylight,visualise|analyse,view,,,,https://twinmotionhelp.epicgames.com/
,Geographic Location,Twinmotion,Settings,"Sets the project's latitude, longitude, date and north orientation so the sun follows an astronomically correct path for the real site. Accurate solar geometry matters when images support daylight statements or rights-of-light discussions.",,,intermediate,environment|location|latitude|north|sun study,analyse|document,view,,,,https://twinmotionhelp.epicgames.com/
,Weather Control,Twinmotion,Settings,"Blends between clear, cloudy, rainy and snowy conditions, complete with wet surfaces, falling precipitation and settled snow. Showing a scheme in honest overcast British weather, not just permanent sunshine, adds credibility to planning imagery.",,,beginner,environment|weather|rain|snow|clouds,visualise,view,,,,https://twinmotionhelp.epicgames.com/
,Seasons Slider,Twinmotion,Settings,"Shifts compatible vegetation through spring blossom, summer foliage, autumn colour and bare winter branches across the whole scene at once. Winter views are particularly valuable for landscape and planning work, since deciduous screening disappears and true visibility is revealed.",,,beginner,environment|seasons|vegetation|winter|landscape,visualise|analyse,view|mesh,,,,https://twinmotionhelp.epicgames.com/
,HDRI Sky,Twinmotion,Settings,Replaces the procedural sky with a high dynamic range panoramic image that drives both the backdrop and the scene's ambient lighting. A well-chosen HDRI gives stills the nuanced sky and naturalistic light balance that procedural skies rarely match.,,,intermediate,environment|hdri|sky|lighting|backdrop,visualise,view,,,,https://twinmotionhelp.epicgames.com/
,Global Illumination (Lumen),Twinmotion,Settings,"Enables Unreal Engine's Lumen dynamic global illumination inside Twinmotion, so bounced light and colour bleed update in real time as you edit. Interiors gain naturally lit corners and soft indirect gradients without any baking step.",,,intermediate,lighting|lumen|global illumination|real time|bounce,visualise,view,,,,https://twinmotionhelp.epicgames.com/
,Path Tracer,Twinmotion,Settings,"Switches final output to a physically based path-traced renderer that accumulates samples for accurate soft shadows, caustic-free glass and refined indirect light. Use it for hero marketing stills where render time is acceptable, keeping the real-time renderer for interactive review.",,Requires a ray-tracing capable GPU,advanced,render|path tracer|ray tracing|quality|stills,visualise,view,,,,https://twinmotionhelp.epicgames.com/
,Reflection Settings,Twinmotion,Settings,"Chooses how reflections are computed, from fast screen-space methods to more accurate ray-traced options on capable hardware. Glazed facades and polished floors dominate archviz imagery, so a small step up in reflection quality can noticeably lift a scene.",,,advanced,render|reflections|ray tracing|screen space|glazing,visualise,view,,,,https://twinmotionhelp.epicgames.com/
,Render Quality Presets,Twinmotion,Settings,"Sets the viewport's overall quality tier, trading shadow fidelity, vegetation density and effects against frame rate. Drop to a lower preset while modelling on a laptop, then raise it for client-facing sessions and final output checks.",,,beginner,render|quality|performance|viewport|presets,visualise|organise,view,,,,https://twinmotionhelp.epicgames.com/
,Field of View,Twinmotion,Cameras,"Adjusts the camera's focal length, from wide interior views that capture a whole room to longer lenses that flatten and calm an elevation shot. Choosing a restrained focal length is a hallmark of professional architectural photography that translates directly into archviz.",,,beginner,camera|fov|focal length|composition,visualise,view,,,,https://twinmotionhelp.epicgames.com/
,Depth of Field,Twinmotion,Cameras,"Simulates lens focus, softly blurring foreground or background around a chosen focal distance. Used sparingly it directs attention to a doorway or material junction; overdone it makes buildings look like miniatures, so restraint pays.",,,intermediate,camera|depth of field|focus|blur|photography,visualise,view,,,,https://twinmotionhelp.epicgames.com/
,Two-Point Perspective,Twinmotion,Cameras,"Corrects converging verticals so columns and facade edges stand perfectly upright, exactly as a tilt-shift lens would in architectural photography. It is near-mandatory for formal exterior stills and courtyard views where leaning verticals look amateur.",,,intermediate,camera|perspective|verticals|tilt shift|correction,visualise,view,,,,https://twinmotionhelp.epicgames.com/
,Exposure and White Balance,Twinmotion,Cameras,"Tunes the image's brightness and colour temperature, balancing warm interior lighting against cool daylight through the glazing. Manual exposure keeps a series of views consistent, which matters when a set of images must hang together in a planning document.",,,intermediate,camera|exposure|white balance|colour temperature|grading,visualise|edit,view,,,,https://twinmotionhelp.epicgames.com/
,Create Image,Twinmotion,Media,"Saves the current viewpoint as a named still in the media list, capturing camera position, lens settings and its own ambience. Building a library of agreed views early means every design revision can be re-rendered from identical camera positions for clean comparisons.",,,beginner,media|image|viewpoint|still|render,create|document|visualise,view,,,,https://twinmotionhelp.epicgames.com/
,Create Panorama,Twinmotion,Media,"Captures a 360-degree spherical view from the current camera position, ready for interactive viewing or a VR headset. Panoramas are a lightweight halfway house between stills and a full walkthrough, letting clients look around a room from a fixed point.",,,beginner,media|panorama|360|vr|immersive,create|visualise,view,,,,https://twinmotionhelp.epicgames.com/
,Panorama Set,Twinmotion,Media,"Links multiple panoramas into a connected virtual tour where viewers hop between rooms via hotspots. It approximates an estate-agent style walkthrough without any game-engine packaging, and shares neatly through Twinmotion Cloud.",,,intermediate,media|panorama set|virtual tour|360|hotspots,create|organise|visualise,view,,,,https://twinmotionhelp.epicgames.com/
,Create Video Clip,Twinmotion,Media,"Starts a new animation by recording camera keyframes along a route through the scene, which Twinmotion smooths into a continuous move. Short, slow clips of a handful of seconds each usually edit together better than one long meandering flythrough.",,,intermediate,media|video|animation|flythrough|camera,create|visualise,view,navigate,,,https://twinmotionhelp.epicgames.com/
,Edit Video Keyframes,Twinmotion,Sequencer,"Refines the recorded camera positions inside a video clip, adjusting each keyframe's placement, timing and easing. Careful keyframe editing turns a rough scouting pass into a steady, deliberate camera move worthy of a marketing film.",,,intermediate,sequencer|keyframes|video|camera|timing,edit|visualise,view,move,,,https://twinmotionhelp.epicgames.com/
,Add Video Part,Twinmotion,Sequencer,"Appends an additional segment to a video so several camera moves cut together into one exported film. Each part can carry its own ambience, allowing a single video to move from dawn exterior to daytime interior to dusk aerial.",,,intermediate,sequencer|video|parts|editing|sequence,create|organise,view,,,,https://twinmotionhelp.epicgames.com/
,Media Ambience Overrides,Twinmotion,Media,"Stores independent lighting, weather and season settings on each saved image, panorama or video part, overriding the live scene state. This lets one project file hold a midsummer noon planning view, a rainy dusk mood shot and a winter sun study side by side.",,,intermediate,media|ambience|per-view settings|lighting|weather,edit|organise|visualise,view,,,,https://twinmotionhelp.epicgames.com/
,Phasing Animation,Twinmotion,Media,Animates containers appearing or disappearing over a timeline to tell a construction-sequence or masterplan-delivery story. Grouping the model by phase in the scene graph first is the key preparation step for a clean phasing film.,,,advanced,phasing|construction sequence|timeline|4d|masterplan,create|document|visualise,view|layer,,,,https://twinmotionhelp.epicgames.com/
,Export Image,Twinmotion,Export,"Renders saved viewpoints to image files at up to very high resolutions suitable for print boards and competition panels. Resolution, format and the choice of real-time or path-traced rendering are set per export batch.",,,beginner,export|image|render|resolution|print,document|visualise,view,,,,https://twinmotionhelp.epicgames.com/
,Export Video,Twinmotion,Export,"Renders assembled video clips to a movie file, with control over resolution, frame rate and quality. Overnight path-traced exports are common for final films, while quick real-time exports serve internal review cuts.",,,intermediate,export|video|animation|movie|render,document|visualise,view,,,,https://twinmotionhelp.epicgames.com/
,Export Panorama,Twinmotion,Export,"Renders saved panoramas as equirectangular images ready for online 360 viewers, VR headsets or Twinmotion Cloud. Stereo output options improve depth perception when the panorama will be viewed in a headset.",,,intermediate,export|panorama|360|vr|equirectangular,document|visualise,view,,,,https://twinmotionhelp.epicgames.com/
,Export Presentation,Twinmotion,Export,"Packages the scene as a standalone interactive executable, the successor to the BIMmotion format, that runs on a machine without Twinmotion installed. Recipients can walk the scheme freely or follow your saved viewpoints, making it a strong leave-behind after a client meeting.",,,intermediate,export|presentation|standalone|bimmotion|interactive,document|visualise,view,navigate,,,https://twinmotionhelp.epicgames.com/
,Twinmotion Cloud Publish,Twinmotion,Export,"Uploads panoramas and interactive presentations to Epic's cloud streaming service, generating a link that clients open in a web browser with no installation. Cloud sharing removes the hardware barrier entirely, since the scene streams from a remote GPU to any laptop or tablet.",,Twinmotion Cloud account,intermediate,cloud|share|streaming|browser|presentation,document|visualise,view,,,,https://twinmotionhelp.epicgames.com/
,Export to Unreal Engine,Twinmotion,Export,"Sends the Twinmotion scene, including geometry, materials, lights and many placed assets, into an Unreal Engine project via Datasmith. Teams use this bridge when a project outgrows Twinmotion, for example to build a bespoke configurator, high-end film or fully custom interactive experience.",,Unreal Engine 5 with Datasmith,advanced,export|unreal engine|datasmith|pipeline|handover,document|create,mesh|view,,,,https://twinmotionhelp.epicgames.com/
