id,name,software,menu,description,shortcut,addon,difficulty,tags,intent_categories,object_types,outcomes,icon,gif,source
,Type Tool,Illustrator,Toolbar,Creates point text with a click or area text with a drag. Everything from board titles to plan labels and key notes starts here.,T,,beginner,tool|type|annotation,create|document,annotation,annotate,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Type on a Path Tool,Illustrator,Toolbar,"Flows text along any drawn path. Used for labelling curved roads and rivers on masterplans, or running a title around a circular diagram.",,,intermediate,tool|type|path,create|document,annotation|curve,annotate,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Line Segment Tool,Illustrator,Toolbar,"Draws individual straight lines; hold Shift for exact horizontals, verticals and 45-degree angles. The staple for leader lines, section markers and hatching bases in diagrams.",\,,beginner,tool|line,create,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Rectangle Tool,Illustrator,Toolbar,"Draws rectangles and squares as live shapes with editable corner radii. The starting point for room blocks, bar-chart diagrams and panel frames on portfolio layouts.",M,,beginner,tool|shape,create,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Rounded Rectangle Tool,Illustrator,Toolbar,Draws rectangles with pre-rounded corners; the arrow keys adjust the radius while dragging. Useful for soft-edged diagram cards and button-like labels in presentation graphics.,,,beginner,tool|shape|corners,create,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Ellipse Tool,Illustrator,Toolbar,"Draws ellipses and, with Shift, perfect circles. Constantly used for bubble diagrams, tree canopies in plan and circulation nodes.",L,,beginner,tool|shape,create,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Polygon Tool,Illustrator,Toolbar,"Draws regular polygons, with arrow keys changing the number of sides mid-drag. Reached for when a hexagonal grid or triangular annotation marker is needed.",,,beginner,tool|shape|polygon,create,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Star Tool,Illustrator,Toolbar,"Draws stars with adjustable point counts and radii. Occasionally useful for map markers, ratings graphics or decorative diagram accents.",,,beginner,tool|shape|star,create,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Paintbrush Tool,Illustrator,Toolbar,"Draws paths that carry a brush stroke, from calligraphic nibs to art brushes. Used to give diagram linework a hand-drawn warmth or apply textured edges to plan graphics.",B,,intermediate,tool|brush|stroke,create,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Pencil Tool,Illustrator,Toolbar,"Draws freehand paths that follow your drag, with adjustable smoothing. Good for loose concept-sketch linework over a plan without the formality of the Pen.",N,,beginner,tool|freehand|sketch,create,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Smooth Tool,Illustrator,Toolbar,Drag along a wobbly path to relax it and remove excess anchor points. The quick fix for jittery hand-traced contours and sketchy diagram lines.,,,beginner,tool|path|smoothing,edit,curve,smooth,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Blob Brush Tool,Illustrator,Toolbar,"Paints strokes that become filled, merged shapes rather than stroked paths. Ideal for chunky freehand poche, shadow blocks and marker-style diagram fills.",Shift+B,,intermediate,tool|brush|filled shapes,create,curve,join,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Eraser Tool,Illustrator,Toolbar,"Rubs away vector artwork, cutting and reshaping the underlying paths. Useful for carving openings out of filled diagram shapes without Pathfinder gymnastics.",Shift+E,,beginner,tool|erase|vector,edit,curve,cut,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Scissors Tool,Illustrator,Toolbar,"Cuts a path at the point you click, leaving open ends. Used to break a plan outline so one segment can take a different lineweight or dashed style.",C,,intermediate,tool|cut|path,edit,curve|point,cut|split,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Knife Tool,Illustrator,Toolbar,"Slices through filled objects along a freehand or straight drag, producing closed shapes on both sides. Handy for splitting a site plan area into phased zones.",,,intermediate,tool|cut|shapes,edit,curve,cut|split,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Rotate Tool,Illustrator,Toolbar,Rotates the selection around a movable reference point; Alt-click sets the point and opens the dialogue for exact angles and copies. Rotating copies around a centre is the classic way to array seats or trees around a focal space.,R,,intermediate,tool|transform|rotate,transform,curve,rotate|array|copy,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Reflect Tool,Illustrator,Toolbar,"Mirrors the selection across an axis through a chosen reference point, optionally as a copy. Perfect for symmetrical plan elements - draw half a facade diagram and mirror the rest.",O,,intermediate,tool|transform|mirror,transform,curve,mirror|copy,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Scale Tool,Illustrator,Toolbar,"Resizes the selection about a reference point, with a dialogue for exact percentages and the choice of scaling strokes too. Useful for rescaling drawing content to a new metric scale while controlling lineweight behaviour.",S,,intermediate,tool|transform|scale,transform,curve,scale,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Shear Tool,Illustrator,Toolbar,Skews the selection along an axis around a reference point. Used to fake quick axonometric projections of plan shapes for exploded diagrams.,,,advanced,tool|transform|skew,transform,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Free Transform Tool,Illustrator,Toolbar,"Combines scale, rotate, distort and perspective distortion in one widget. Reached for when an image or graphic must be pushed into a rough perspective on a board.",E,,intermediate,tool|transform,transform,curve,scale|rotate,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Width Tool,Illustrator,Toolbar,"Varies a stroke's width along its length by dragging at any point. Gives plan and section linework calligraphic emphasis, thickening cut lines and tapering leader ends.",Shift+W,,intermediate,tool|stroke|width,edit,curve,thicken,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Shape Builder Tool,Illustrator,Toolbar,"Merges or subtracts overlapping shapes by simply dragging across the regions you want, or Alt-dragging to delete. The intuitive alternative to Pathfinder for composing plan poche and diagram geometry.",Shift+M,,intermediate,tool|boolean|shapes,create|edit,curve,join|cut,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Live Paint Bucket Tool,Illustrator,Toolbar,"Fills any enclosed region formed by overlapping paths, treating linework like a colouring book. Excellent for colouring imported CAD plans where rooms are bounded but not closed shapes.",K,,intermediate,tool|fill|live paint,create|edit,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Mesh Tool,Illustrator,Toolbar,Adds a gradient mesh to a shape so colour can be blended freely across its surface. An advanced technique for soft site-plan shading or painterly sky panels in vector.,U,,advanced,tool|gradient|mesh,create|visualise,curve|mesh,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Gradient Tool,Illustrator,Toolbar,"Applies and adjusts linear, radial and freeform gradients directly on the object. Used for graded diagram fills, subtle depth on plan figures and sky bands in vector visuals.",G,,beginner,tool|gradient|fill,create|visualise,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Eyedropper Tool,Illustrator,Toolbar,"Samples and applies complete appearance attributes - fill, stroke, type styling - from one object to another. The fastest way to make a new element match the drawing's established graphic language.",I,,beginner,tool|sampling|appearance,edit,curve,copy,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Blend Tool,Illustrator,Toolbar,"Generates intermediate steps between two or more objects, blending shape and colour. Useful for contour-like transitions, arrayed steps along a path and smooth colour ramps in diagrams.",W,,advanced,tool|blend|interpolation,create,curve,array,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Symbol Sprayer Tool,Illustrator,Toolbar,"Sprays instances of a symbol across the artboard, with companion tools to shift, size and tint them. An efficient way to scatter trees or people symbols over a masterplan while keeping the file light.",Shift+S,,intermediate,tool|symbols|scatter,create,curve,array|copy,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Artboard Tool,Illustrator,Toolbar,"Creates, resizes and rearranges artboards within the document. Used to set up a suite of board sizes or one artboard per diagram for tidy multi-page export.",Shift+O,,beginner,tool|artboards|layout,create|organise,layout,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Hand Tool,Illustrator,Toolbar,Pans around the canvas; hold the spacebar to borrow it from any tool. Second nature when working across a large masterplan at high zoom.,H,,beginner,tool|navigation,analyse,view,navigate,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Zoom Tool,Illustrator,Toolbar,"Zooms the view in with a click or scrubby drag, and out with Alt held. Constantly used to swing between whole-board composition and anchor-level path editing.",Z,,beginner,tool|navigation|zoom,analyse,view,navigate,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Rotate View Tool,Illustrator,Toolbar,Tilts the canvas view without rotating the artwork itself. Comfortable for drawing along an angled street grid or annotating a rotated site plan.,Shift+H,,beginner,tool|navigation|rotation,analyse,view,rotate|navigate,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Toggle Fill and Stroke,Illustrator,Toolbar,Switches whether the fill or the stroke swatch is active for editing. A tiny key press that prevents endlessly recolouring the wrong attribute.,X,,beginner,appearance|fill|stroke,edit,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Swap Fill and Stroke,Illustrator,Toolbar,Exchanges the current fill and stroke colours on the selection. Quick when flipping between outlined and solid versions of diagram elements.,Shift+X,,beginner,appearance|fill|stroke,edit,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Default Fill and Stroke,Illustrator,Toolbar,Resets the selection to a white fill with a black stroke. A clean starting state before styling new construction lines or test shapes.,D,,beginner,appearance|reset,edit,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,None (No Fill or Stroke),Illustrator,Toolbar,Sets the active fill or stroke attribute to none. Used constantly to strip fills from boundary lines or strokes from colour blocks in plan graphics.,/,,beginner,appearance|none,edit,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Join,Illustrator,Object > Path,"Connects the endpoints of open paths, closing gaps with a straight segment or fusing coincident ends. Constantly needed to close boundaries in imported CAD linework before filling.",Ctrl+J,,beginner,path|join,edit,curve|point,join,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Average,Illustrator,Object > Path,"Moves selected anchor points onto a shared horizontal, vertical or central position. Paired with Join to snap two loose line ends exactly on top of each other before fusing them.",Ctrl+Alt+J,,advanced,path|anchors|align,edit,point,move,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Outline Stroke,Illustrator,Object > Path,"Converts a stroked line into a filled closed shape of the same visible width. Essential before booleans on lineweights, and for freezing stroke widths ahead of scaling or laser-cutting exports.",,,intermediate,path|stroke|convert,edit|transform,curve,thicken,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Offset Path,Illustrator,Object > Path,"Creates a new path a set distance inside or outside the original. Directly useful for wall thicknesses, setback lines and concentric diagram rings at exact spacings.",,,intermediate,path|offset,create|edit,curve,offset|copy,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Simplify,Illustrator,Object > Path,Reduces the number of anchor points on a path while preserving its shape as closely as possible. The remedy for bloated paths from Image Trace or GIS and CAD imports.,,,intermediate,path|cleanup|anchors,edit,curve|point,smooth,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Add Anchor Points,Illustrator,Object > Path,Inserts a new anchor point midway along every selected segment. Useful before distortions or scripts that need denser geometry to work with.,,,intermediate,path|anchors,edit,curve|point,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Divide Objects Below,Illustrator,Object > Path,Uses the selected path as a cookie cutter to slice everything beneath it. A quick way to cut a masterplan graphic along a phase line or site boundary.,,,advanced,path|cut,edit,curve,cut|split,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Make Compound Path,Illustrator,Object > Compound Path,"Combines paths so overlapping areas become holes, like the counter of a letter O. How you punch courtyard voids through a building footprint while keeping it one object.",Ctrl+8,,intermediate,path|compound|holes,edit|organise,curve,join|cut,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Pathfinder Panel,Illustrator,Window,"Hosts the boolean shape operations: unite, subtract, intersect, exclude and the divider modes. The engine room for constructing plan poche and diagram geometry from overlapping primitives.",Shift+Ctrl+F9,,intermediate,panel|boolean|shapes,edit,curve,join|cut,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Pathfinder: Unite,Illustrator,Pathfinder Panel,Merges the selected shapes into one combined outline. Used to fuse overlapping room blocks into a single building footprint.,,,beginner,boolean|merge,edit,curve,join,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Pathfinder: Minus Front,Illustrator,Pathfinder Panel,"Subtracts the front shape from the one behind it. The standard move for cutting openings, courtyards and notches out of plan shapes.",,,beginner,boolean|subtract,edit,curve,cut,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Pathfinder: Intersect,Illustrator,Pathfinder Panel,Keeps only the area where the selected shapes overlap. Handy for trimming a hatch or colour field precisely to a site boundary.,,,intermediate,boolean|intersect,edit,curve,cut,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Pathfinder: Divide,Illustrator,Pathfinder Panel,Slices all selected shapes into separate faces along every overlap. Useful for splitting a plan into individually colourable zones defined by crossing boundary lines.,,,intermediate,boolean|divide,edit,curve,split|cut,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Group,Illustrator,Object,"Binds the selected objects so they select and transform as one. Grouping each tree symbol, each key entry and each diagram element keeps complex plans manageable.",Ctrl+G,,beginner,organisation|groups,organise,curve|layer,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Ungroup,Illustrator,Object,Releases the selected group back into independent objects. Often applied repeatedly to dismantle deeply nested imports from CAD or PDF.,Ctrl+Shift+G,,beginner,organisation|groups,organise,curve|layer,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Lock Selection,Illustrator,Object > Lock,Locks the selected objects so they cannot be selected or moved. Lock the base plan underlay before drawing over it and nothing shifts by accident.,Ctrl+2,,beginner,organisation|lock,organise,curve|layer,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Unlock All,Illustrator,Object,Unlocks every locked object in the document. The counterpart to habitual locking when it is finally time to move the underlay.,Ctrl+Alt+2,,beginner,organisation|lock,organise,curve|layer,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Hide Selection,Illustrator,Object > Hide,Hides the selected objects from view and selection. Useful for temporarily clearing annotation clutter while composing the underlying drawing.,Ctrl+3,,beginner,organisation|visibility,organise,curve|layer,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Show All,Illustrator,Object,Reveals every hidden object again. Worth pressing before export - hidden elements are easy to forget entirely.,Ctrl+Alt+3,,beginner,organisation|visibility,organise,curve|layer,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Bring to Front,Illustrator,Object > Arrange,Moves the selection above everything else in its layer. Keeps labels and leader lines reading clearly over dense plan graphics.,Ctrl+Shift+],,beginner,stacking|arrange,organise,curve|layer,move,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Bring Forward,Illustrator,Object > Arrange,Raises the selection one step in the stacking order. For fine-tuning which diagram element overlaps which.,Ctrl+],,beginner,stacking|arrange,organise,curve|layer,move,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Send Backward,Illustrator,Object > Arrange,Lowers the selection one step in the stacking order. Used when a colour block should sit just beneath its outline but above the base map.,Ctrl+[,,beginner,stacking|arrange,organise,curve|layer,move,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Send to Back,Illustrator,Object > Arrange,Drops the selection beneath everything else in its layer. Typically applied to background tints and base-map imagery.,Ctrl+Shift+[,,beginner,stacking|arrange,organise,curve|layer,move,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Align Panel,Illustrator,Window,"Aligns and distributes selected objects relative to each other, a key object or the artboard. Indispensable for regimenting legends, image grids and repeated diagram frames.",Shift+F7,,beginner,panel|align|distribute,organise,curve|layout,move|array,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Transform Again,Illustrator,Object > Transform,"Repeats the last move, rotation, scale or reflection, including its copy option. Move-copy once then hammer Ctrl+D to array fence posts, grid lines or parking bays at perfect spacing.",Ctrl+D,,beginner,transform|repeat|array,transform,curve,array|copy,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Transform Each,Illustrator,Object > Transform,"Transforms every selected object around its own centre rather than a shared one, with optional random variation. Perfect for resizing or jittering a field of tree symbols so they stop looking stamped.",Ctrl+Alt+Shift+D,,advanced,transform|individual|random,transform,curve,scale|rotate|move,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Move (Transform),Illustrator,Object > Transform,"Opens a dialogue for numeric movement by exact distance and angle, with a copy option. The precise way to shift drawing elements a known site dimension, scaled to the drawing.",Shift+Ctrl+M,,intermediate,transform|move|numeric,transform,curve,move|copy,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Paste in Front,Illustrator,Edit,"Pastes the clipboard at its exact original position, directly in front of the selection. Vital for stacking duplicate boundaries in perfect registration, such as a clipping copy over its source.",Ctrl+F,,intermediate,clipboard|paste|registration,edit,curve,copy,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Paste in Back,Illustrator,Edit,Pastes the clipboard at its original position but behind the selection. Useful for slipping a tint or halo shape exactly beneath existing linework.,Ctrl+B,,intermediate,clipboard|paste|registration,edit,curve,copy,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Paste in Place,Illustrator,Edit,"Pastes at the same coordinates as the source, including across documents. Keeps registration when moving drawing content between board files sharing an artboard size.",Ctrl+Shift+V,,beginner,clipboard|paste,edit,curve,copy,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Isolation Mode,Illustrator,Object,Double-click a group to edit its contents alone while everything else dims and locks. The sanest way to adjust one element inside a densely grouped masterplan.,,,intermediate,organisation|editing|groups,organise|edit,curve|layer,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Swatches Panel,Illustrator,Window,"Stores fills, strokes, gradients and patterns for reuse, including global swatches that update every use when edited. Define your plan palette as global colours and a whole drawing recolours in one edit.",,,beginner,panel|colour|swatches,organise|edit,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Recolour Artwork,Illustrator,Edit > Edit Colours,"Remaps every colour in the selection through a single dialogue, with harmonies and reduction options. Transforms a whole diagram to a new palette in minutes - ideal for matching office brand colours or testing schemes.",,,intermediate,colour|palette|remap,edit|visualise,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Transparency Panel,Illustrator,Window,"Controls opacity and blend modes, and creates opacity masks for gradual fades. Multiply here is the everyday mode for layering colour zones over base plans without hiding linework.",Shift+Ctrl+F10,,intermediate,panel|opacity|blend modes,edit|visualise,curve|layer,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Appearance Panel,Illustrator,Window,"Lists and edits every fill, stroke and effect stacked on the selected object, in order. Lets one path carry a double lineweight or a casing-and-centreline road style without duplicate geometry.",Shift+F6,,advanced,panel|appearance|styles,edit|organise,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Stroke Panel,Illustrator,Window,"Controls stroke weight, caps, corners, dashes and arrowheads. Where drawing conventions live: dashed setback lines, section arrows and consistent lineweight hierarchies.",Ctrl+F10,,beginner,panel|stroke|lineweight,edit|document,curve,thicken,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Graphic Styles Panel,Illustrator,Window,"Saves complete appearance recipes that can be applied to any object with one click. Build styles for cut walls, glazing and vegetation once, then keep every drawing in the set consistent.",Shift+F5,,intermediate,panel|styles|consistency,organise|edit,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Create Outlines,Illustrator,Type,"Converts live text into vector shapes, freezing it against font substitution. Standard practice before sending board files to print bureaus or cutting text on a laser - keep an editable copy first.",Ctrl+Shift+O,,beginner,type|outlines|print,edit|document,annotation|curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Character Panel,Illustrator,Window > Type,"Sets typeface, size, leading, tracking and other character attributes. The control centre for a coherent typographic hierarchy across labels, titles and key notes.",Ctrl+T,,beginner,panel|type|typography,document|edit,annotation,annotate,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Paragraph Panel,Illustrator,Window > Type,"Controls alignment, justification, indents and spacing for paragraphs. Used to keep blocks of narrative text and long key lists tidy on presentation boards.",Ctrl+Alt+T,,beginner,panel|type|paragraph,document|edit,annotation,annotate,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Area Type,Illustrator,Type,"Flows text inside any closed shape, created by clicking a path with the Type Tool. Lets project descriptions wrap neatly within irregular panel shapes on a board layout.",,,intermediate,type|text frame,create|document,annotation|curve,annotate,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Layers Panel,Illustrator,Window,"Organises artwork into layers and sublayers with visibility, locking and selection controls. Structure masterplans like CAD - base, buildings, landscape, annotation - and navigation stays painless.",F7,,beginner,panel|layers|organisation,organise,layer,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,New Layer,Illustrator,Layers Panel,"Adds a fresh layer to the document from the Layers Panel. Give each drawing system its own named, coloured layer before the file grows unwieldy.",,,beginner,layers|create,create|organise,layer,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Make Clipping Mask,Illustrator,Object > Clipping Mask,"Uses the topmost shape to crop everything selected beneath it, non-destructively. The standard way to trim a map, hatch or image neatly to a site boundary or board frame.",Ctrl+7,,intermediate,mask|crop|clip,edit|organise,curve|layer,cut,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Release Clipping Mask,Illustrator,Object > Clipping Mask,"Undoes a clipping mask, restoring the full extent of the clipped artwork. Needed when the crop boundary itself has to be redrawn or the hidden content retrieved.",Ctrl+Alt+7,,intermediate,mask|release,edit,curve|layer,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Cycle Drawing Modes,Illustrator,Toolbar,"Switches between Draw Normal, Draw Behind and Draw Inside modes. Draw Inside clips new strokes to a shape as you draw - useful for hatching directly within a plan zone.",Shift+D,,intermediate,drawing modes|clip,create|edit,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Symbols Panel,Illustrator,Window,Stores reusable artwork as symbols whose instances all update when the master is edited. Define a tree or person symbol once and revise hundreds of placements across a masterplan in one go.,Shift+Ctrl+F11,,intermediate,panel|symbols|reuse,organise|create,curve,copy,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Make Pattern,Illustrator,Object > Pattern,"Turns selected artwork into a repeating pattern swatch, with live preview of tiling options. Purpose-built for creating hatch fills - paving, planting, brick - that tile cleanly across plan areas.",,,advanced,pattern|hatch|fill,create|organise,curve,array,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Image Trace,Illustrator,Object,"Converts placed raster images into editable vector paths, with presets from line art to full colour. Useful for vectorising scanned hand sketches or logos; expect a clean-up pass with Simplify afterwards.",,,intermediate,trace|raster to vector,create|transform,curve|mesh,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
,Expand,Illustrator,Object,"Converts live effects, symbols, strokes or traced results into plain editable paths. The necessary step before hand-editing Image Trace output or sending artwork to cutting machines.",,,intermediate,expand|convert|paths,edit|transform,curve,,,,https://helpx.adobe.com/uk/illustrator/using/default-keyboard-shortcuts.html
