id,name,software,menu,description,shortcut,addon,difficulty,tags,intent_categories,object_types,outcomes,icon,gif,source
,Rotate Tool,InDesign,Toolbar,Rotates a selection around a reference point you can reposition. Useful for angling site plans to true north or tilting graphic elements deliberately.,R,,beginner,tool|rotate|transform,transform,layout,rotate,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Scale Tool,InDesign,Toolbar,"Resizes a selection around a chosen reference point, proportionally with Shift held. Reach for it when an image and its frame need enlarging together from a fixed corner.",S,,beginner,tool|scale|resize|transform,transform,layout,scale,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Shear Tool,InDesign,Toolbar,"Skews a selection along an axis, useful for faux-axonometric graphics built directly in layout. A quick way to make flat plans read as planometric tiles on a cover.",O,,advanced,tool|shear|skew|axonometric,transform,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Gradient Swatch Tool,InDesign,Toolbar,Drags the direction and extent of a gradient fill across a frame. Use it to re-angle a sky fade or a subtle background wash.,G,,intermediate,tool|gradient|fill|colour,edit|visualise,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Gradient Feather Tool,InDesign,Toolbar,Fades an object gradually to transparent along the direction you drag. A favourite for softening the edge of a large render so text sits legibly over it.,Shift+G,,intermediate,tool|feather|transparency|fade,edit|visualise,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Eyedropper Tool,InDesign,Toolbar,Samples colour or formatting from one object and applies it to another. A fast way to keep caption styling and accent colours consistent across a document.,I,,beginner,tool|eyedropper|sample|colour,edit,layout,copy,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Colour Theme Tool,InDesign,Toolbar,Extracts a palette of colours from placed imagery and adds it to your swatches. Useful for building a publication palette that harmonises with the project photography.,Shift+I,,intermediate,tool|palette|colour|theme,analyse|visualise,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Measure Tool,InDesign,Toolbar,"Measures distances and angles between any two points on the page, reporting in the Info panel. Reach for it when checking that margins and image gaps actually match the intended grid.",K,,beginner,tool|measure|distance|check,analyse,layout,measure,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Hand Tool,InDesign,Toolbar,Pans the page view by dragging; hold the spacebar for the same behaviour from any tool. The everyday way to move around a spread while zoomed in.,H,,beginner,tool|pan|navigate|view,visualise,view,navigate,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Zoom Tool,InDesign,Toolbar,"Zooms into the area you click or drag over; hold Alt to zoom out. Use it for close inspection of linework, kerning and image resolution.",Z,,beginner,tool|zoom|navigate|view,visualise,view,navigate,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Page Tool,InDesign,Toolbar,Selects a page as an object so you can give it a different size within the same document. Useful for gatefolds or a portfolio that mixes page formats.,Shift+P,,advanced,tool|page|size|gatefold,edit|organise,layout,scale,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Place,InDesign,File > Place,"Imports images, PDFs and text files into the document, loading the cursor so you can click or drag them into frames. The core command for bringing renders, drawings and CAD PDFs into a portfolio.",Ctrl+D,,beginner,import|place|image|link,create,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Fit Content Proportionally,InDesign,Object > Fitting > Fit Content Proportionally,"Scales the placed image to fit entirely inside its frame without distortion, possibly leaving empty space. Use it when the whole drawing must remain visible.",Ctrl+Alt+Shift+E,,beginner,fitting|frame|image|proportional,transform,layout,scale,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Fill Frame Proportionally,InDesign,Object > Fitting > Fill Frame Proportionally,"Scales the image so it covers the frame completely without distortion, cropping any overflow. The default choice for edge-to-edge photographic layouts.",Ctrl+Alt+Shift+C,,beginner,fitting|frame|crop|proportional,transform,layout,scale,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Fit Frame to Content,InDesign,Object > Fitting > Fit Frame to Content,Snaps the frame edges to the exact bounds of the content inside. Handy for tidying caption frames or trimming a frame to a placed logo.,Ctrl+Alt+C,,beginner,fitting|frame|tidy,transform|organise,layout,scale,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Fit Content to Frame,InDesign,Object > Fitting > Fit Content to Frame,"Stretches the content to match the frame exactly, distorting it if the proportions differ. Use with care — mainly for abstract textures where distortion does not matter.",Ctrl+Alt+E,,beginner,fitting|frame|stretch,transform,layout,scale,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Centre Content,InDesign,Object > Fitting > Centre Content,Centres the placed image within its frame without scaling it. A quick recovery when a crop has drifted off-centre during editing.,Ctrl+Shift+E,,beginner,fitting|centre|frame,transform,layout,move,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Content Grabber,InDesign,On-canvas control (hover over frame centre),The circular target that appears over a frame lets you drag the image inside without moving the frame itself. The fastest way to adjust a crop while composing a spread.,,,beginner,crop|content|frame|adjust,edit,layout,move,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Thread Text Frames,InDesign,"Click a frame's out-port, then click or draw the next frame",Links text frames so a story flows continuously from one to the next across columns and pages. Essential for long project narratives and essays in a publication.,,,intermediate,text|thread|flow|story,organise|edit,layout,join,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Show Text Threads,InDesign,View > Extras > Show Text Threads,Displays the links between threaded text frames as visible connectors. Turn it on when auditing how a long story flows through a document.,Ctrl+Alt+Y,,intermediate,text|thread|view|audit,analyse|visualise,layout|view,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Primary Text Frame,InDesign,Parent page frame flag (or New Document dialog),"Marks a parent-page text frame as the main story container, so text reflows automatically when you change the parent or add pages. Useful for report-style documents with continuous body copy.",,,advanced,text|parent|master|flow,organise,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Paste Into,InDesign,Edit > Paste Into,"Pastes the clipboard contents inside a selected frame, using the frame as a mask. Use it to clip a group of diagram elements to a tidy rectangle.",Ctrl+Alt+V,,intermediate,paste|mask|clip|frame,edit,layout,copy|cut,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Paste in Place,InDesign,Edit > Paste in Place,"Pastes an object at exactly the same coordinates it was copied from, even on another page. Perfect for keeping repeated elements aligned across spreads.",Ctrl+Alt+Shift+V,,beginner,paste|position|align|copy,edit|organise,layout,copy,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Pages Panel,InDesign,Window > Pages,"Shows thumbnails of every page and parent page, and is where you add, rearrange and apply parents. The command centre for structuring a multi-page portfolio.",F12,,beginner,pages|panel|structure|navigate,organise,layout,navigate,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Insert Pages,InDesign,Layout > Pages > Insert Pages,Adds a chosen number of pages at a specific position with a chosen parent applied. Quicker than dragging thumbnails when expanding a document by whole chapters.,Ctrl+Shift+P,,beginner,pages|insert|add,create|organise,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Go to Page,InDesign,Layout > Go to Page,Jumps straight to a page number you type. Saves endless scrolling in a hundred-page portfolio document.,Ctrl+J,,beginner,pages|navigate|jump,organise,layout|view,navigate,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Parent Pages,InDesign,Pages panel (upper section),"Template pages whose items — grids, folios, running heads — repeat on every document page they are applied to. Set these up first so the whole publication stays consistent.",,,intermediate,parent|master|template|consistency,organise|create,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Override Parent Page Item,InDesign,Ctrl+Shift+click a parent item on a document page,Unlocks a single parent-page item on one page so it can be edited locally. Use it when one spread needs its folio moved or a grid line removed.,Ctrl+Shift+click,,intermediate,parent|master|override|edit,edit,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Current Page Number Marker,InDesign,Type > Insert Special Character > Markers > Current Page Number,"Inserts a marker that always displays the page it sits on, so folios update automatically. Place it in a text frame on the parent page once and never number pages by hand.",Ctrl+Alt+Shift+N,,intermediate,page number|folio|marker|automatic,document|organise,layout|annotation,annotate,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Numbering and Section Options,InDesign,Layout > Numbering & Section Options,"Starts a new numbering section, changes the numbering style or restarts the count at a chosen page. Useful when a portfolio has front matter numbered in roman numerals.",,,advanced,section|numbering|pages,document|organise,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Document Setup,InDesign,File > Document Setup,"Changes page size, facing-pages mode, bleed and slug for the whole document after creation. Revisit it when a printer requests different bleed or the format changes late in a project.",Ctrl+Alt+P,,beginner,document|setup|page size|bleed,document|organise,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Margins and Columns,InDesign,Layout > Margins and Columns,Sets the margin frame and column grid for the selected pages or parents. The starting point for any layout grid before a single frame is drawn.,,,beginner,margins|columns|grid|layout,organise|document,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Create Guides,InDesign,Layout > Create Guides,"Generates an evenly spaced grid of ruler guides in rows and columns, fitted to the page or the margins. The quickest way to build a modular grid for image placement.",,,intermediate,guides|grid|layout|modular,organise,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Show/Hide Guides,InDesign,View > Grids & Guides > Show/Hide Guides,"Toggles the visibility of all ruler guides. Flick them off to judge a spread cleanly, and back on to keep aligning.",Ctrl+;,,beginner,guides|view|toggle,visualise,view|layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Lock Guides,InDesign,View > Grids & Guides > Lock Guides,Locks all ruler guides so they cannot be nudged while you move frames. Lock the grid as soon as it is right — stray guides ruin alignment discipline.,Ctrl+Alt+;,,beginner,guides|lock|protect,organise,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Smart Guides,InDesign,View > Grids & Guides > Smart Guides,"Shows temporary alignment and spacing hints as you drag objects, snapping to edges, centres and equal gaps. Keep it on for fast, accurate freehand arrangement.",Ctrl+U,,beginner,smart guides|snap|align,organise,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Snap to Guides,InDesign,View > Grids & Guides > Snap to Guides,Makes dragged objects click onto nearby ruler guides. Toggle it off temporarily when you need to place something deliberately just off-grid.,Ctrl+Shift+;,,beginner,snap|guides|precision,organise,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Show Baseline Grid,InDesign,View > Grids & Guides > Show Baseline Grid,"Displays the horizontal grid that body text baselines can lock to, keeping lines level across columns. Turn it on when setting long captions and essays so text aligns across the spread.",Ctrl+Alt+',,intermediate,baseline|grid|typography|align,visualise|organise,view|layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Show Document Grid,InDesign,View > Grids & Guides > Show Document Grid,"Displays a uniform squared grid over the whole pasteboard, useful for sketch-style alignment independent of the margin grid. Handy when composing diagrams directly in InDesign.",Ctrl+',,beginner,grid|document|view,visualise|organise,view|layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Show Rulers,InDesign,View > Show Rulers,"Toggles the page rulers, from which you drag out new guides. Also the quickest way to check the measurement units in play.",Ctrl+R,,beginner,rulers|guides|units,visualise,view,measure,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Align Panel,InDesign,Window > Object & Layout > Align,"Aligns and distributes selected objects relative to each other, the margins or the page, including equal spacing between items. Indispensable for regimenting rows of drawings and captions.",Shift+F7,,beginner,align|distribute|panel|spacing,organise|transform,layout,move|array,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Gridify While Drawing,InDesign,Press arrow keys while dragging a frame tool,Tapping the arrow keys while dragging a frame splits it into a live grid of equal frames. The fastest way to lay out a contact-sheet of process images.,Arrow keys while dragging,,intermediate,grid|frames|array|layout,create|organise,layout,array,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Character Panel,InDesign,Window > Type & Tables > Character,"Controls font, size, leading, kerning, tracking and baseline shift for selected text. Open it whenever type needs fine adjustment beyond what a style provides.",Ctrl+T,,beginner,type|character|panel|font,edit,annotation|layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Paragraph Panel,InDesign,Window > Type & Tables > Paragraph,"Controls alignment, indents, space before and after, hyphenation and baseline-grid locking for paragraphs. Pair it with styles to keep publication typography systematic.",Ctrl+Alt+T,,beginner,type|paragraph|panel|alignment,edit,annotation|layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Paragraph Styles,InDesign,Window > Styles > Paragraph Styles,"Stores complete paragraph formatting as named, reusable styles that update globally when edited. The backbone of a consistent portfolio — define body, caption and heading styles before flowing text.",F11,,intermediate,styles|paragraph|consistency|typography,organise|edit,annotation|layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Character Styles,InDesign,Window > Styles > Character Styles,Stores character-level formatting — such as bold figure numbers or coloured emphasis — that can be applied within a paragraph. Use them inside nested styles for automatic run-in formatting.,Shift+F11,,intermediate,styles|character|typography,organise|edit,annotation,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Nested Styles,InDesign,Paragraph Style Options > Drop Caps and Nested Styles,"Automatically applies a character style to a defined portion of each paragraph, such as everything up to the first colon. Perfect for caption labels like 'Fig. 04:' that should style themselves.",,,advanced,styles|nested|automation|captions,organise,annotation,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Glyphs Panel,InDesign,Type > Glyphs,"Browses every character a font contains, including arrows, fractions and alternates, for insertion by double-click. Reach for it when a caption needs a proper multiplication sign or section mark.",Alt+Shift+F11,,intermediate,glyphs|symbols|font|special characters,create|edit,annotation,annotate,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Story Editor,InDesign,Edit > Edit in Story Editor,"Opens the selected story in a plain text-editing window, showing overset text and style names without layout distractions. The efficient place to edit long copy before worrying about how it sits on the page.",Ctrl+Y,,intermediate,text|editing|story|overset,edit,annotation|layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Find/Change,InDesign,Edit > Find/Change,"Searches and replaces text, formatting, glyphs or objects across a story or the whole document, with GREP pattern support. Use it to fix double spaces, update a project name everywhere or restyle every en dash.",Ctrl+F,,intermediate,find|replace|grep|cleanup,edit|analyse,annotation|layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Check Spelling,InDesign,Edit > Spelling > Check Spelling,Steps through possible spelling errors across the document with suggested corrections. Run it before any portfolio goes to print — a typo in a project title is an expensive mistake.,Ctrl+I,,beginner,spelling|proofing|text,analyse|document,annotation,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Show Hidden Characters,InDesign,Type > Show Hidden Characters,"Reveals invisible characters such as spaces, tabs, paragraph returns and frame breaks. Turn it on when diagnosing mysterious gaps or reflow problems in set text.",Ctrl+Alt+I,,intermediate,hidden characters|invisibles|text|debug,analyse|visualise,annotation|view,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Increase Type Size,InDesign,Keyboard shortcut on selected text,"Bumps the selected text up by the preference increment, with Ctrl+Alt+Shift+> for larger jumps. Useful for quickly testing heading scales directly on the page.",Ctrl+Shift+>,,beginner,type|size|increase,edit,annotation,scale,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Decrease Type Size,InDesign,Keyboard shortcut on selected text,Reduces the selected text by the preference increment. Pair with its opposite to tune hierarchy by eye rather than by numbers.,Ctrl+Shift+<,,beginner,type|size|decrease,edit,annotation,scale,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Align Text Left / Centre / Right,InDesign,Paragraph panel alignment buttons,"Sets paragraph alignment to left, centred or right with one shortcut each. Muscle-memory basics for switching caption alignment as layouts evolve.",Ctrl+Shift+L / C / R,,beginner,alignment|paragraph|text,edit,annotation,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Justify Text,InDesign,Paragraph panel alignment buttons,Justifies the paragraph with the last line aligned left. Common for dense report body text; check hyphenation settings afterwards to avoid rivers.,Ctrl+Shift+J,,beginner,justify|alignment|body text,edit,annotation,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Create Outlines,InDesign,Type > Create Outlines,"Converts live text into editable vector paths, breaking the link to the font. Use it for logotype lockups or when artwork must travel without font files — but keep a live-text copy for edits.",Ctrl+Shift+O,,intermediate,outlines|vector|type|convert,transform,annotation|curve,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Fill with Placeholder Text,InDesign,Type > Fill with Placeholder Text,Fills the selected text frame with dummy copy so you can judge type colour and layout before real text exists. Useful in early portfolio drafts when project descriptions are still being written.,,,beginner,placeholder|lorem ipsum|draft,create,annotation|layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Group,InDesign,Object > Group,Combines selected objects so they move and scale as one unit. Group each drawing with its caption and key before rearranging spreads.,Ctrl+G,,beginner,group|organise|objects,organise,layout,join,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Ungroup,InDesign,Object > Ungroup,Releases a group back into its individual objects. Note you can also double-click into a group to edit members without ungrouping at all.,Ctrl+Shift+G,,beginner,ungroup|objects,organise,layout,split,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Lock,InDesign,Object > Lock,Locks the selected objects in place so they cannot be selected or moved. Lock background images and grids while you fiddle with foreground elements.,Ctrl+L,,beginner,lock|protect|objects,organise,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Unlock All on Spread,InDesign,Object > Unlock All on Spread,Releases every locked object on the current spread at once. The quick undo for a heavy-handed locking session.,Ctrl+Alt+L,,beginner,unlock|objects|spread,organise,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Bring to Front,InDesign,Object > Arrange > Bring to Front,Moves the selection to the top of the stacking order within its layer. Use it to pop captions and keys above overlapping imagery.,Ctrl+Shift+],,beginner,arrange|stacking|front,organise,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Send to Back,InDesign,Object > Arrange > Send to Back,Drops the selection to the bottom of the stacking order within its layer. Handy for pushing a background wash behind everything else on the page.,Ctrl+Shift+[,,beginner,arrange|stacking|back,organise,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Bring Forward,InDesign,Object > Arrange > Bring Forward,Raises the selection one step in the stacking order. Useful for fine control when several overlapping elements build up a collage.,Ctrl+],,beginner,arrange|stacking|forward,organise,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Send Backward,InDesign,Object > Arrange > Send Backward,Lowers the selection one step in the stacking order. Pair with Bring Forward to shuffle overlapping collage layers precisely.,Ctrl+[,,beginner,arrange|stacking|backward,organise,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Text Wrap,InDesign,Window > Text Wrap,"Makes text flow around an object's bounding box, shape or clipping path with adjustable offsets. Use it to run copy around a cut-out axonometric or a pulled quote.",Ctrl+Alt+W,,intermediate,text wrap|runaround|layout,organise|edit,layout|annotation,offset,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Corner Options,InDesign,Object > Corner Options,"Applies rounded, bevelled or inset corners to rectangular frames with a set radius. Use sparingly — a subtle radius can soften diagram boxes without looking gimmicky.",,,beginner,corners|rounded|frame,edit,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Drop Shadow,InDesign,Object > Effects > Drop Shadow,"Adds a configurable shadow behind the selected object, with control over angle, blur, spread and opacity. Occasionally useful for lifting a model photograph off a flat background.",Ctrl+Alt+M,,beginner,shadow|effects|depth,visualise|edit,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Effects Panel,InDesign,Window > Effects,"Sets opacity and blending mode per object, fill, stroke or text, and opens the full effects dialog. The place to multiply a colour tint over a photograph or fade an underlay drawing.",Ctrl+Shift+F10,,intermediate,effects|opacity|blending|transparency,visualise|edit,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Object Styles,InDesign,Window > Styles > Object Styles,"Saves frame formatting — stroke, fill, effects, text wrap, fitting — as reusable styles. Define one style for image frames and one for caption boxes so the whole document updates from a single edit.",Ctrl+F7,,advanced,styles|object|consistency,organise,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Step and Repeat,InDesign,Edit > Step and Repeat,"Duplicates the selection a set number of times with fixed offsets, or as a grid. Ideal for building rows of thumbnail frames or repeating diagram modules precisely.",Ctrl+Alt+U,,intermediate,duplicate|array|repeat|grid,create|organise,layout,copy|array,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Duplicate,InDesign,Edit > Duplicate,Creates a copy of the selection offset by the last step-and-repeat values. Faster than copy-paste when propagating an element along a row.,Ctrl+Alt+Shift+D,,beginner,duplicate|copy|offset,create,layout,copy,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Insert Table,InDesign,Table > Insert Table,"Creates a table inside a text frame with a chosen number of rows and columns. Use it for area schedules, drawing issue registers and project data sheets.",Ctrl+Alt+Shift+T,,intermediate,table|schedule|data,create|document,layout|annotation,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Convert Text to Table,InDesign,Table > Convert Text to Table,Turns tab- or comma-separated text into a proper table. The fast route when schedule data arrives pasted from a spreadsheet.,,,intermediate,table|convert|data,create|edit,layout|annotation,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Table Options,InDesign,Table > Table Options > Table Setup,"Controls table borders, row and column strokes, fills and header rows. Strip the default borders here to achieve clean, rule-light schedule styling.",Ctrl+Alt+Shift+B,,intermediate,table|options|borders|styling,edit|document,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Insert Row,InDesign,Table > Insert > Row,Adds rows above or below the current table row. Note that Tab at the end of a table also appends a row on the fly.,Ctrl+9,,beginner,table|row|insert,edit,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
,Insert Column,InDesign,Table > Insert > Column,Adds columns to the left or right of the current table column. Use with Table Options to keep the schedule grid consistent as data grows.,Ctrl+Alt+9,,beginner,table|column|insert,edit,layout,,,,https://helpx.adobe.com/uk/indesign/using/default-keyboard-shortcuts.html
