id,name,software,menu,description,shortcut,addon,difficulty,tags,intent_categories,object_types,outcomes,icon,gif,source
,Freeze,Dynamo,Workspace,Right-click option that suspends a node and everything downstream of it without deleting anything. Freeze the expensive Revit-writing end of a graph while you iterate safely on the logic upstream.,,Native,beginner,workspace|debugging|performance,organise|edit,,,,,https://dictionary.dynamobim.com/
,Run (Automatic/Manual),Dynamo,Workspace,Switches the graph between re-executing on every change and running only when you press Run. Use Manual whenever the graph writes to Revit or does heavy geometry — Automatic is for lightweight exploratory work.,,Native,beginner,workspace|execution,organise,,,,,https://dictionary.dynamobim.com/
,Data.OpenXMLImportExcel,Dynamo,ImportExport,"Reads a worksheet from an Excel file into nested lists, one list per row, without needing Excel installed. The start of every spreadsheet-to-Revit workflow: room data sheets, door schedules, setting-out tables.",,Native,intermediate,excel|data|interop,organise|analyse,,,,,https://dictionary.dynamobim.com/
,Data.OpenXMLExportExcel,Dynamo,ImportExport,"Writes nested lists out to an Excel worksheet, starting at a given row and column. Pair with parameter-reading nodes to push live model data — areas, counts, door ironmongery — into spreadsheets others can work with.",,Native,intermediate,excel|data|interop,document|organise,,,,,https://dictionary.dynamobim.com/
,Data.ParseJSON,Dynamo,ImportExport,Converts a JSON string into Dynamo dictionaries and lists. Useful for reading configuration files or data handed over from web services and other tools.,,Native,advanced,json|data|interop,organise|analyse,,,,,https://dictionary.dynamobim.com/
,File.ReadText,Dynamo,ImportExport,"Reads a text file into a single string, ready for splitting into lines and fields. The simple route for CSVs and logs when full Excel handling is overkill.",,Native,beginner,files|text|data,organise,,,,,https://dictionary.dynamobim.com/
,Passthrough,Dynamo,Clockwork,"Passes its first input straight through, but only after its second input has arrived — a way to force execution order. Essential when one Revit operation must finish before another starts, which Dynamo's dataflow cannot otherwise guarantee.",,Clockwork,advanced,package|execution-order|workflow,organise,,,,,https://dictionary.dynamobim.com/
,FamilyInstance.Room,Dynamo,Clockwork,"Returns the room each family instance sits in, closing a gap in the native node set. The key to workflows like writing room names onto furniture and equipment parameters for schedules.",,Clockwork,intermediate,package|rooms|data,analyse|organise,,,,,https://dictionary.dynamobim.com/
,UI.MultipleInputForm ++,Dynamo,Data-Shapes,"Builds a pop-up dialog with text boxes, dropdowns and selectors so end users can run a graph without opening Dynamo. The de facto standard for turning scripts into office tools, especially via Dynamo Player.",,Data-Shapes,advanced,package|ui|deployment,organise|create,,,,,https://dictionary.dynamobim.com/
,List.Create,Dynamo,List,"Bundles separate inputs into a single list, with a + button to add more ports. Use it to gather results from parallel branches before a node that expects one collection.",,Native,beginner,lists,organise|create,,,,,https://dictionary.dynamobim.com/
,List.Map,Dynamo,List,"Applies a function to every item in a list, returning the transformed list. Largely superseded by lacing and list levels for simple cases, but still the clearest way to run a custom function across a collection.",,Native,advanced,lists|functional,edit|transform,,,,,https://dictionary.dynamobim.com/
,List.Combine,Dynamo,List,"Applies a function pairwise across two or more lists — first with firsts, second with seconds. Reach for it when a straightforward wire-up mangles the pairing between corresponding items.",,Native,advanced,lists|functional,edit|transform,,,,,https://dictionary.dynamobim.com/
,List.FilterByBoolMask,Dynamo,List,"Splits a list into 'in' and 'out' streams according to a parallel list of true/false values. The workhorse of every selection workflow: build a test, mask the list, keep what passes.",,Native,intermediate,lists|filtering,organise|analyse,,,,,https://dictionary.dynamobim.com/
,List.Sort,Dynamo,List,Orders a list of comparable values — numbers or strings — ascending. Combine with List.Reverse for descending order.,,Native,beginner,lists|sorting,organise,,,,,https://dictionary.dynamobim.com/
,List.SortByKey,Dynamo,List,"Sorts one list using a parallel list of keys — order rooms by area, sheets by number, points by elevation. The keys travel with the items, so both come back in matching order.",,Native,intermediate,lists|sorting,organise,,,,,https://dictionary.dynamobim.com/
,List.Flatten,Dynamo,List,"Collapses nested lists into a single flat list, optionally by a set number of levels. Use it deliberately — flattening everything is the quick fix that often destroys the structure a later node needed.",,Native,intermediate,lists|structure,organise|edit,,,,,https://dictionary.dynamobim.com/
,List.Chop,Dynamo,List,"Cuts a flat list into sublists of given lengths — the inverse of flattening. Classic for rebuilding rows from a stream of values, such as turning a point list back into a grid.",,Native,intermediate,lists|structure,organise|edit,,split,,,https://dictionary.dynamobim.com/
,List.Transpose,Dynamo,List,"Swaps rows and columns in a nested list, so a list of rows becomes a list of columns. Indispensable around Excel import and export, where orientation rarely arrives the way you want it.",,Native,intermediate,lists|structure,organise|edit,,,,,https://dictionary.dynamobim.com/
,List.GetItemAtIndex,Dynamo,List,"Pulls the item at a given position from a list, counting from zero. With a list of indices it extracts several at once — the basic tool for picking a column out of imported spreadsheet rows.",,Native,beginner,lists|access,organise,,,,,https://dictionary.dynamobim.com/
,List.Count,Dynamo,List,Returns how many items a list contains. A quiet debugging hero: matching counts at both ends of an operation is the quickest sanity check that nothing got dropped.,,Native,beginner,lists|inspection,analyse,,measure,,,https://dictionary.dynamobim.com/
,List.Reverse,Dynamo,List,"Flips the order of a list end to end. Useful after sorting, or for correcting curve and boundary directions expressed as point lists.",,Native,beginner,lists,organise|edit,,,,,https://dictionary.dynamobim.com/
,List.FirstItem,Dynamo,List,"Returns the first item of a list. Commonly used to strip a header row's partner, grab a single test element or peel one sample from a big set while developing.",,Native,beginner,lists|access,organise,,,,,https://dictionary.dynamobim.com/
,List.LastItem,Dynamo,List,"Returns the final item of a list, whatever its length. Handy for end points of point sequences and the newest item of sorted data.",,Native,beginner,lists|access,organise,,,,,https://dictionary.dynamobim.com/
,List.Contains,Dynamo,List,"Tests whether a list includes a given item, returning true or false. Use it to check membership against an approved list — type names, level names — before acting.",,Native,beginner,lists|logic,analyse,,,,,https://dictionary.dynamobim.com/
,List.IndexOf,Dynamo,List,"Returns the position of an item within a list, or -1 if absent. Pair with List.GetItemAtIndex to look values up across parallel lists, dictionary-style.",,Native,intermediate,lists|access,analyse|organise,,,,,https://dictionary.dynamobim.com/
,List.Join,Dynamo,List,"Concatenates several lists into one continuous list, preserving order. Unlike List.Create, which nests its inputs, Join splices them end to end.",,Native,beginner,lists,organise,,join,,,https://dictionary.dynamobim.com/
,List.UniqueItems,Dynamo,List,"Removes duplicates, keeping the first occurrence of each value. The standard first move for building a clean set of type names, materials or levels actually used in a model.",,Native,beginner,lists|data-cleaning,organise|analyse,,,,,https://dictionary.dynamobim.com/
,List.GroupByKey,Dynamo,List,"Buckets items into sublists according to matching keys — rooms grouped by department, walls by type name. Returns both the groups and their unique keys, ready for per-group processing or reporting.",,Native,intermediate,lists|grouping|data,organise|analyse,,,,,https://dictionary.dynamobim.com/
,List.TakeItems,Dynamo,List,"Keeps the first n items of a list (or the last n with a negative count). Useful for sampling a subset while testing, or trimming a list to a known length.",,Native,beginner,lists,organise|edit,,,,,https://dictionary.dynamobim.com/
,List.DropItems,Dynamo,List,Discards the first n items of a list (or the last n with a negative count). The classic way to skip a header row from imported spreadsheet data.,,Native,beginner,lists|data-cleaning,organise|edit,,,,,https://dictionary.dynamobim.com/
,List.AddItemToEnd,Dynamo,List,Appends a single item to the end of a list. Small but constant duty in assembling rows for export or closing loops of points.,,Native,beginner,lists,organise|edit,,,,,https://dictionary.dynamobim.com/
,List.IsEmpty,Dynamo,List,Returns true when a list has no items. Wire it into conditional logic so a graph fails gracefully when a selection or filter comes back with nothing.,,Native,beginner,lists|logic,analyse,,,,,https://dictionary.dynamobim.com/
,List.Cycle,Dynamo,List,"Repeats a list a given number of times end to end. Useful for tiling patterns — alternate panel types, repeated colour sequences — across a longer set of targets.",,Native,intermediate,lists|patterns,create|organise,,array,,,https://dictionary.dynamobim.com/
,If,Dynamo,Logic,"Chooses between two inputs according to a boolean test — true takes the first, false the second. The basic branching node; combine with comparison nodes to make graphs respond to conditions.",,Native,beginner,logic|conditional,edit|analyse,,,,,https://dictionary.dynamobim.com/
,And,Dynamo,Logic,Returns true only when all its boolean inputs are true. Use it to combine tests — right category and right level — before filtering.,,Native,beginner,logic,analyse,,,,,https://dictionary.dynamobim.com/
,Or,Dynamo,Logic,Returns true when any of its boolean inputs is true. The partner to And for building compound conditions.,,Native,beginner,logic,analyse,,,,,https://dictionary.dynamobim.com/
,Not,Dynamo,Logic,"Inverts a boolean — true becomes false and vice versa. Often the quickest way to flip a filter, keeping what a test rejected.",,Native,beginner,logic,analyse|edit,,,,,https://dictionary.dynamobim.com/
,==,Dynamo,Logic,"Tests whether two values are equal, returning true or false, and laces across lists to test many at once. The seed of most filtering: compare parameter values to a target and mask the results.",,Native,beginner,logic|comparison,analyse,,,,,https://dictionary.dynamobim.com/
,Math.RemapRange,Dynamo,Math,"Rescales a list of numbers from their current spread to a new minimum and maximum. The engine behind data-driven design — remap distances to panel openings, areas to colours, anything to anything.",,Native,intermediate,maths|mapping|data-driven,transform|analyse,,scale,,,https://dictionary.dynamobim.com/
,Math.Round,Dynamo,Math,Rounds a number to the nearest whole value or given number of decimals. Tidy values before writing them into parameters or spreadsheets that humans will read.,,Native,beginner,maths|rounding,edit,,,,,https://dictionary.dynamobim.com/
,Math.Floor,Dynamo,Math,"Rounds a number down to the nearest integer. Useful for working out how many whole units — panels, treads, tiles — fit within a dimension.",,Native,beginner,maths|rounding,edit|analyse,,,,,https://dictionary.dynamobim.com/
,Math.Ceiling,Dynamo,Math,Rounds a number up to the nearest integer. The counterpart to Math.Floor when you need to be sure of covering a dimension rather than fitting inside it.,,Native,beginner,maths|rounding,edit|analyse,,,,,https://dictionary.dynamobim.com/
,Math.Abs,Dynamo,Math,"Returns the absolute value of a number, stripping the sign. Common in tolerance checks where only the size of a difference matters, not its direction.",,Native,beginner,maths,edit|analyse,,measure,,,https://dictionary.dynamobim.com/
,Math.Sin,Dynamo,Math,"Returns the sine of an angle given in degrees. Feed it a number range to generate wave forms for undulating facades, ceilings and screens.",,Native,intermediate,maths|trigonometry,create|analyse,,,,,https://dictionary.dynamobim.com/
,Math.Cos,Dynamo,Math,Returns the cosine of an angle given in degrees. With Math.Sin it converts angles into x and y components for radial arrays and circular setout.,,Native,intermediate,maths|trigonometry,create|analyse,,,,,https://dictionary.dynamobim.com/
,Math.PI,Dynamo,Math,"Outputs the constant pi. Used in circumference, arc-length and radian conversions inside geometric setout.",,Native,beginner,maths|constants,create,,,,,https://dictionary.dynamobim.com/
,String.Concat,Dynamo,String,"Joins several strings into one, in port order. The standard way to build parameter values like room codes from prefix, number and suffix parts.",,Native,beginner,strings|text,edit|create,,join,,,https://dictionary.dynamobim.com/
,String.Split,Dynamo,String,"Cuts a string into a list wherever a separator occurs — commas for CSV rows, hyphens for door numbers. The first move in parsing any structured text.",,Native,beginner,strings|parsing,edit|organise,,split,,,https://dictionary.dynamobim.com/
,String.Join,Dynamo,String,"Combines a list of strings into one, inserting a separator between each. The inverse of String.Split, used to reassemble codes and to build readable report lines.",,Native,beginner,strings|text,edit|create,,join,,,https://dictionary.dynamobim.com/
,String.Contains,Dynamo,String,"Tests whether a string includes a given fragment, returning true or false. Combined with a filter it finds every type name containing a keyword — all walls with 'EX', all views with 'WIP'.",,Native,beginner,strings|search,analyse,,,,,https://dictionary.dynamobim.com/
,String.Replace,Dynamo,String,"Swaps every occurrence of a fragment within a string for new text. The engine of batch renaming workflows — views, sheets, family types — when paired with name-setting nodes.",,Native,beginner,strings|renaming,edit,,,,,https://dictionary.dynamobim.com/
,String.ToNumber,Dynamo,String,"Parses a string into a numeric value. Necessary after Excel import or text parameters, where numbers often arrive disguised as text and refuse to calculate.",,Native,beginner,strings|conversion,edit,,,,,https://dictionary.dynamobim.com/
,String from Object,Dynamo,String,"Converts any value — number, element, boolean — into its text representation. Use it before concatenation or export, and for readable debugging output.",,Native,beginner,strings|conversion,edit,,,,,https://dictionary.dynamobim.com/
,String.ToUpper,Dynamo,String,"Converts a string to upper case. Useful for enforcing drawing-standard capitalisation on names and title text, or normalising values before comparison.",,Native,beginner,strings|formatting,edit,,,,,https://dictionary.dynamobim.com/
,Point.ByCoordinates,Dynamo,Geometry — Point,"Creates a point from x, y and z values, and with list inputs and lacing settings, whole grids of points at once. The atom of computational geometry — most parametric setout begins here.",,Native,beginner,geometry|points,create,point,,,,https://dictionary.dynamobim.com/
,Point.Origin,Dynamo,Geometry — Point,"Outputs the point at 0,0,0. A convenient anchor for base planes, coordinate systems and geometry that will be moved into place later.",,Native,beginner,geometry|points,create,point,,,,https://dictionary.dynamobim.com/
,Vector.ByCoordinates,Dynamo,Geometry — Vector,"Creates a direction vector from x, y and z components. Vectors carry direction and magnitude for translations, extrusions and normals — they position nothing by themselves.",,Native,beginner,geometry|vectors,create,point,,,,https://dictionary.dynamobim.com/
,Vector.XAxis,Dynamo,Geometry — Vector,"Outputs the unit vector along the world x axis. A ready-made direction for offsets, arrays and mirror axes without building a vector by hand.",,Native,beginner,geometry|vectors,create,point,,,,https://dictionary.dynamobim.com/
,Vector.ZAxis,Dynamo,Geometry — Vector,"Outputs the unit vector pointing straight up the world z axis. The default direction for vertical extrusions, level offsets and rotation axes in plan.",,Native,beginner,geometry|vectors,create,point,,,,https://dictionary.dynamobim.com/
,Plane.ByOriginNormal,Dynamo,Geometry — Plane,"Creates a plane from a point on it and a vector perpendicular to it. Planes serve as mirrors, section cutters and hosts for sketch-like operations throughout the geometry library.",,Native,intermediate,geometry|planes,create,surface,,,,https://dictionary.dynamobim.com/
,Plane.XY,Dynamo,Geometry — Plane,Outputs the world ground plane at the origin. The usual base for flat setout and a quick mirror or section plane at level zero.,,Native,beginner,geometry|planes,create,surface,,,,https://dictionary.dynamobim.com/
,CoordinateSystem.ByOrigin,Dynamo,Geometry — CoordinateSystem,"Creates a coordinate system located at a given point, axes aligned to the world. Transform nodes can then move, rotate and scale geometry relative to it rather than the world origin.",,Native,intermediate,geometry|transforms,create|organise,point,,,,https://dictionary.dynamobim.com/
,Line.ByStartPointEndPoint,Dynamo,Geometry — Curve,"Creates a straight line between two points, and with paired lists, whole families of lines at once. The basic stroke for setout, structure lines and edges that later become walls or beams.",,Native,beginner,geometry|curves,create,curve,,,,https://dictionary.dynamobim.com/
,Line.ByStartPointDirectionLength,Dynamo,Geometry — Curve,"Creates a line from a start point, a direction vector and a length. Preferable to two-point construction when the geometry is naturally described as origin plus direction, such as grid rays.",,Native,beginner,geometry|curves,create,curve,,,,https://dictionary.dynamobim.com/
,Arc.ByThreePoints,Dynamo,Geometry — Curve,"Fits a circular arc through three points — start, a point on the curve and end. Handy for curved walls and paths defined by survey or setting-out points rather than centre and radius.",,Native,beginner,geometry|curves|arcs,create,curve,,,,https://dictionary.dynamobim.com/
,Circle.ByCenterPointRadius,Dynamo,Geometry — Curve,"Creates a circle from a centre point and radius, optionally on a given normal. A frequent base curve for radial setout, columns of points and extruded cylinders.",,Native,beginner,geometry|curves|circles,create,curve,,,,https://dictionary.dynamobim.com/
,Rectangle.ByWidthLength,Dynamo,Geometry — Curve,"Creates a closed rectangle of given width and length, centred on a plane or coordinate system. A quick closed profile for floor outlines, panel boundaries and extrusion bases.",,Native,beginner,geometry|curves|profiles,create,curve,,,,https://dictionary.dynamobim.com/
,Polygon.ByPoints,Dynamo,Geometry — Curve,"Connects a list of points into a closed polygon, joining the last point back to the first. Use it for boundary outlines destined to become floors, regions or extrusion profiles.",,Native,beginner,geometry|curves|profiles,create,curve,join,,,https://dictionary.dynamobim.com/
,PolyCurve.ByPoints,Dynamo,Geometry — Curve,"Chains a list of points into a connected polycurve, open or closed. The workhorse for paths and boundaries built from computed point lists, feeding walls, railings and sweeps.",,Native,beginner,geometry|curves|paths,create,curve,join,,,https://dictionary.dynamobim.com/
,NurbsCurve.ByPoints,Dynamo,Geometry — Curve,"Fits a smooth freeform curve through a list of points. The route to flowing geometry — sinuous walls, sculpted rails — from a handful of control locations.",,Native,intermediate,geometry|curves|freeform,create,curve,smooth,,,https://dictionary.dynamobim.com/
,Curve.PointAtParameter,Dynamo,Geometry — Curve,"Returns the point at a normalised position along a curve, 0 at the start and 1 at the end. Feed it a range of parameters to sprinkle points along any curve for panels, mullions or planting.",,Native,intermediate,geometry|curves|evaluation,analyse|create,curve|point,measure,,,https://dictionary.dynamobim.com/
,Curve.PointsAtEqualSegmentLength,Dynamo,Geometry — Curve,"Divides a curve into segments of equal length and returns the division points. The honest way to space elements evenly along a curve, since equal parameter steps are not equal distances on most curves.",,Native,intermediate,geometry|curves|division,create|analyse,curve|point,split|measure,,,https://dictionary.dynamobim.com/
,Curve.Length,Dynamo,Geometry — Curve,"Returns the length of a curve in model units. Sums neatly across lists for quick take-offs of skirting runs, kerb lines or duct routes.",,Native,beginner,geometry|curves|measurement,analyse,curve,measure,,,https://dictionary.dynamobim.com/
,Curve.Offset,Dynamo,Geometry — Curve,"Creates a parallel copy of a curve at a set distance, sign controlling the side. Used for wall centrelines to faces, path edges and nested boundary patterns.",,Native,beginner,geometry|curves,transform|create,curve,offset,,,https://dictionary.dynamobim.com/
,Curve.Extrude,Dynamo,Geometry — Curve,"Sweeps a curve along a direction vector to create a surface. The quick way to raise a fence of surfaces from plan curves — walls-to-be, screens, ribbons.",,Native,intermediate,geometry|surfaces,create|transform,curve|surface,thicken,,,https://dictionary.dynamobim.com/
,Curve.ExtrudeAsSolid,Dynamo,Geometry — Curve,"Extrudes a closed curve into a solid of given distance. The one-step massing tool: draw a footprint, extrude it, and interrogate volume or intersections immediately.",,Native,intermediate,geometry|solids|massing,create|transform,curve|solid,thicken,,,https://dictionary.dynamobim.com/
,Surface.ByPatch,Dynamo,Geometry — Surface,"Fills a closed curve with a flat surface, like stretching a skin across a boundary. The standard step between a closed outline and area measurement or solid modelling.",,Native,beginner,geometry|surfaces,create,curve|surface,,,,https://dictionary.dynamobim.com/
,Surface.ByLoft,Dynamo,Geometry — Surface,"Skins a smooth surface through an ordered list of cross-section curves. The primary tool for doubly-curved facades, canopies and terrain-like surfaces from profile families.",,Native,intermediate,geometry|surfaces|freeform,create,curve|surface,smooth,,,https://dictionary.dynamobim.com/
,Surface.PointAtParameter,Dynamo,Geometry — Surface,"Returns the point at a u,v position on a surface, 0 to 1 in each direction. Cross two ranges and you have a point grid draped over any surface — the seed of panelling workflows.",,Native,intermediate,geometry|surfaces|panelling,analyse|create,surface|point,measure,,,https://dictionary.dynamobim.com/
,Surface.NormalAtParameter,Dynamo,Geometry — Surface,"Returns the vector perpendicular to a surface at a u,v position. Essential for orienting panels and components so they sit flush on curved surfaces rather than all facing one way.",,Native,advanced,geometry|surfaces|panelling,analyse,surface|point,measure,,,https://dictionary.dynamobim.com/
,Surface.Thicken,Dynamo,Geometry — Surface,"Gives a surface physical depth, producing a solid, optionally thickened both sides. The usual last step before turning abstract skins into wall-like or slab-like solids for import or clash checks.",,Native,intermediate,geometry|solids,create|transform,surface|solid,thicken,,,https://dictionary.dynamobim.com/
,Surface.Area,Dynamo,Geometry — Surface,"Returns the area of a surface in model units. Combined with patching room or facade boundaries, it powers quick comparative area studies outside the Revit schedule system.",,Native,beginner,geometry|surfaces|measurement,analyse,surface,measure,,,https://dictionary.dynamobim.com/
,Cuboid.ByLengths,Dynamo,Geometry — Solid,"Creates a box solid of given width, length and height about an origin. The quickest test solid for massing studies, clash proxies and bounding volumes.",,Native,beginner,geometry|solids|massing,create,solid,,,,https://dictionary.dynamobim.com/
,Sphere.ByCenterPointRadius,Dynamo,Geometry — Solid,Creates a sphere solid from a centre and radius. Often used as a visual marker at key points or as a soft proxy for clearance zones around equipment.,,Native,beginner,geometry|solids,create,solid,,,,https://dictionary.dynamobim.com/
,Solid.Union,Dynamo,Geometry — Solid,Fuses two or more solids into one. Use it to consolidate massing pieces before measuring volume or exporting a single clean object.,,Native,intermediate,geometry|solids|booleans,edit|create,solid,join,,,https://dictionary.dynamobim.com/
,Solid.Difference,Dynamo,Geometry — Solid,"Subtracts one solid from another, carving openings, courtyards and cuts. With massing solids it answers questions like how much volume remains after removing circulation.",,Native,intermediate,geometry|solids|booleans,edit,solid,cut,,,https://dictionary.dynamobim.com/
,Geometry.Translate,Dynamo,Geometry — Modifiers,"Moves geometry by a vector or by x, y, z distances, returning a moved copy. With lists and lacing it becomes an array engine — one profile stepped along a range makes a whole set.",,Native,beginner,geometry|transforms,transform,point|curve|surface|solid,move|copy|array,,,https://dictionary.dynamobim.com/
,Geometry.Rotate,Dynamo,Geometry — Modifiers,Rotates geometry about an origin and axis by an angle in degrees. Feed it a list of angles for radial arrays and twisting stacked-floor studies.,,Native,beginner,geometry|transforms,transform,point|curve|surface|solid,rotate|array,,,https://dictionary.dynamobim.com/
,Geometry.Scale,Dynamo,Geometry — Modifiers,Scales geometry uniformly or per axis about a base point. Useful for unit fixes on imported geometry and for graded families of shapes in pattern studies.,,Native,beginner,geometry|transforms,transform,point|curve|surface|solid,scale,,,https://dictionary.dynamobim.com/
,Geometry.Mirror,Dynamo,Geometry — Modifiers,"Reflects geometry about a plane, returning the mirrored copy. Use world planes for quick handing or a constructed plane for arbitrary mirror lines.",,Native,beginner,geometry|transforms,transform,point|curve|surface|solid,mirror|copy,,,https://dictionary.dynamobim.com/
,Geometry.Intersect,Dynamo,Geometry — Modifiers,"Returns the shared geometry where two inputs overlap — a plane through a solid yields section curves, two solids yield their common volume. A core analytical tool for slicing and overlap studies.",,Native,intermediate,geometry|booleans|analysis,analyse|edit,curve|surface|solid,cut|measure,,,https://dictionary.dynamobim.com/
,Geometry.Split,Dynamo,Geometry — Modifiers,"Cuts geometry into pieces using another piece of geometry as the knife — a plane through a solid, a curve across a surface. Returns all fragments for you to keep or discard.",,Native,intermediate,geometry|editing,edit,curve|surface|solid,split|cut,,,https://dictionary.dynamobim.com/
,Geometry.Trim,Dynamo,Geometry — Modifiers,"Splits geometry with a cutting tool and discards the side nearest a picked point, keeping the rest. The tidy alternative to Split when you already know which portion should survive.",,Native,intermediate,geometry|editing,edit,curve|surface|solid,cut,,,https://dictionary.dynamobim.com/
,Geometry.DistanceTo,Dynamo,Geometry — Modifiers,Measures the shortest distance between two pieces of geometry. Across lists it builds proximity fields — distance from each panel to an attractor point — that drive data-responsive designs.,,Native,intermediate,geometry|measurement|attractors,analyse,point|curve|surface|solid,measure,,,https://dictionary.dynamobim.com/
,Geometry.DoesIntersect,Dynamo,Geometry — Modifiers,"Returns true if two pieces of geometry touch or overlap. A lightweight clash and containment test — which desks fall inside a zone, which pipes cross a wall.",,Native,intermediate,geometry|analysis|clash,analyse,point|curve|surface|solid,measure,,,https://dictionary.dynamobim.com/
,Geometry.BoundingBox,Dynamo,Geometry — Modifiers,"Returns the axis-aligned box that just encloses geometry. Useful for overall sizes, spatial sorting and generating simplified proxies for heavy elements.",,Native,intermediate,geometry|analysis,analyse,solid,measure,,,https://dictionary.dynamobim.com/
,Select Model Element,Dynamo,Revit — Selection,"Lets you click one element in the Revit view and brings it into the graph. The simplest bridge from model to script — ideal while developing, before switching to category-wide selection.",,Native,beginner,revit|selection,organise,,,,,https://dictionary.dynamobim.com/
