id,name,software,menu,description,shortcut,addon,difficulty,tags,intent_categories,object_types,outcomes,icon,gif,source
,Brush Tool,Photoshop,Toolbar,"The core painting tool, with pressure-sensitive size and opacity control. Architects use it constantly for painting layer masks, adding shadow washes and hand-rendered texture over line drawings.",B,,beginner,tool|paint|masking,create|edit,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Pencil Tool,Photoshop,Toolbar,"Paints hard-edged, aliased strokes with no soft falloff. Suits crisp pixel-precise work such as tidying exported linework or drawing on very low-resolution diagrams.",B,,beginner,tool|paint|hard edge,create|edit,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Mixer Brush Tool,Photoshop,Toolbar,"Blends colours on the canvas like wet paint, mixing what is already there with the loaded colour. Used for painterly render overpainting and softening harsh CG material transitions.",B,,advanced,tool|paint|blending,create|edit,layer,smooth,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Clone Stamp Tool,Photoshop,Toolbar,"Paints an exact copy of pixels from an Alt-clicked source point. The classic tool for extending brick coursing, duplicating window bays or patching texture where healing tools blend too much.",S,,intermediate,tool|retouch|clone,edit,layer,copy,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,History Brush Tool,Photoshop,Toolbar,"Paints a chosen earlier history state back into the image. Lets you apply a filter or adjustment globally, then brush it away selectively - for example restoring sharpness only on the building.",Y,,advanced,tool|history|selective,edit,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Eraser Tool,Photoshop,Toolbar,"Deletes pixels from a layer, or paints the background colour on a locked Background layer. On masked workflows it is often better to paint the mask instead, keeping edits reversible.",E,,beginner,tool|erase,edit,layer,cut,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Background Eraser Tool,Photoshop,Toolbar,"Erases sampled colours under the brush centre while protecting differing edge colours, leaving transparency. Occasionally useful for stripping sky from behind complex roof silhouettes.",E,,advanced,tool|erase|extraction,edit,layer,cut,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Gradient Tool,Photoshop,Toolbar,"Drags a smooth blend between colours or transparency, now applied as an editable on-canvas gradient. Constantly used for graded skies, ground-plane fades and atmospheric depth in render post-production.",G,,beginner,tool|gradient|atmosphere,create|visualise,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Paint Bucket Tool,Photoshop,Toolbar,Fills contiguous areas of similar colour with the foreground colour or a pattern. Quick for blocking flat colour into diagram regions or exported plan drawings.,G,,beginner,tool|fill,create|edit,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Blur Tool,Photoshop,Toolbar,Softens pixels locally as you brush. Handy for knocking back a distracting background detail or easing a hard cut-out edge without touching the whole layer.,,,beginner,tool|blur|local,edit,layer,smooth,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Sharpen Tool,Photoshop,Toolbar,Increases local contrast under the brush to crisp up detail. Useful for selectively emphasising material texture or foreground edges in a render without global sharpening.,,,beginner,tool|sharpen|local,edit,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Smudge Tool,Photoshop,Toolbar,Pushes pixels around as if dragging a finger through wet paint. Occasionally used to pull wisps into skies or blend painted entourage edges into a scene.,,,intermediate,tool|smudge|paint,edit,layer,smooth,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Dodge Tool,Photoshop,Toolbar,"Brightens the area you brush, with separate control over shadows, midtones and highlights. Used to lift light onto facades, pick out sunlit surfaces and add sparkle to glazing.",O,,intermediate,tool|lighting|brighten,edit|visualise,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Burn Tool,Photoshop,Toolbar,"Darkens the brushed area, targeting shadows, midtones or highlights. The natural partner to dodging for grounding objects with contact shadows and deepening recesses in a render.",O,,intermediate,tool|lighting|darken,edit|visualise,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Sponge Tool,Photoshop,Toolbar,Saturates or desaturates colour locally as you brush. Useful for calming an over-vivid car or sign that competes with the architecture in a visual.,O,,intermediate,tool|saturation,edit,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Pen Tool,Photoshop,Toolbar,"Draws precise vector paths with bezier handles, convertible to selections, masks or shapes. The most accurate way to cut out hard-edged architecture for compositing.",P,,advanced,tool|path|vector,create|edit,curve,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Freeform Pen Tool,Photoshop,Toolbar,"Draws a path freehand and fits anchor points to your stroke, with an optional magnetic mode. A looser alternative to the Pen for organic outlines such as tree canopies.",P,,intermediate,tool|path|freehand,create,curve,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Curvature Pen Tool,Photoshop,Toolbar,"Places points and fits smooth curves through them automatically, no handle-dragging required. An easier entry to path drawing when tracing arches, curved roofs or road edges.",P,,beginner,tool|path|curves,create,curve,smooth,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Horizontal Type Tool,Photoshop,Toolbar,"Creates point or paragraph text as an editable type layer. Used for titling boards, labelling diagrams and annotating renders before export.",T,,beginner,tool|text|annotation,create|document,annotation|layer,annotate,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Path Selection Tool,Photoshop,Toolbar,"Selects and moves whole paths or shape components. Used when repositioning vector callouts, cut-out paths or shape-layer elements on a board.",A,,intermediate,tool|path|selection,edit,curve,move,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Direct Selection Tool,Photoshop,Toolbar,Selects individual anchor points and handles so you can reshape a path after drawing it. Essential for refining a Pen cut-out around tricky architectural details.,A,,intermediate,tool|path|anchors,edit,curve|point,move,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Rectangle Tool,Photoshop,Toolbar,"Draws rectangular vector shapes with live corner radius controls. Useful for diagram frames, colour blocks and masking panels on presentation boards.",U,,beginner,tool|shape|vector,create,curve|layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Ellipse Tool,Photoshop,Toolbar,"Draws elliptical and circular vector shapes. Reached for when adding key-plan markers, bubble diagrams or circular crops to a layout.",U,,beginner,tool|shape|vector,create,curve|layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Line Tool,Photoshop,Toolbar,"Draws straight vector lines with adjustable weight and optional arrowheads. Ideal for leader lines, section markers and dimension-style callouts over images.",U,,beginner,tool|shape|line,create|document,curve|annotation,annotate,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Custom Shape Tool,Photoshop,Toolbar,"Stamps predefined vector shapes, including arrows and symbols, from a shape library. A quick source of north arrows and diagram glyphs without leaving Photoshop.",U,,beginner,tool|shape|symbols,create,curve|layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Hand Tool,Photoshop,Toolbar,Pans the view around a zoomed-in image; hold the spacebar to invoke it temporarily from any tool. Constant companion when retouching large renders at pixel level.,H,,beginner,tool|navigation,analyse,view,navigate,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Rotate View Tool,Photoshop,Toolbar,"Rotates the on-screen view non-destructively, like turning a sheet of paper, without altering pixels. Useful when painting masks or strokes at a comfortable wrist angle.",R,,beginner,tool|navigation|rotation,analyse,view,rotate|navigate,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Zoom Tool,Photoshop,Toolbar,Zooms in with a click or scrubby drag; hold Alt to zoom out. Fundamental for flipping between whole-image composition checks and pixel-level retouching.,Z,,beginner,tool|navigation|zoom,analyse,view,navigate,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Default Foreground and Background Colours,Photoshop,Toolbar,Resets the swatches to black foreground over white background. Worth pressing before mask work so you know exactly which tone the brush will paint.,D,,beginner,colour|swatches,edit,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Switch Foreground and Background Colours,Photoshop,Toolbar,Swaps the foreground and background swatches. Used constantly while painting layer masks to flip between concealing with black and revealing with white.,X,,beginner,colour|swatches|masking,edit,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Decrease/Increase Brush Size,Photoshop,Toolbar,The square-bracket keys shrink or enlarge the current brush tip; add Shift to change hardness. Keeps mask painting fluid without visiting the brush picker.,[ / ],,beginner,brush|shortcut,edit,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Quick Mask Mode,Photoshop,Toolbar,"Toggles a mode where you paint a selection as a red overlay with any brush, then exit to convert it into marching ants. A forgiving way to build soft, painterly selections for atmospheric adjustments.",Q,,intermediate,selection|masking|mode,edit,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Cycle Screen Modes,Photoshop,Toolbar,"Cycles between standard, full screen with menu bar and full screen views. Useful for judging a finished render against a clean neutral surround before presenting.",F,,beginner,view|screen mode,analyse|visualise,view,navigate,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,New Layer,Photoshop,Layer > New,"Creates an empty layer above the current one, with options for name, blend mode and opacity. Disciplined layer-making is the backbone of a non-destructive render post-production file.",Ctrl+Shift+N,,beginner,layers|create,create|organise,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,New Layer via Copy,Photoshop,Layer > New,"Copies the current selection, or the whole layer if nothing is selected, onto a fresh layer. The reflex move before any risky edit, and the fastest way to duplicate an element for arraying entourage.",Ctrl+J,,beginner,layers|duplicate,create|edit,layer,copy,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,New Layer via Cut,Photoshop,Layer > New,"Moves the selected pixels onto their own layer, leaving a hole behind. Useful for separating a building from its background so each can be adjusted independently.",Ctrl+Shift+J,,intermediate,layers|cut,edit|organise,layer,cut|split,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Duplicate Layer,Photoshop,Layer,"Duplicates the active layer or group, optionally into another open document. Handy for carrying a graded sky or a set of adjustment layers between render files.",,,beginner,layers|duplicate,create|organise,layer,copy,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Group Layers,Photoshop,Layer,"Collects the selected layers into a folder that can be moved, masked and blended as one. Keeping vegetation, people and sky in named groups keeps large visualisation files navigable.",Ctrl+G,,beginner,layers|organisation|groups,organise,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Ungroup Layers,Photoshop,Layer,"Dissolves the selected group, returning its layers to the main stack. Used when a grouping no longer reflects how you want to structure the file.",Ctrl+Shift+G,,beginner,layers|organisation,organise,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Merge Layers,Photoshop,Layer,"Flattens the selected layers, or the layer into the one below, into a single layer. Reduces file weight once a passage of work is final, at the cost of later editability.",Ctrl+E,,beginner,layers|merge,organise,layer,join,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Merge Visible,Photoshop,Layer,"Combines every visible layer into one, discarding hidden ones. Useful just before a final sharpen when you no longer need the layered structure.",Ctrl+Shift+E,,beginner,layers|merge,organise,layer,join,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Stamp Visible,Photoshop,Layers Panel,Creates a new merged copy of everything visible while leaving all the original layers intact. The standard move before applying Camera Raw or sharpening to a finished composite without losing the stack.,Ctrl+Alt+Shift+E,,intermediate,layers|merge|non-destructive,create|organise,layer,copy|join,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Flatten Image,Photoshop,Layer,"Collapses the entire document to a single Background layer. Only sensible on a copy destined for delivery, since all layered editability is lost.",,,beginner,layers|flatten,organise|document,layer,join,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Create Clipping Mask,Photoshop,Layer,"Clips the current layer so it only shows where the layer below has pixels. Perfect for confining a texture, tone or adjustment to a single building cut-out.",Ctrl+Alt+G,,intermediate,layers|masking|clipping,edit|organise,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Add Layer Mask,Photoshop,Layers Panel,"Attaches a greyscale mask to the layer: paint black to hide, white to reveal. The cornerstone of non-destructive compositing, from blending skies to fading materials on a facade study.",,,beginner,layers|masking,edit,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Add Vector Mask,Photoshop,Layer > Vector Mask,Masks a layer with a resolution-independent path instead of pixels. Gives perfectly crisp edges for hard architectural cut-outs that may be rescaled later.,,,advanced,layers|masking|vector,edit,layer|curve,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,New Adjustment Layer,Photoshop,Layer > New Adjustment Layer,"Adds an editable adjustment, such as Curves or Hue/Saturation, that affects all layers below without changing their pixels. The professional way to grade renders so every decision stays reversible.",,,intermediate,layers|adjustment|non-destructive,create|edit|visualise,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,New Fill Layer,Photoshop,Layer > New Fill Layer,"Creates a layer filled with a solid colour, gradient or pattern, complete with its own mask. Ideal for tone washes, graded skies and consistent background colours across board sets.",,,beginner,layers|fill|non-destructive,create,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Convert to Smart Object,Photoshop,Layer > Smart Objects,Wraps a layer so transforms and filters apply non-destructively and the source can be re-edited. Place renders as smart objects so repeated scaling on a board never degrades them.,,,intermediate,layers|smart object|non-destructive,organise|edit,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Rasterise Layer,Photoshop,Layer > Rasterise,"Converts a type, shape or smart object layer into plain pixels. Needed before pixel-level painting or filters that refuse to run on vector or smart content.",,,intermediate,layers|rasterise,edit,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Layer Opacity Keys,Photoshop,Layers Panel,"With a non-painting tool active, tapping a number key sets the layer opacity in ten-percent steps. A fast way to fade an overlay drawing over a photograph while tracing.",1-0,,beginner,layers|opacity|shortcut,edit,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Cycle Blend Modes,Photoshop,Layers Panel,"Steps the active layer through blend modes one by one. Invaluable for auditioning how a shadow pass, texture or light glow sits over a render.",Shift++ / Shift+-,,intermediate,layers|blend modes,edit|visualise,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Set Blend Mode: Multiply,Photoshop,Layers Panel,"Jumps the layer straight to Multiply, which darkens by multiplying tones. The classic mode for laying line drawings or shadow passes over a base image with whites turning transparent.",Shift+Alt+M,,intermediate,layers|blend modes|multiply,edit|visualise,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Set Blend Mode: Screen,Photoshop,Layers Panel,"Sets the layer to Screen, which lightens by inverting and multiplying, making black transparent. Ideal for compositing glows, light fixtures and night-render highlights.",Shift+Alt+S,,intermediate,layers|blend modes|screen,edit|visualise,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Lock Transparent Pixels,Photoshop,Layers Panel,Locks the layer's transparency so painting only affects existing pixels. Lets you recolour a tree or figure cut-out without ever straying past its silhouette.,/,,intermediate,layers|lock|transparency,edit,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Select All Layers,Photoshop,Select,Selects every layer in the panel at once. Useful before grouping an unruly file or transforming an entire board's contents together.,Ctrl+Alt+A,,beginner,layers|selection,organise,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Bring to Front,Photoshop,Layer > Arrange,Moves the active layer to the top of the stack. Used when foreground entourage or annotation must sit above everything else.,Ctrl+Shift+],,beginner,layers|stacking,organise,layer,move,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Bring Forward,Photoshop,Layer > Arrange,Moves the active layer one step up the stack. A quick nudge when a person should stand in front of a bollard but behind a tree.,Ctrl+],,beginner,layers|stacking,organise,layer,move,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Send Backward,Photoshop,Layer > Arrange,Moves the active layer one step down the stack. Useful for slotting new entourage behind existing foreground elements.,Ctrl+[,,beginner,layers|stacking,organise,layer,move,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Send to Back,Photoshop,Layer > Arrange,Drops the active layer to the bottom of the stack. Typically used for pushing a replacement sky behind every other element of a composite.,Ctrl+Shift+[,,beginner,layers|stacking,organise,layer,move,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Align Layers,Photoshop,Layer > Align,"Aligns the selected layers by their edges or centres, also available from the Move Tool options bar. Keeps rows of images and captions ruler-straight on portfolio boards.",,,beginner,layers|alignment|layout,organise,layer|layout,move,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Distribute Layers,Photoshop,Layer > Distribute,Spaces three or more selected layers evenly by edges or centres. The quickest way to set a run of thumbnails or diagram panels at equal intervals.,,,beginner,layers|distribution|layout,organise,layer|layout,move|array,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Layer Style: Drop Shadow,Photoshop,Layer > Layer Style,"Adds an editable shadow effect behind the layer's content. Useful for lifting cut-out plans or photos off the page on a presentation board, or faking quick contact shadows.",,,beginner,layers|effects|shadow,edit|visualise,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Blending Options,Photoshop,Layer > Layer Style,Opens the layer style dialogue with advanced controls including Blend If sliders. Blend If is a hidden gem for dropping a texture only into the highlights or shadows of a render.,,,advanced,layers|effects|blend if,edit,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Copy Layer Style,Photoshop,Layer > Layer Style,Copies the active layer's effects so they can be pasted onto other layers. Keeps shadows and strokes consistent across every image frame on a board set.,,,beginner,layers|effects|workflow,organise,layer,copy,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Select All,Photoshop,Select,Selects the entire canvas. Commonly the first step before Copy Merged when lifting a whole composite into another document.,Ctrl+A,,beginner,selection|basics,edit,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Deselect,Photoshop,Select,Drops the current selection so edits apply everywhere again. Worth pressing habitually - a forgotten selection is the classic reason an adjustment mysteriously does nothing.,Ctrl+D,,beginner,selection|basics,edit,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Reselect,Photoshop,Select,Restores the most recently dropped selection. A lifesaver when you deselect a painstaking building cut-out a moment too soon.,Ctrl+Shift+D,,beginner,selection|basics,edit,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Inverse Selection,Photoshop,Select,Flips the selection to cover everything that was not selected. Standard practice after selecting a sky: invert to work on the building instead.,Ctrl+Shift+I,,beginner,selection|invert,edit,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Feather,Photoshop,Select > Modify,Softens the selection edge by a pixel radius so subsequent edits fade out gently. Essential for blending tonal adjustments into a render without visible seams.,Shift+F6,,beginner,selection|soften|edges,edit,layer,smooth|offset,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Expand Selection,Photoshop,Select > Modify,Grows the selection outwards by a set number of pixels. Useful for closing tiny gaps around a cut-out before filling or deleting the background.,,,beginner,selection|modify,edit,layer,offset,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Contract Selection,Photoshop,Select > Modify,Shrinks the selection inwards by a set number of pixels. Often used to pull a selection just inside a building edge so no background halo survives the cut-out.,,,beginner,selection|modify,edit,layer,offset,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Select Subject,Photoshop,Select,"Uses machine learning to select the most prominent subject in one click. A strong starting point for cutting people and objects out for render entourage, refined afterwards in Select and Mask.",,,beginner,selection|ai|subject,edit,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Select Sky,Photoshop,Select,"Automatically selects the sky region of a photograph or render, including around fiddly tree lines. The usual first step before grading a sky or swapping it entirely.",,,beginner,selection|ai|sky,edit,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Select and Mask,Photoshop,Select,"Opens a dedicated workspace for refining selection edges, with the Refine Hair brush for wispy detail. Where rough tree and figure selections become convincing, halo-free masks.",Ctrl+Alt+R,,intermediate,selection|refine|edges,edit,layer,smooth,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Colour Range,Photoshop,Select,"Builds a selection from sampled colours or tonal ranges such as highlights and shadows across the whole image. Useful for grabbing every patch of sky between leaves, or all the glazing on a facade at once.",,,advanced,selection|colour|tonal,edit|analyse,layer,,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
,Transform Selection,Photoshop,Select,"Scales, rotates or skews the selection boundary itself without touching any pixels. Handy for adapting one window selection to fit the next bay along a facade.",,,intermediate,selection|transform,edit|transform,layer,scale|rotate|move,,,https://helpx.adobe.com/uk/photoshop/using/default-keyboard-shortcuts.html
