id,name,software,menu,description,shortcut,addon,difficulty,tags,intent_categories,object_types,outcomes,icon,gif,source
,SCALE,AutoCAD,Home — Modify,Enlarges or shrinks objects uniformly about a base point by a factor or by reference to a known length. The Reference option is invaluable for rescaling imported PDFs and survey images to a measured dimension.,SC,,beginner,modify|scale|resize,transform,,scale,,,https://www.autodesk.com/shortcuts/autocad
,STRETCH,AutoCAD,Home — Modify,"Moves the vertices caught inside a crossing window while keeping connected geometry attached, lengthening or shortening objects in one motion. The classic way to widen a room or shift a door opening without redrawing walls.",S,,intermediate,modify|stretch,transform|edit,curve,move|scale,,,https://www.autodesk.com/shortcuts/autocad
,TRIM,AutoCAD,Home — Modify,"Cuts objects back to the edges they cross, either against selected cutting edges or, in Quick mode, everything in view. Paired with EXTEND (hold Shift to swap between them) it is the core clean-up tool for junctions and openings.",TR,,beginner,modify|trim|cleanup,edit,curve,cut|split,,,https://www.autodesk.com/shortcuts/autocad
,EXTEND,AutoCAD,Home — Modify,"Lengthens objects until they meet a boundary edge, the mirror image of TRIM and reachable from it by holding Shift. Used constantly to close gaps where wall lines stop short of a junction.",EX,,beginner,modify|extend|cleanup,edit,curve,join,,,https://www.autodesk.com/shortcuts/autocad
,FILLET,AutoCAD,Home — Modify,"Joins two objects with an arc of a set radius, or with radius zero simply squares them into a clean corner. The zero-radius fillet is many drafters' fastest way to tidy intersecting wall lines.",F,,beginner,modify|fillet|corner,edit,curve,join|smooth,,,https://www.autodesk.com/shortcuts/autocad
,CHAMFER,AutoCAD,Home — Modify,"Connects two lines with an angled bevel defined by distances or a distance and angle. Used for splayed corners, arris details and steelwork bevels; with zero distances it squares corners like FILLET.",CHA,,beginner,modify|chamfer|bevel,edit,curve,join|cut,,,https://www.autodesk.com/shortcuts/autocad
,BLEND,AutoCAD,Home — Modify,"Creates a smooth spline bridging the free ends of two open curves, with tangent or curvature continuity. Useful for fairing a transition between a drawn kerb line and an existing survey edge.",,,intermediate,modify|blend|transition,edit|create,curve,join|smooth,,,https://www.autodesk.com/shortcuts/autocad
,OFFSET,AutoCAD,Home — Modify,"Creates a parallel copy of a line, polyline, arc or circle at a set distance or through a picked point. The fundamental tool for wall thicknesses, cavity lines and stepped setbacks.",O,,beginner,modify|offset|parallel,edit|create,curve,offset|copy,,,https://www.autodesk.com/shortcuts/autocad
,MIRROR,AutoCAD,Home — Modify,"Reflects objects about a two-point axis, keeping or deleting the originals. Perfect for handed flats, symmetrical facades and swapping a door swing; the MIRRTEXT variable controls whether text flips too.",MI,,beginner,modify|mirror|symmetry,transform|create,,mirror|copy,,,https://www.autodesk.com/shortcuts/autocad
,ARRAY,AutoCAD,Home — Modify,"Creates an associative rectangular, polar or path array of selected objects that can be re-edited later through its grips and contextual ribbon. The umbrella command behind repeating columns, seating and facade modules.",AR,,intermediate,modify|array|pattern,create|transform,,array|copy,,,https://www.autodesk.com/shortcuts/autocad
,ARRAYRECT,AutoCAD,Home — Modify,"Distributes copies of objects in rows and columns with editable counts and spacing. The direct route to structural grids, ceiling tiles and car parking layouts.",,,intermediate,array|grid|rows,create|transform,,array|copy,,,https://www.autodesk.com/shortcuts/autocad
,ARRAYPOLAR,AutoCAD,Home — Modify,"Copies objects evenly around a centre point through a full circle or set angle. Used for radial column grids, spiral stair treads and circular seating plans.",,,intermediate,array|polar|radial,create|transform,,array|rotate|copy,,,https://www.autodesk.com/shortcuts/autocad
,ARRAYPATH,AutoCAD,Home — Modify,"Distributes copies of objects along a line, polyline, spline or other path, dividing it evenly or at a set spacing. Ideal for lighting along a corridor, trees along a drive or balusters on a curved stair.",,,intermediate,array|path|distribute,create|transform,curve,array|copy,,,https://www.autodesk.com/shortcuts/autocad
,EXPLODE,AutoCAD,Home — Modify,"Breaks a compound object such as a block, polyline, table or dimension into its constituent parts. Use it sparingly: exploded blocks and dimensions lose the intelligence that makes them easy to manage.",X,,beginner,modify|explode|decompose,edit,,split,,,https://www.autodesk.com/shortcuts/autocad
,JOIN,AutoCAD,Home — Modify,"Merges collinear lines, contiguous arcs, polylines and splines into a single object, converting where necessary. The quick fix for fragmented outlines before offsetting, hatching or measuring them.",J,,beginner,modify|join|merge,edit,curve,join,,,https://www.autodesk.com/shortcuts/autocad
,BREAK,AutoCAD,Home — Modify,"Removes a portion of an object between two picked points, or splits it at a single point without removing anything. Handy for gapping lines around text or dividing a long wall line for separate treatment.",BR,,intermediate,modify|break|split,edit,curve,split|cut,,,https://www.autodesk.com/shortcuts/autocad
,LENGTHEN,AutoCAD,Home — Modify,"Changes the length of an open object by a delta, percentage, total length or dynamic drag. Faster than TRIM or EXTEND when there is no convenient boundary edge to work against.",LEN,,intermediate,modify|lengthen,edit,curve,scale,,,https://www.autodesk.com/shortcuts/autocad
,ALIGN,AutoCAD,Home — Modify,"Moves, rotates and optionally scales objects in one operation by matching pairs of source and destination points. The fastest way to drop a surveyed outbuilding or furniture block onto its correct position and orientation.",AL,,intermediate,modify|align|fit,transform,,move|rotate|scale,,,https://www.autodesk.com/shortcuts/autocad
,PEDIT,AutoCAD,Home — Modify,"Edits polylines: joining segments, changing width, adding or moving vertices, and fitting curves. Its Join option, with a fuzz distance, is the classic repair for outlines that will not hatch or offset cleanly.",PE,,intermediate,polyline|edit|vertices,edit,curve,join|smooth,,,https://www.autodesk.com/shortcuts/autocad
,ERASE,AutoCAD,Home — Modify,"Deletes the selected objects from the drawing, equivalent to selecting them and pressing Delete. Removed objects can be recovered immediately with OOPS even after later commands.",E,,beginner,modify|erase|delete,edit,,,,,https://www.autodesk.com/shortcuts/autocad
,OOPS,AutoCAD,Command line,"Restores the most recently erased objects without unwinding any commands run since, unlike UNDO. Also brings back source objects removed by the BLOCK or WBLOCK commands.",,,intermediate,restore|erase|recovery,edit,,,,,https://www.autodesk.com/shortcuts/autocad
,MATCHPROP,AutoCAD,Home — Properties,"Copies properties from a source object to others: layer, colour, linetype, and optionally text, dimension and hatch settings. The quickest way to bring rogue objects into line with drawing standards.",MA,,beginner,properties|match|standards,edit|organise,,copy,,,https://www.autodesk.com/shortcuts/autocad
,OVERKILL,AutoCAD,Home — Modify,"Deletes duplicate or overlapping lines, arcs and polylines and merges partially overlapping collinear segments. Run it on drawings received from others to slim files and stop double lines confusing snaps and hatches.",,,intermediate,cleanup|duplicates|audit,edit|organise,curve,join,,,https://www.autodesk.com/shortcuts/autocad
,REVERSE,AutoCAD,Home — Modify,"Flips the direction of a line, polyline or spline without changing its geometry. Matters when direction drives something else, such as linetype text orientation or an array along a path.",,,intermediate,direction|polyline,edit,curve,,,,https://www.autodesk.com/shortcuts/autocad
,HATCHEDIT,AutoCAD,Home — Modify,"Modifies an existing hatch's pattern, scale, angle, origin and boundaries via the contextual ribbon or dialog. Reach for it when a hatch reads too dense at the plotted scale or needs a new boundary picked up.",HE,,beginner,hatch|edit|pattern,edit,curve,,,,https://www.autodesk.com/shortcuts/autocad
,SPLINEDIT,AutoCAD,Home — Modify,"Edits a spline's fit points or control vertices, changes its tolerance, and can convert it to a polyline. Useful for tidying traced contours before they drive offsets or 3D surfaces.",SPE,,advanced,spline|edit|curve,edit,curve,smooth,,,https://www.autodesk.com/shortcuts/autocad
,LAYER,AutoCAD,Home — Layers,"Opens the Layer Properties Manager to create, name, and control the colour, linetype, lineweight, plot and visibility state of every layer. The organisational heart of any drawing built to office or BS/ISO layer standards.",LA,,beginner,layers|manager|organisation,organise,layer,,,,https://www.autodesk.com/shortcuts/autocad
,LAYISO,AutoCAD,Home — Layers,"Isolates the layers of the selected objects by locking and fading, or switching off, every other layer. Ideal for concentrating on the structural grid or one service run in a crowded plan.",,,intermediate,layers|isolate|focus,organise|visualise,layer,,,,https://www.autodesk.com/shortcuts/autocad
,LAYUNISO,AutoCAD,Home — Layers,"Restores the layer states that were in force before the last LAYISO, ending the isolation. Always pair it with LAYISO rather than switching layers back on by hand.",,,intermediate,layers|isolate|restore,organise,layer,,,,https://www.autodesk.com/shortcuts/autocad
,LAYFRZ,AutoCAD,Home — Layers,"Freezes the layer of each object you pick, hiding it and excluding it from regeneration. Quicker than hunting names in the Layer Manager when you can simply point at the offending linework.",,,beginner,layers|freeze|hide,organise|visualise,layer,,,,https://www.autodesk.com/shortcuts/autocad
,LAYTHW,AutoCAD,Home — Layers,"Thaws all frozen layers in one go, making them visible and active again. The blanket undo for a session of LAYFRZ picks.",,,beginner,layers|thaw|restore,organise,layer,,,,https://www.autodesk.com/shortcuts/autocad
,LAYOFF,AutoCAD,Home — Layers,"Turns off the layer of each object you select, hiding that linework from view. Useful mid-command when background information is getting in the way of picking.",,,beginner,layers|off|hide,organise|visualise,layer,,,,https://www.autodesk.com/shortcuts/autocad
,LAYON,AutoCAD,Home — Layers,"Turns every layer in the drawing back on, restoring anything hidden with LAYOFF. Frozen layers are unaffected and need LAYTHW instead.",,,beginner,layers|on|restore,organise,layer,,,,https://www.autodesk.com/shortcuts/autocad
,LAYMCH,AutoCAD,Home — Layers,Moves selected objects onto the layer of another object you point at. A fast way to correct linework drawn on the wrong layer without opening any palettes.,,,beginner,layers|match|standards,organise|edit,layer,,,,https://www.autodesk.com/shortcuts/autocad
,LAYCUR,AutoCAD,Home — Layers,Moves selected objects onto the current layer. Handy at the end of a drafting burst when new geometry ended up scattered across whatever layers were current at the time.,,,beginner,layers|current|tidy,organise|edit,layer,,,,https://www.autodesk.com/shortcuts/autocad
,LAYDEL,AutoCAD,Home — Layers,"Deletes a layer together with every object on it, and purges the layer from the drawing. More forceful than PURGE, so use it deliberately when stripping surveys or imported files.",,,advanced,layers|delete|cleanup,organise|edit,layer,,,,https://www.autodesk.com/shortcuts/autocad
,LAYMRG,AutoCAD,Home — Layers,Merges the contents of one or more layers onto a target layer and removes the emptied layers. The tidy way to rationalise near-duplicate layers in drawings received from consultants.,,,advanced,layers|merge|cleanup,organise|edit,layer,join,,,https://www.autodesk.com/shortcuts/autocad
,LAYWALK,AutoCAD,Home — Layers,"Steps through layers one or several at a time, showing only their contents while the dialog is open. An excellent audit tool for discovering what actually lives on each layer of an unfamiliar drawing.",,,intermediate,layers|audit|review,organise|analyse,layer,,,,https://www.autodesk.com/shortcuts/autocad
,LAYERSTATE,AutoCAD,Home — Layers,"Saves and restores named snapshots of layer visibility, colour and plot settings. Lets one model serve several outputs, such as a general arrangement state and a demolition state, without duplicating the drawing.",LAS,,advanced,layers|states|snapshots,organise|document,layer,,,,https://www.autodesk.com/shortcuts/autocad
,PROPERTIES,AutoCAD,Home — Properties,"Opens the Properties palette showing every editable property of the current selection, from layer and linetype to text height and hatch scale. Leave it docked: it is the fastest way to interrogate and correct objects.",Ctrl+1,,beginner,properties|palette|inspect,edit|analyse,,,,,https://www.autodesk.com/shortcuts/autocad
,LTSCALE,AutoCAD,Command line,"Sets the global scale factor applied to all linetypes, controlling how dashed and dotted lines display. Getting LTSCALE (with PSLTSCALE for layouts) right is the difference between readable dashed lines and lines that look continuous.",LTS,,intermediate,linetype|scale|display,organise|visualise,,,,,https://www.autodesk.com/shortcuts/autocad
,LINETYPE,AutoCAD,Home — Properties,"Loads linetype definitions and sets the current linetype for new objects. Architects load dashed, hidden and centre linetypes here for demolition work, items above, and gridlines.",LT,,beginner,linetype|load|style,organise,,,,,https://www.autodesk.com/shortcuts/autocad
,LWEIGHT,AutoCAD,Home — Properties,"Sets the current lineweight and controls whether lineweights display on screen. Line weight hierarchy — heavy cut lines, light background — is fundamental to drawing legibility, though many offices drive it by layer or plot style instead.",LW,,beginner,lineweight|display|plot,organise|visualise,,,,,https://www.autodesk.com/shortcuts/autocad
,COLOR,AutoCAD,Home — Properties,"Sets the colour for newly drawn objects, ideally left as ByLayer so colour stays under layer control. Explicit colours are best reserved for exceptions, since many offices map plot pens by colour.",COL,,beginner,colour|properties|bylayer,organise,,,,,https://www.autodesk.com/shortcuts/autocad
,BLOCK,AutoCAD,Home — Blocks,"Defines a named block from selected objects with a chosen base point, stored inside the current drawing. Blocks keep repeated elements — doors, sanitaryware, drawing symbols — consistent, lightweight and countable.",B,,intermediate,block|symbol|library,create|organise,,,,,https://www.autodesk.com/shortcuts/autocad
,INSERT,AutoCAD,Home — Blocks,"Places a block from the current drawing, recent files or libraries via the Blocks palette, with scale and rotation set on the way in. The everyday route to populating plans with standard components.",I,,beginner,block|insert|palette,create,,copy,,,https://www.autodesk.com/shortcuts/autocad
,WBLOCK,AutoCAD,Command line,Writes a block definition or selected objects out to a separate DWG file. The standard way to build an office block library or extract part of a drawing to send to a consultant.,W,,intermediate,block|export|library,organise|document,,copy,,,https://www.autodesk.com/shortcuts/autocad
,BEDIT,AutoCAD,Home — Blocks,"Opens a block definition in the Block Editor for editing geometry and adding dynamic parameters, actions and constraints. Changes ripple through every insertion when you save, which is exactly why blocks beat loose geometry.",BE,,advanced,block|editor|dynamic,edit|create,,,,,https://www.autodesk.com/shortcuts/autocad
,XREF,AutoCAD,Insert,"Opens the External References palette to attach, reload, unload and repath referenced drawings, images and PDFs. Xrefs underpin coordinated working: the site plan, structural grid and services stay live links rather than stale copies.",XR,,intermediate,xref|reference|coordination,organise,,,,,https://www.autodesk.com/shortcuts/autocad
,XATTACH,AutoCAD,Insert,"Attaches another DWG as an external reference, with choices of attachment or overlay, insertion point and path type. Overlay is usually the safer choice to avoid circular nesting between team files.",XA,,intermediate,xref|attach|reference,organise|create,,,,,https://www.autodesk.com/shortcuts/autocad
,ATTACH,AutoCAD,Insert,"Attaches an external file — DWG, image, PDF or point cloud — as a referenced underlay in the current drawing. The usual first step when drawing over a scanned survey or a consultant's PDF.",,,beginner,attach|underlay|pdf|image,organise|create,,,,,https://www.autodesk.com/shortcuts/autocad
,XCLIP,AutoCAD,Insert,Crops an xref or block to a rectangular or polygonal boundary so only the relevant portion displays. Perfect for showing just your site from a wider OS map or estate-wide survey.,XC,,intermediate,xref|clip|crop,edit|organise,,cut,,,https://www.autodesk.com/shortcuts/autocad
,ATTDEF,AutoCAD,Insert,"Creates an attribute definition — a named, editable text placeholder — to be included in a block. The mechanism behind intelligent title blocks and tagged symbols whose values can be edited and extracted per insertion.",ATT,,advanced,attribute|block|title block,create|document,annotation,annotate,,,https://www.autodesk.com/shortcuts/autocad
,ATTEDIT,AutoCAD,Command line,"Edits attribute values in a block insertion, with a legacy option set for global changes across many insertions. For a friendlier single-block dialog, EATTEDIT (or a double-click) is the modern route.",ATE,,intermediate,attribute|edit|block,edit,annotation,annotate,,,https://www.autodesk.com/shortcuts/autocad
,EATTEDIT,AutoCAD,Insert,"Opens the Enhanced Attribute Editor to change an insertion's attribute values, text styling and layers in one dialog. This is what runs when you double-click a title block to fill in drawing numbers and revisions.",,,intermediate,attribute|edit|title block,edit|document,annotation,annotate,,,https://www.autodesk.com/shortcuts/autocad
,REFEDIT,AutoCAD,Insert,"Edits a block or xref in place, in the context of the host drawing, saving changes back to the source definition. Convenient for small coordinated tweaks, though editing the xref file directly is often cleaner for big changes.",,,advanced,reference|edit in place|xref,edit,,,,,https://www.autodesk.com/shortcuts/autocad
,PURGE,AutoCAD,Command line,"Removes unused named items — blocks, layers, linetypes, styles and more — plus zero-length geometry and empty text. Regular purging keeps issued files lean and stops obsolete standards propagating between projects.",PU,,intermediate,purge|cleanup|file size,organise,,,,,https://www.autodesk.com/shortcuts/autocad
,ADCENTER,AutoCAD,Insert,"Opens DesignCenter for browsing other drawings and dragging in their blocks, layers, styles and layouts. A quick way to borrow a title block or layer set from a previous project without opening the file.",Ctrl+2,,intermediate,designcenter|browse|reuse,organise,,copy,,,https://www.autodesk.com/shortcuts/autocad
,BASE,AutoCAD,Command line,Sets the insertion base point used when the current drawing is inserted or xreffed into another. Setting a sensible base — a grid intersection or site datum — saves everyone downstream from placing your file by eye.,,,intermediate,base point|insertion|coordination,organise,,,,,https://www.autodesk.com/shortcuts/autocad
,COUNT,AutoCAD,Home — Blocks,"Counts block insertions across the drawing or a selected area and reports them in a palette, with an option to insert the result as a table. Invaluable for checking door, luminaire or parking counts against schedules.",,,intermediate,count|blocks|schedule,analyse|document,,measure,,,https://www.autodesk.com/shortcuts/autocad
,DIM,AutoCAD,Annotate,"The unified dimensioning command: hover over objects and it infers linear, aligned, angular, radial or diameter dimensions, staying active for a run of them. A modern one-stop alternative to picking individual DIM commands.",,,beginner,dimension|annotation|smart,document,annotation,annotate|measure,,,https://www.autodesk.com/shortcuts/autocad
,DIMLINEAR,AutoCAD,Annotate,"Creates a horizontal or vertical dimension between two points or along a picked object. The staple of orthogonal architectural dimensioning, from overall widths down to opening sizes.",DLI,,beginner,dimension|linear|annotation,document,annotation,annotate|measure,,,https://www.autodesk.com/shortcuts/autocad
,DIMALIGNED,AutoCAD,Annotate,"Creates a dimension whose line runs parallel to the two points being measured. The right choice for splayed walls, raking roofs and anything not aligned to the drawing axes.",DAL,,beginner,dimension|aligned|annotation,document,annotation,annotate|measure,,,https://www.autodesk.com/shortcuts/autocad
,DIMANGULAR,AutoCAD,Annotate,"Dimensions the angle between two lines, within an arc, or defined by three points. Used for splay angles, roof pitches and setting-out bearings on plans.",DAN,,beginner,dimension|angle|annotation,document,annotation,annotate|measure,,,https://www.autodesk.com/shortcuts/autocad
,DIMRADIUS,AutoCAD,Annotate,"Dimensions the radius of an arc or circle with an R-prefixed value and leader. Standard for curved walls, kerb radii and filleted details.",DRA,,beginner,dimension|radius|annotation,document,annotation,annotate|measure,,,https://www.autodesk.com/shortcuts/autocad
,DIMDIAMETER,AutoCAD,Annotate,"Dimensions the diameter of a circle or arc with the diameter symbol. The convention for pipes, ducts, bolt holes and circular openings.",DDI,,beginner,dimension|diameter|annotation,document,annotation,annotate|measure,,,https://www.autodesk.com/shortcuts/autocad
,DIMARC,AutoCAD,Annotate,"Dimensions the length along an arc rather than its chord or radius, marked with an arc symbol. Useful for curved facades and handrails where the developed length is what gets fabricated.",,,intermediate,dimension|arc length|annotation,document,annotation,annotate|measure,,,https://www.autodesk.com/shortcuts/autocad
,DIMORDINATE,AutoCAD,Annotate,Creates ordinate dimensions giving X or Y distances from the current UCS origin along a leader. Common for setting-out drawings where every point is referenced to a site datum.,DOR,,intermediate,dimension|ordinate|setting out,document,annotation,annotate|measure,,,https://www.autodesk.com/shortcuts/autocad
,DIMCONTINUE,AutoCAD,Annotate,"Chains a run of dimensions end to end from the last extension line, keeping them on one line. The natural way to dimension a string of rooms or window openings along an elevation.",DCO,,beginner,dimension|continue|chain,document,annotation,annotate|measure,,,https://www.autodesk.com/shortcuts/autocad
,DIMBASELINE,AutoCAD,Annotate,"Stacks successive dimensions measured from a common first extension line, offset at a set spacing. Suits setting-out from a single datum such as a gridline or party wall.",DBA,,intermediate,dimension|baseline|datum,document,annotation,annotate|measure,,,https://www.autodesk.com/shortcuts/autocad
,QDIM,AutoCAD,Annotate,"Generates a whole series of dimensions — continuous, baseline, staggered or ordinate — from one selection of geometry. A time-saver for dimensioning a full elevation of openings in one pass.",,,intermediate,dimension|quick|batch,document,annotation,annotate|measure,,,https://www.autodesk.com/shortcuts/autocad
,DIMSTYLE,AutoCAD,Annotate,"Opens the Dimension Style Manager controlling arrows, text, units, tolerances and fit for every dimension style. Office dimensioning standards live here; set styles up properly once and every drawing benefits.",D,,intermediate,dimension|style|standards,organise|document,annotation,,,,https://www.autodesk.com/shortcuts/autocad
,DIMEDIT,AutoCAD,Command line,"Modifies existing dimensions: rotating or replacing text, obliquing extension lines, or restoring home positions. The Oblique option is the standard trick for dimensioning isometric views.",DED,,advanced,dimension|edit|oblique,edit|document,annotation,annotate,,,https://www.autodesk.com/shortcuts/autocad
,DIMBREAK,AutoCAD,Annotate,Adds a break in a dimension or extension line where it crosses another object or dimension. Keeps dense dimension strings legible where lines would otherwise overlap.,,,intermediate,dimension|break|legibility,edit|document,annotation,,,,https://www.autodesk.com/shortcuts/autocad
,DIMSPACE,AutoCAD,Annotate,"Adjusts the spacing between parallel dimension lines to a set value, or aligns them flush. The quick tidy-up after a stack of baseline dimensions drifts out of rhythm.",,,intermediate,dimension|spacing|tidy,edit|document,annotation,,,,https://www.autodesk.com/shortcuts/autocad
